tournament_id,year,fuente,team,team_code,player_id,wd_id,nombre,posicion,edad,altura_cm,pais_nacimiento,iso_nacimiento,nacio_en_pais,club,club_iso,juega_local,hpi,ciudad_nac,lat_nac,lon_nac,n_mundiales,es_repetidor
WC-1930,1930,jfjelstul,Argentina,ARG,P-69244,Q251533,Ángel Bossio,goal keeper,25.2,178,Argentina,ARG,1,,,,61.628461,Avellaneda,-34.6625,-58.367777777777775,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-23160,Q553344,Juan Botasso,goal keeper,21.7,172,Argentina,ARG,1,Argentino de Quilmes,ARG,1,58.92058,Quilmes,-34.716666666667,-58.266666666667,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-99230,Q455364,Roberto Cherro,forward,23.4,174,Argentina,ARG,1,Boca Juniors,ARG,1,61.894095,Barracas,-34.65,-58.383333333333,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-41921,Q667911,Alberto Chividini,defender,23.4,178,Argentina,ARG,1,Club Atlético Estudiantil Porteño,ARG,1,57.337274,Buenos Aires,-34.599722222222,-58.381944444444,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-22739,Q924366,José Della Torre,defender,24.3,178,Argentina,ARG,1,,,,61.423667,San Isidro,-34.466666666667,-58.516666666667,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-30720,Q517922,Attilio Demaría,forward,21.3,176,Argentina,ARG,1,Club Atlético Estudiantil Porteño,ARG,1,63.337018,Buenos Aires,-34.599722222222,-58.381944444444,2,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-30543,Q715466,Juan Evaristo,midfielder,28.1,171,Argentina,ARG,1,Club Sportivo Palermo,ARG,1,60.268753,Buenos Aires,-34.599722222222,-58.381944444444,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-23897,Q553564,Mario Evaristo,forward,21.6,170,Argentina,ARG,1,Boca Juniors,ARG,1,62.244011,Buenos Aires,-34.599722222222,-58.381944444444,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-60505,Q732682,Manuel Ferreira,forward,24.7,176,Argentina,ARG,1,,,,63.156669,Trenque Lauquen,-35.983333333333334,-62.733333333333334,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-25760,Q315333,Luis Monti,midfielder,29.2,167,Argentina,ARG,1,San Lorenzo de Almagro,ARG,1,68.860024,Buenos Aires,-34.599722222222,-58.381944444444,2,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-49556,Q536236,Ramón Muttis,defender,31.3,182,Argentina,ARG,1,Boca Juniors,ARG,1,60.076728,Buenos Aires,-34.599722222222,-58.381944444444,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-91238,Q511036,Rodolfo Orlandini,midfielder,25.5,183,Argentina,ARG,1,Genoa CFC,ITA,0,59.576059,Buenos Aires,-34.599722222222,-58.381944444444,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-58537,Q206672,Fernando Paternoster,defender,27.1,179,Argentina,ARG,1,Racing Club,ARG,1,59.295107,Pehuajó,-35.8,-61.9,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-24312,Q974356,Natalio Perinetti,forward,29.5,172,Argentina,ARG,1,Racing Club,ARG,1,56.778743,Barracas,-34.65,-58.383333333333,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-70166,Q465954,Carlos Peucelle,forward,21.8,171,Argentina,ARG,1,Club Sportivo Buenos Aires,ARG,1,61.993973,Buenos Aires,-34.599722222222,-58.381944444444,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-49151,Q1287134,Edmundo Piaggio,defender,24.8,,Argentina,ARG,1,Club Atlético Lanús,ARG,1,58.07668,Lanús,-34.7,-58.4,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-44916,Q704298,Alejandro Scopelli,forward,22.2,173,Argentina,ARG,1,Estudiantes de La Plata,ARG,1,63.348077,La Plata,-34.933333333333,-57.95,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-21441,Q1043251,Carlos Spadaro,forward,28.4,168,Argentina,ARG,1,Club Atlético Lanús,ARG,1,57.942069,Lanús,-34.7,-58.4,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-56486,Q309645,Guillermo Stábile,forward,25.5,169,Argentina,ARG,1,Club Atlético Huracán,ARG,1,71.116232,Buenos Aires,-34.599722222222,-58.381944444444,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-56908,Q1363796,Arico Suárez,midfielder,22.1,167,Spain,ESP,0,Ferro Carril Oeste,ARG,1,59.219558,Santa Brígida,28.0337963,-15.4998362,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-37326,Q10131,Francisco Varallo,forward,20.4,170,Argentina,ARG,1,Club de Gimnasia y Esgrima La Plata,ARG,1,67.935756,La Plata,-34.933333333333,-57.95,1,0
WC-1930,1930,jfjelstul,Argentina,ARG,P-76546,Q365224,Adolfo Zumelzú,midfielder,28.5,174,Argentina,ARG,1,Club Sportivo Palermo,ARG,1,60.270022,Buenos Aires,-34.599722222222,-58.381944444444,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-92795,Q2439167,Ferdinand Adams,forward,27.2,,Belgium,BEL,1,Royal Sporting Club Anderlecht,BEL,1,55.84516,Anderlecht,50.839166666666664,4.329722222222222,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-20690,Q694857,Arnold Badjou,goal keeper,21.0,174,Belgium,BEL,1,Royal Daring Club Molenbeek,BEL,1,57.617547,Laeken,50.86666666666667,4.35,3,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-40714,Q971508,Pierre Braine,midfielder,29.7,175,Belgium,BEL,1,K. Beerschot V.A.C.,BEL,1,55.335476,Berchem,51.1931,4.4214,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-41990,Q622330,Alexis Chantraine,midfielder,29.3,,Belgium,BEL,1,R.F.C. de Liège,BEL,1,54.393942,Liège,50.639722222222225,5.570555555555556,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-97126,Q940190,Jean De Bie,goal keeper,38.2,184,Belgium,BEL,1,Royal Racing Club de Bruxelles,BEL,1,58.533586,Uccle,50.80361111111111,4.333888888888889,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-93713,Q1832525,Jean De Clercq,midfielder,25.2,,Belgium,BEL,1,Royal Antwerp F.C.,BEL,1,55.420354,Antwerp,51.221111111111114,4.3997222222222225,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-41710,Q2019686,Henri De Deken,defender,22.9,180,Belgium,BEL,1,Royal Antwerp F.C.,BEL,1,56.824849,Schoten,51.25,4.5,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-45315,Q2300269,Gérard Delbeke,midfielder,26.9,,Belgium,BEL,1,Club Brugge K.V.,BEL,1,55.390506,Ruiselede,51.033333333333,3.3833333333333,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-16891,Q219361,Jan Diddens,forward,21.8,,Belgium,BEL,1,KRC Mechelen,BEL,1,56.240054,Mechelen,51.028055555555554,4.480277777777777,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-61253,Q2191731,August Hellemans,midfielder,22.8,179,Belgium,BEL,1,KV Mechelen,BEL,1,53.835014,Kapelle-op-den-Bos,51.016666666667,4.3666666666667,2,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-44475,Q2538486,Nic Hoydonckx,defender,29.5,,Belgium,BEL,1,K.S.C. Hasselt,BEL,1,55.341731,Zolder,51.0231,5.3131,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-74839,Q2134103,Jacques Moeschal,forward,29.8,182,Belgium,BEL,1,K.F.C. Rhodienne-Verrewinkel,BEL,1,60.028621,Uccle,50.80361111111111,4.333888888888889,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-46390,Q2538599,Theodore Nouwens,defender,22.4,172,Belgium,BEL,1,KRC Mechelen,BEL,1,54.329994,Mechelen,51.028055555555554,4.480277777777777,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-28503,Q2506476,André Saeys,forward,19.4,,Belgium,BEL,1,Cercle Brugge K.S.V.,BEL,1,51.058943,Bruges,51.208888888888886,3.2241666666666666,1,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-69286,Q2199617,Louis Versyp,forward,21.6,,Belgium,BEL,1,Club Brugge K.V.,BEL,1,55.350656,Bruges,51.208888888888886,3.2241666666666666,2,0
WC-1930,1930,jfjelstul,Belgium,BEL,P-85443,Q523206,Bernard Voorhoof,forward,20.2,176,Belgium,BEL,1,Lierse S.K.,BEL,1,62.287231,Lier,51.13111111111111,4.5697222222222225,3,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-43807,Q2627511,Mario Alborta,forward,19.8,172,Bolivia,BOL,1,Club Bolívar,BOL,1,54.857256,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-62751,Q2697402,Juan Argote,midfielder,23.6,170,Bolivia,BOL,1,Club Bolívar,BOL,1,50.172707,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-95008,Q2663537,Jesús Bermúdez,goal keeper,28.5,169,Bolivia,BOL,1,Oruro Royal,BOL,1,56.119333,Oruro,-17.966666666667,-67.116666666667,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-97354,Q2697451,Miguel Brito,midfielder,29.1,,Bolivia,BOL,1,Oruro Royal,BOL,1,52.322521,,-17.056869611111,-64.991228611111,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-16019,Q2627468,José Bustamante,forward,23.5,164,Bolivia,BOL,1,Club Litoral,BOL,1,55.633361,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-36835,Q2627477,Casiano Chavarría,defender,28.9,170,Bolivia,BOL,1,,,,54.562238,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-69877,Q545427,Segundo Durandal,defender,18.3,163,Bolivia,BOL,1,CD San José,BOL,1,53.994037,Potosí,-19.589166666666667,-65.75333333333333,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-61667,Q2697469,René Fernández,forward,24.5,167,Bolivia,BOL,1,,,,52.852228,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-48216,Q2697446,Gumercindo Gómez,forward,23.5,,Bolivia,BOL,1,Oruro Royal,BOL,1,53.483494,,-17.056869611111,-64.991228611111,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-92600,Q2697413,Diógenes Lara,midfielder,27.3,174,Bolivia,BOL,1,Club Bolívar,BOL,1,53.956375,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-84833,Q2697408,Rafael Méndez,forward,26.5,,Bolivia,BOL,1,,,,54.12855,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-92838,Q2697487,Miguel Murillo,goal keeper,32.3,172,Bolivia,BOL,1,Club Bolívar,BOL,1,54.303466,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-93364,Q2697421,Constantino Noya,midfielder,,,Bolivia,BOL,1,Oruro Royal,BOL,1,48.972621,,-17.056869611111,-64.991228611111,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-56114,Q2697464,Eduardo Reyes Ortiz,forward,23.5,160,Bolivia,BOL,1,The Strongest,BOL,1,53.41349,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-35684,Q2482034,Luis Reyes Peñaranda,defender,19.1,,Bolivia,BOL,1,Universitario de La Paz,BOL,1,56.778373,,-17.056869611111,-64.991228611111,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-00369,Q2697441,Renato Sáinz,midfielder,30.6,,Bolivia,BOL,1,The Strongest,BOL,1,55.090147,La Paz,-16.495833333333334,-68.13333333333334,1,0
WC-1930,1930,jfjelstul,Bolivia,BOL,P-67934,Q682848,Jorge Valderrama,midfielder,23.6,,Bolivia,BOL,1,Oruro Royal,BOL,1,54.369734,,-17.056869611111,-64.991228611111,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-13299,Q523604,Araken,forward,25.0,173,Brazil,BRA,1,São Paulo FC,BRA,1,58.075292,Santos,-23.9335988,-46.3286399,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-70170,Q685301,Benedicto,forward,23.7,,Brazil,BRA,1,Botafogo F.R.,BRA,1,56.773216,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-11648,Q2307134,Benvenuto,midfielder,26.9,,Brazil,BRA,1,Clube Atlético Mineiro,BRA,1,57.111274,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-81166,Q927595,Brilhante,defender,25.7,,Brazil,BRA,1,Club de Regatas Vasco da Gama,BRA,1,57.466239,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-58460,Q926917,Doca,forward,27.3,185,Brazil,BRA,1,São Cristóvão de Futebol e Regatas,BRA,1,57.732357,Santana do Livramento,-30.890833333333,-55.532777777778,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-52323,Q630223,Fausto,defender,25.5,186,Brazil,BRA,1,Club de Regatas Vasco da Gama,BRA,1,56.563197,Codó,-4.455,-43.885833333333,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-00708,Q928133,Fernando,midfielder,24.4,,Brazil,BRA,1,Fluminense F.C.,BRA,1,57.130878,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-49818,Q585725,Fortes,midfielder,28.8,172,Brazil,BRA,1,Fluminense F.C.,BRA,1,59.946368,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-29865,Q426134,Hermógenes,defender,21.7,184,Brazil,BRA,1,America Football Club,BRA,1,56.242196,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-92427,Q390029,Itália,defender,23.1,179,Brazil,BRA,1,Club de Regatas Vasco da Gama,BRA,1,54.969379,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-16656,Q737839,Joel,goal keeper,26.2,175,Brazil,BRA,1,America Football Club,BRA,1,56.297159,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-72889,Q261000,Carvalho Leite,forward,18.0,191,Brazil,BRA,1,Botafogo F.R.,BRA,1,59.271109,Niterói,-22.883333333333,-43.103611111111,2,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-30679,Q966986,Manoelzinho,forward,22.9,,Brazil,BRA,1,Goytacaz Futebol Clube,BRA,1,54.808161,Niterói,-22.883333333333,-43.103611111111,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-49633,Q950459,Ivan Mariz,midfielder,20.2,,Brazil,BRA,1,Fluminense F.C.,BRA,1,54.454871,Belém,-1.4558333333333,-48.503888888889,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-83987,Q2307148,Moderato,forward,28.0,178,Brazil,BRA,1,Clube de Regatas do Flamengo,BRA,1,61.99685,Alegrete,-29.783888888889,-55.791111111111,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-10526,Q2538934,Nilo,forward,27.3,169,Brazil,BRA,1,Botafogo F.R.,BRA,1,54.730296,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-52064,Q2538915,Oscarino,midfielder,23.5,,Brazil,BRA,1,,,,56.544741,Niterói,-22.883333333333,-43.103611111111,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-32535,Q572942,Pamplona,midfielder,26.3,,Brazil,BRA,1,Botafogo F.R.,BRA,1,55.355359,Belém,-1.4558333333333,-48.503888888889,2,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-38379,Q2538923,Poly,forward,21.5,172,Brazil,BRA,1,Americano Futebol Clube,BRA,1,55.576172,Macaé,-22.370833333333,-41.786944444444,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-91171,Q456600,Preguinho,forward,25.4,176,Brazil,BRA,1,,,,61.346425,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-82422,Q2538974,Russinho,forward,27.6,178,Brazil,BRA,1,Club de Regatas Vasco da Gama,BRA,1,53.419254,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-26796,Q769055,Teóphilo,forward,30.3,176,Brazil,BRA,1,São Cristóvão de Futebol e Regatas,BRA,1,55.7476,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-28745,Q2443452,Velloso,goal keeper,21.8,187,Brazil,BRA,1,Fluminense F.C.,BRA,1,55.577919,Corumbá,-19.008888888889,-57.652777777778,1,0
WC-1930,1930,jfjelstul,Brazil,BRA,P-22493,Q659684,Zé Luiz,defender,25.7,170,Brazil,BRA,1,São Cristóvão de Futebol e Regatas,BRA,1,55.346785,Rio de Janeiro,-22.91111111111111,-43.205555555555556,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-95800,Q1109617,Juan Aguilera,forward,26.7,164,Chile,CHL,1,Audax Italiano,CHL,1,57.012071,Santiago,-33.4375,-70.65,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-33635,Q974011,Guillermo Arellano,forward,21.9,174,Chile,CHL,1,Club Social y Deportivo Colo Colo,CHL,1,53.680788,Santiago,-33.4375,-70.65,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-54301,Q1356747,Ernesto Chaparro,defender,29.5,,Chile,CHL,1,Club Social y Deportivo Colo Colo,CHL,1,55.242132,Santiago,-33.4375,-70.65,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-88235,Q592713,Arturo Coddou,midfielder,25.5,182,Chile,CHL,1,Club Deportivo Arturo Fernández Vial,CHL,1,54.207175,Penco,-36.73861111111111,-72.99388888888889,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-01278,Q544266,Roberto Cortés,goal keeper,25.4,180,Chile,CHL,1,Club Social y Deportivo Colo Colo,CHL,1,55.662705,Iquique,-20.2141,-70.1524,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-41928,Q1367669,Humberto Elgueta,midfielder,25.8,,Chile,CHL,1,Santiago Wanderers,CHL,1,54.846473,Santiago,-33.4375,-70.65,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-32614,Q585344,César Espinoza,goal keeper,29.8,186,Chile,CHL,1,Santiago Wanderers,CHL,1,56.262402,Los Andes,-32.8337,-70.5982,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-07122,Q954837,Víctor Morales,defender,25.2,171,Chile,CHL,1,Club Social y Deportivo Colo Colo,CHL,1,58.293747,Santiago,-33.4375,-70.65,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-66860,Q1363125,Horacio Muñoz,forward,30.5,,Chile,CHL,1,Club Deportivo Arturo Fernández Vial,CHL,1,53.634415,,,,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-19195,Q1363740,Tomás Ojeda,forward,20.2,,Chile,CHL,1,,,,54.526883,Antofagasta,-23.64638888888889,-70.39805555555556,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-97943,Q766284,Ulises Poirier,defender,33.4,165,Chile,CHL,1,La Cruz Football Club,CHL,1,56.844778,Quillota,-32.8799,-71.2474,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-85142,Q974031,Guillermo Riveros,defender,28.4,165,Chile,CHL,1,,,,54.341116,Talcahuano,-36.7145,-73.1141,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-49261,Q613249,Guillermo Saavedra,midfielder,26.7,172,Chile,CHL,1,Club Social y Deportivo Colo Colo,CHL,1,55.950437,Rancagua,-34.165388888889,-70.739805555556,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-89829,Q924658,Carlos Schneeberger,forward,28.1,178,Chile,CHL,1,Club Social y Deportivo Colo Colo,CHL,1,56.603419,Lautaro,-38.529166666667,-72.435,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-08459,Q458044,Guillermo Subiabre,forward,28.4,171,Chile,CHL,1,Club Social y Deportivo Colo Colo,CHL,1,59.793801,Osorno,-40.566666666667,-73.15,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-10927,Q715575,Arturo Torres,midfielder,23.7,168,Chile,CHL,1,Club Social y Deportivo Colo Colo,CHL,1,56.192493,Coronel,-37.016666666667,-73.133333333333,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-28795,Q1047564,Casimiro Torres,midfielder,24.5,161,Chile,CHL,1,Everton de Viña del Mar,CHL,1,57.528284,Santiago,-33.4375,-70.65,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-61338,Q164287,Carlos Vidal,forward,28.4,170,Chile,CHL,1,,,,59.858648,Valdivia,-39.8142,-73.2459,1,0
WC-1930,1930,jfjelstul,Chile,CHL,P-65664,Q763529,Eberardo Villalobos,forward,22.3,,Chile,CHL,1,Club Social de Deportes Rangers,CHL,1,53.997252,,-33,-71,1,0
WC-1930,1930,jfjelstul,France,FRA,P-68817,Q736358,Numa Andoire,defender,22.3,175,France,FRA,1,,,,52.932053,Coursegoules,43.793333333333,7.0438888888889,1,0
WC-1930,1930,jfjelstul,France,FRA,P-77318,Q1363765,Marcel Capelle,defender,25.6,176,France,FRA,1,Racing Club de France,FRA,1,53.421212,Paris,48.858677777778,2.3793055555556,1,0
WC-1930,1930,jfjelstul,France,FRA,P-83054,Q767704,Augustin Chantrel,midfielder,23.7,165,France,FRA,1,Stade Français Football,FRA,1,56.043067,Mers-les-Bains,50.067222222222,1.3877777777778,1,0
WC-1930,1930,jfjelstul,France,FRA,P-10604,Q1285558,Edmond Delfour,midfielder,22.7,169,France,FRA,1,Racing Club de France,FRA,1,56.881058,Ris-Orangis,48.651111111111,2.4130555555556,3,0
WC-1930,1930,jfjelstul,France,FRA,P-53878,Q1150342,Célestin Delmer,midfielder,23.4,175,France,FRA,1,Amiens SC,FRA,1,52.996341,Villejuif,48.793888888889,2.3611111111111,2,0
WC-1930,1930,jfjelstul,France,FRA,P-99087,Q557987,Marcel Langiller,forward,22.1,177,France,FRA,1,Excelsior AC Roubaix,FRA,1,58.492592,Paris,48.840808333333,2.3881833333333,1,0
WC-1930,1930,jfjelstul,France,FRA,P-73308,Q2632891,Jean Laurent,defender,23.5,176,France,FRA,1,CA Paris-Charenton,FRA,1,,Maisons-Alfort,48.805833333333,2.4377777777778,1,0
WC-1930,1930,jfjelstul,France,FRA,P-05470,Q315286,Lucien Laurent,forward,22.6,162,France,FRA,1,CA Paris-Charenton,FRA,1,69.973327,Saint-Maur-des-Fossés,48.8025,2.4855555555556,2,0
WC-1930,1930,jfjelstul,France,FRA,P-89688,Q1356436,Ernest Libérati,forward,24.3,172,Algeria,DZA,0,Amiens SC,FRA,1,56.1298,Oran,35.696944444444,-0.63305555555556,1,0
WC-1930,1930,jfjelstul,France,FRA,P-60620,Q521700,André Maschinot,forward,27.0,164,France,FRA,1,FC Sochaux-Montbéliard,FRA,1,60.463574,Valdoie,47.667222222222,6.8419444444444,1,0
WC-1930,1930,jfjelstul,France,FRA,P-67332,Q289948,Étienne Mattler,defender,24.5,180,France,FRA,1,FC Sochaux-Montbéliard,FRA,1,60.184062,Belfort,47.6375,6.8627777777778,3,0
WC-1930,1930,jfjelstul,France,FRA,P-58728,Q961428,Marcel Pinel,forward,22.0,173,France,FRA,1,Red Star F.C.,FRA,1,52.804492,Honfleur,49.418888888889,0.23305555555556,1,0
WC-1930,1930,jfjelstul,France,FRA,P-62322,Q1896318,André Tassin,goal keeper,27.6,180,France,FRA,1,Racing Club de France,FRA,1,56.361398,Meurchin,50.497222222222,2.8897222222222,1,0
WC-1930,1930,jfjelstul,France,FRA,P-50248,Q736747,Alex Thépot,goal keeper,24.0,178,France,FRA,1,Red Star F.C.,FRA,1,59.123353,Brest,48.39,-4.4869444444444,2,0
WC-1930,1930,jfjelstul,France,FRA,P-02281,Q286539,Émile Veinante,forward,23.1,175,France,FRA,1,Racing Club de France,FRA,1,57.322644,Metz,49.119722222222,6.1769444444444,3,0
WC-1930,1930,jfjelstul,France,FRA,P-48345,Q664714,Alexandre Villaplane,midfielder,25.5,166,Algeria,DZA,0,Racing Club de France,FRA,1,59.690692,Algiers,36.776388888889,3.0586111111111,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-36379,Q972784,Efraín Amézcua,midfielder,22.9,,Mexico,MEX,1,Atlante F.C.,MEX,1,54.904093,León de Los Aldama,21.121944444444445,-101.68333333333334,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-33560,Q293200,Oscar Bonfiglio,goal keeper,24.8,174,Mexico,MEX,1,Club Deportivo Marte,MEX,1,55.653502,Heroica Guaymas,27.919166666667,-110.8975,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-94135,Q165048,Juan Carreño,forward,22.9,167,Mexico,MEX,1,Atlante F.C.,MEX,1,56.986728,Mexico City,19.353773,-99.13589,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-33321,Q2635557,Jesús Castro,forward,30.5,,Mexico,MEX,1,Club de Fútbol América,MEX,1,56.666887,,23,-102,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-43777,Q925709,Rafael Garza Gutiérrez,defender,33.6,174,Mexico,MEX,1,Club de Fútbol América,MEX,1,53.006458,Mexico City,19.353773,-99.13589,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-41910,Q926221,Francisco Garza Gutiérrez,defender,26.3,174,Mexico,MEX,1,Club de Fútbol América,MEX,1,54.738033,Mexico City,19.353773,-99.13589,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-31066,Q924411,Roberto Gayón,forward,25.5,177,Costa Rica,CRI,0,Club de Fútbol América,MEX,1,55.52021,,10,-84,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-84297,Q386956,Hilario López,forward,22.7,163,Mexico,MEX,1,Club Deportivo Marte,MEX,1,54.307705,Guadalajara,20.676388888888887,-103.34222222222222,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-21313,Q973993,Dionisio Mejía,forward,23.5,172,Mexico,MEX,1,Atlante F.C.,MEX,1,55.621027,Mexico City,19.353773,-99.13589,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-27734,Q972927,Felipe Olivares,forward,22.7,,Mexico,MEX,1,Atlante F.C.,MEX,1,52.900615,,23,-102,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-31687,Q973445,Luis Pérez,forward,23.5,,Mexico,MEX,1,Club Necaxa,MEX,1,50.610509,Guadalajara,20.676388888888887,-103.34222222222222,1,0
WC-1930,1930,jfjelstul,Mexico,MEX,P-58196,Q968691,Raymundo Rodríguez,midfielder,25.2,,Mexico,MEX,1,Club Deportivo Marte,MEX,1,53.323737,,23,-102,1,0
