"id","name","date_of_birth","national_team","country_iso3","birth_country","birth_country_iso3","birthplace_city","match_addr","lon","lat","position","club","club_competition","is_active"
"591949","Aaron Hickey","2002-06-10","Scotland","SCO","Scotland","SCO","Glasgow","Glasgow, Scotland","-4,2501687","55,861155","Right-Back","FC Brentford","Premier League","True"
"243633","Aaron Tshibola","1995-01-02","Dem. Rep. Congo","COD","United Kingdom","GBR","London","London, England","-0,1277653","51,5074456","Central Midfield","Kilmarnock FC","Premiership","True"
"477758","Aaron Wan-Bissaka","1997-11-26","Dem. Rep. Congo","COD","United Kingdom","GBR","London","London, England","-0,1277653","51,5074456","Right-Back","West Ham United","Premier League","True"
"754037","Abbosbek Fayzullaev","2003-10-03","Uzbekistan","UZB","Uzbekistan","UZB","Sirdaryo","Sirdaryo, Uzbekistan","71,7473064","40,8950018","Right Winger","Istanbul Basaksehir FK","SÃ¼per Lig","True"
"658805","Abdallah Al-Fakhouri","2000-01-22","Jordan","JOR","Jordan","JOR","Russeifa","Russeifa, Jordan","36,0434611","32,0174989","Goalkeeper","Al-Wehdat","Jordanian Pro League","True"
"882197","Abdallah Nasib","1994-02-25","Jordan","JOR","Jordan","JOR","Aqaba","Aqaba, Jordan","35,0075433","29,5266483","Centre-Back","Al-Zawra'a SC","Iraq Stars League","True"
"724520","Abde Ezzalzouli","2001-12-17","Morocco","MAR","Morocco","MAR","BÃ©ni Mellal","BÃ©ni Mellal, Morocco","-6,353335","32,334193","Left Winger","Real Betis Sevilla","LaLiga","True"
"584250","Abdelmouhib Chamakh","2001-08-25","Tunisia","TUN","Tunisia","TUN","Medenine","Medenine, Tunisia","11,2870254","32,9819987","Goalkeeper","Club Africain Tunis","Tunisian Ligue 1","True"
"265383","Abdoulaye Seck","1992-06-04","Senegal","SEN","Senegal","SEN","Mbour","Mbour, Senegal","-16,971484","14,4207396","Centre-Back","Maccabi Haifa","Ligat ha'Al","True"
"763079","Abdukodir Khusanov","2004-02-29","Uzbekistan","UZB","Uzbekistan","UZB","Tashkent","Tashkent, Uzbekistan","69,2787079","41,3123363","Centre-Back","Manchester City","Premier League","True"
"113915","Abdulaziz Hatim","1990-10-28","Qatar","QAT","Qatar","QAT","Doha","Doha, Qatar","51,5081812","25,3108807","Central Midfield","Al-Rayyan SC","Stars League","True"
"509894","Abdulelah Al-Amri","1997-01-15","Saudi Arabia","SAU","Saudi Arabia","SAU","Ta'if","Ta'if, Saudi Arabia","40,4158308","21,2702801","Centre-Back","Al-Nasr Riad","Saudi Pro League","True"
"864121","Abdul Fatawu","2004-03-08","Ghana","GHA","Ghana","GHA","Tamale","Tamale, Ghana","-0,8423986","9,4051992","Right Winger","Leicester City","Championship","True"
"199316","AbdÃ¼lkerim BardakcÄ±","1994-09-07","Turkey","TUR","Turkey","TUR","Konya","Konya, TÃ¼rkiye","32,4924376","37,872734","Centre-Back","Galatasaray Istanbul","SÃ¼per Lig","True"
"570272","Abdulla Abdullaev","1997-09-01","Uzbekistan","UZB","Uzbekistan","UZB","Kurgantepa","Kurgantepa, Uzbekistan","72,7628617","40,733957","Defensive Midfield","Dibba Al-Fujairah","UAE Pro League","True"
"68626","Abdullah Al-Hamdan","1999-09-12","Saudi Arabia","SAU","Saudi Arabia","SAU","Riyadh","Riyadh, Saudi Arabia","46,7160104","24,638916","Centre-Forward","Al-Nasr Riad","Saudi Pro League","True"
"437903","Abdullah Al-Khaibari","1996-08-16","Saudi Arabia","SAU","Saudi Arabia","SAU","Riyadh","Riyadh, Saudi Arabia","46,7160104","24,638916","Defensive Midfield","Al-Nasr Riad","Saudi Pro League","True"
"451801","Abdul Mumin","1998-06-06","Ghana","GHA","Ghana","GHA","Accra","Accra, Ghana","-0,2012376","5,5571096","Centre-Back","Rayo Vallecano","LaLiga","True"
"224884","Abdul Rahman Baba","1994-07-02","Ghana","GHA","Ghana","GHA","Tamale","Tamale, Ghana","-0,8423986","9,4051992","Left-Back","PAOK Thessaloniki","Super League 1","True"
"527866","Abduvokhid Nematov","2001-03-20","Uzbekistan","UZB","Uzbekistan","UZB","Jizzakh","Jizzakh, Uzbekistan","67,8234081","40,1331797","Goalkeeper","Nasaf Qarshi","Superliga Uzbekistan","True"
"398073","Achraf Hakimi","1998-11-04","Morocco","MAR","Spain","ESP","Madrid","Madrid, Spain","-3,703507","40,416782","Right-Back","FC Paris Saint-Germain","Ligue 1","True"
"949929","Achref Abada","1999-06-15","Algerije","ALG","Algeria","DZA","Touggourt","Touggourt, Algeria","6,0667276","33,1048574","Centre-Back","USM Algier","Algerian Ligue 1","True"
"375300","Adalberto Carrasquilla","1998-11-28","Panama","PAN","Panama","PAN","Ciudad de PanamÃ¡","Ciudad de PanamÃ¡, Panama","-79,5341802","8,9714493","Central Midfield","UNAM Pumas","Liga MX Apertura","True"
"552057","Adam Hlozek","2002-07-25","Czechia","CZE","Czechia","CZE","IvanÄice","IvanÄice, Czech Republic","16,3776051","49,1015881","Centre-Forward","TSG 1899 Hoffenheim","Bundesliga","True"
"1071742","Adem Arous","2004-07-17","Tunisia","TUN","Saudi Arabia","SAU","Medina","Medina, Saudi Arabia","39,6111216","24,471153","Centre-Back","Kasimpasa","SÃ¼per Lig","True"
"748443","Adil Boulbina","2003-05-02","Algerije","ALG","Algeria","DZA","El Milia","El Milia, Algeria","6,2744614","36,7514104","Left Winger","Al-Duhail SC","Stars League","True"
"182913","Adrien Rabiot","1995-04-03","France","FRA","France","FRA","Saint-Maurice","Saint-Maurice, France","7,3363439","48,3275249","Central Midfield","AC Mailand","Serie A","True"
"457533","AgustÃ­n Canobbio","1998-10-01","Uruguay","URY","Uruguay","URY","Montevideo","Montevideo, Uruguay","-56,1913095","-34,9058916","Left Winger","Fluminense Rio de Janeiro","SÃ©rie A","True"
"187987","Ahmed Alaaeldin","1993-01-31","Qatar","QAT","Egypt","EGY","Ismailia","Ismailia, Egypt","32,2770825","30,6043775","Centre-Forward","Al-Rayyan SC","Stars League","True"
"670659","Ahmed Al-Ganehi","2000-09-22","Qatar","QAT","Qatar","QAT","Doha","Doha, Qatar","51,5081812","25,3108807","Right Winger","Al-Gharafa SC","Stars League","True"
"177956","Ahmed Al-Kassar","1991-05-08","Saudi Arabia","SAU","Saudi Arabia","SAU","Qatif","Qatif, Saudi Arabia","50,0087399","26,5586004","Goalkeeper","Al Qadisiyah FC","Saudi Pro League","True"
"560952","Ahmed Basil Fadhil","1996-08-19","Iraq","IRQ","Iraq","IRQ","---, Baghdad","---, Baghdad, Iraq","44,3872213","33,3061701","Goalkeeper","Al-Shorta SC","Iraq Stars League","True"
"251183","Ahmed Fathi","1993-01-25","Qatar","QAT","Qatar","QAT","Doha","Doha, Qatar","51,5081812","25,3108807","Defensive Midfield","Al-Arabi SC","Stars League","True"
"465966","Ahmed Fatouh","1998-03-22","Egypt","EGY","Egypt","EGY","Kairo","Kairo, Egypt","31,2357257","30,0443879","Left-Back","Zamalek SC","Egyptian Premier League","True"
"833817","Ahmed Qasem","2003-07-12","Iraq","IRQ","Sweden","SWE","Motala","Motala, Sweden","15,041261","58,5420395","Right Winger","Nashville SC","MLS","True"
"238997","Ahmed Reda Tagnaouti","1996-04-05","Morocco","MAR","Morocco","MAR","Casablanca","Casablanca, Morocco","-7,6200284","33,5945144","Goalkeeper","FAR Rabat","Botola Pro Inwi","True"
"949320","Ahmed Yahya","1995-07-01","Iraq","IRQ","Iraq","IRQ","Basra","Basra, Iraq","47,8090981","30,4952371","Left-Back","Al-Shorta SC","Iraq Stars League","True"
"385918","Aiden O'Neill","1998-07-04","Australia","AUS","Australia","AUS","Brisbane","Brisbane, Australia","153,0235009","-27,4689623","Defensive Midfield","New York City FC","MLS","True"
"579294","Aimar Sher","2002-12-20","Iraq","IRQ","Iraq","IRQ","Kirkuk","Kirkuk, Iraq","44,3953896","35,4719308","Central Midfield","Sarpsborg 08 FF","Eliteserien","True"
"80293","AÃ¯ssa Mandi","1991-10-22","Algerije","ALG","France","FRA","ChÃ¢lons-en-Champagne","ChÃ¢lons-en-Champagne, France","4,3628851","48,9566218","Centre-Back","LOSC Lille","Ligue 1","True"
"265625","Ajdin Hrustic","1996-07-05","Australia","AUS","Australia","AUS","Melbourne","Melbourne, Australia","144,9631732","-37,8142454","Central Midfield","Heracles Almelo","Eredivisie","True"
"933541","Akam Hashem","1998-08-16","Iraq","IRQ","Iraq","IRQ","Erbil","Erbil, Iraq","44,0094145","36,1911744","Centre-Back","Al-Zawra'a SC","Iraq Stars League","True"
"562022","Akmal Mozgovoy","1999-04-02","Uzbekistan","UZB","Uzbekistan","UZB","Qarshi","Qarshi, Uzbekistan","65,7927794","38,839824","Central Midfield","Pakhtakor Tashkent","Superliga Uzbekistan","True"
"336646","Akram Afif","1996-11-18","Qatar","QAT","Qatar","QAT","Doha","Doha, Qatar","51,5081812","25,3108807","Left Winger","Al-Sadd SC","Stars League","True"
"443937","Alaa Hejji","1995-12-03","Saudi Arabia","SAU","Saudi Arabia","SAU","Buraydah","Buraydah, Saudi Arabia","43,971667","26,331667","Central Midfield","Al-Suqoor","Saudi Pro League","True"
"400960","Alan Franco","1998-08-21","Ecuador","ECU","Ecuador","ECU","Alfredo Baquerizo ...","Alfredo Baquerizo ..., Ecuador","-79,3531777","-3,9983331","Central Midfield","Clube AtlÃ©tico Mineiro","SÃ©rie A","True"
"897051","Alan Minda","2003-05-14","Ecuador","ECU","Ecuador","ECU","Esmeraldas","Esmeraldas, Ecuador","-79,3858867","0,7343619","Right Winger","Clube AtlÃ©tico Mineiro","SÃ©rie A","True"
"357117","Alban Lafont","1999-01-23","CÃ´te d'Ivoire","CIV","Burkina Faso","BFA","Ouagadougou","Ouagadougou, Burkina Faso","-1,5270944","12,3681873","Goalkeeper","Panathinaikos Athen","Super League 1","True"
"126019","Alberto Quintero","1987-12-18","Panama","PAN","Panama","PAN","Chorrillo","Chorrillo, Panama","-80,0519345","9,0891752","Right Winger","CD Plaza Amador","Liga PanameÃ±a Clausura","True"
"193082","Alejandro Grimaldo","1995-09-20","Spain","ESP","Spain","ESP","Valencia","Valencia, Spain","-0,3763353","39,4697065","Left-Back","Bayer 04 Leverkusen","Bundesliga","True"
"792380","Aleksandar Pavlovic","2004-05-03","Germany","DEU","Germany","DEU","MÃ¼nchen","MÃ¼nchen, Germany","11,5753822","48,1371079","Defensive Midfield","FC Bayern MÃ¼nchen","Bundesliga","True"
"867137","Alessandro Circati","2003-10-10","Australia","AUS","Italy","ITA","Fidenza","Fidenza, Italy","10,0611939","44,866522","Centre-Back","Parma Calcio 1913","Serie A","True"
"118397","Alessandro SchÃ¶pf","1994-02-07","Austria","AUT","Austria","AUT","Umhausen","Umhausen, Austria","10,9298872","47,1379396","Central Midfield","Wolfsberger AC","Austrian Bundesliga","True"
"633454","Alexander Bernhardsson","1998-09-08","Sweden","SWE","Sweden","SWE","GÃ¶teborg","GÃ¶teborg, Sweden","11,9670171","57,7072326","Right Winger","Holstein Kiel","2. Bundesliga","True"
"250844","Alexander Djiku","1994-08-09","Ghana","GHA","France","FRA","Montpellier","Montpellier, France","3,8767337","43,6112422","Centre-Back","Spartak Moskau","Premier Liga","False"
"349066","Alexander Isak","1999-09-21","Sweden","SWE","Sweden","SWE","Solna","Solna, Sweden","18,016667","59,366667","Centre-Forward","FC Liverpool","Premier League","True"
"195778","Alexander NÃ¼bel","1996-09-30","Germany","DEU","Germany","DEU","Paderborn","Paderborn, Germany","8,752653","51,7177044","Goalkeeper","VfB Stuttgart","Bundesliga","True"
"434116","Alexander Prass","2001-05-26","Austria","AUT","Austria","AUT","HellmonsÃ¶dt","HellmonsÃ¶dt, Austria","14,3000344","48,4317006","Left Midfield","TSG 1899 Hoffenheim","Bundesliga","True"
"186374","Alexander Schlager","1996-02-01","Austria","AUT","Austria","AUT","Salzburg","Salzburg, Austria","13,0464806","47,7981346","Goalkeeper","Red Bull Salzburg","Austrian Bundesliga","True"
"238407","Alexander SÃ¸rloth","1995-12-05","Norway","NOR","Norway","NOR","Trondheim","Trondheim, Norway","10,3952118","63,4304475","Centre-Forward","AtlÃ©tico Madrid","LaLiga","True"
"838947","Alexandre Pierre","2001-02-25","Haiti","HTI","France","FRA","Aubervilliers","Aubervilliers, France","2,3821895","48,9146078","Goalkeeper","FC Sochaux-MontbÃ©liard","Championnat National","True"
"1371519","Alexandro Maidana","2005-07-26","Paraguay","PRY","Paraguay","PRY","CaacupÃ©","CaacupÃ©, Paraguay","-57,140477","-25,3856888","Left-Back","Club AtlÃ©tico Talleres","Torneo Clausura","True"
"826103","Alexandr Sojka","2003-04-02","Czechia","CZE","Czechia","CZE","PlzeÅ","PlzeÅ, Czech Republic","13,3775249","49,7477415","Central Midfield","FC Viktoria Pilsen","Chance Liga","True"
"970518","Ãlex Arce","1995-06-16","Paraguay","PRY","Paraguay","PRY","CarapeguÃ¡","CarapeguÃ¡, Paraguay","-57,2425331","-25,767636","Centre-Forward","Independiente Rivadavia","Torneo Clausura","True"
"548111","Ãlex Baena","2001-07-20","Spain","ESP","Spain","ESP","Roquetas de Mar","Roquetas de Mar, Spain","-2,6115886","36,7630203","Left Winger","AtlÃ©tico Madrid","LaLiga","True"
"985806","Alex Freeman","2004-08-09","United States of America","USA","United States of America","USA","Baltimore, Maryland","Baltimore, Maryland, United States","-76,610759","39,2908816","Right-Back","FC Villarreal","LaLiga","True"
"534033","Alexis Mac Allister","1998-12-24","Argentina","ARG","Argentina","ARG","Santa Rosa","Santa Rosa, Argentina","-64,2905765","-36,6203503","Central Midfield","FC Liverpool","Premier League","True"
"381950","Alexis Saelemaekers","1999-06-27","Belgium","BEL","Belgium","BEL","Berchem-Sainte-Agath...","Berchem-Sainte-Agath..., Belgium","4,6667145","50,6402809","Right Midfield","AC Mailand","Serie A","True"
"424689","Alexis Vega","1997-11-25","Mexico","MEX","Mexico","MEX","Mexico City","Mexico City, Mexico","-99,1514678","19,3207722","Left Winger","Deportivo Toluca","Liga MX Apertura","True"
"617009","Alex Paulsen","2002-07-04","New Zealand","NZL","New Zealand","NZL","Auckland","Auckland, New Zealand","174,7631803","-36,852095","Goalkeeper","Lechia Gdansk","Ekstraklasa","True"
"256019","Alex Rufer","1996-06-12","New Zealand","NZL","Switzerland","CHE","GenÃ¨ve","GenÃ¨ve, Switzerland","6,1466014","46,2017559","Defensive Midfield","Wellington Phoenix","A-League Men","True"
"79960","Alex Sandro","1991-01-26","Brazil","BRA","Brazil","BRA","Catanduva","Catanduva, Brazil","-48,9712817","-21,1331035","Left-Back","Flamengo Rio de Janeiro","SÃ©rie A","True"
"351505","Ãlex Zendejas","1998-02-07","United States of America","USA","Mexico","MEX","Ciudad JuÃ¡rez","Ciudad JuÃ¡rez, Mexico","-106,4253215","31,6907979","Right Winger","CF AmÃ©rica","Liga MX Apertura","True"
"340990","Alfie Jones","1997-10-07","Canada","CAN","United Kingdom","GBR","Bristol","Bristol, England","-2,5972985","51,4538022","Centre-Back","FC Middlesbrough","Championship","True"
"943150","Al-Hashmi Al-Hussain","2003-08-15","Qatar","QAT","Qatar","QAT","Doha","Doha, Qatar","51,5081812","25,3108807","Centre-Back","Al-Arabi SC","Stars League","True"
"211474","Ali Abdi","1993-12-20","Tunisia","TUN","Tunisia","TUN","Sfax","Sfax, Tunisia","10,7604024","34,7394361","Left-Back","OGC Nizza","Ligue 1","True"
"995642","Ali Ahmed","2000-10-10","Canada","CAN","Canada","CAN","Toronto, Ontario","Toronto, Ontario, Canada","-79,3839347","43,6534817","Left Midfield","Norwich City","Championship","True"
"610581","Ali Al-Hamadi","2002-03-01","Iraq","IRQ","Iraq","IRQ","---, Maysan","---, Maysan, Iraq","47,0695957","32,0182542","Centre-Forward","Luton Town","League One","True"
"249360","Ali Alipour","1995-11-11","Iran","IRN","Iran","IRN","Qaemshahr, ...","Qaemshahr, ..., Iran","53,0654516","36,5170708","Centre-Forward","Persepolis FC","Persian Gulf League","True"
"1059056","Ali Azaizeh","2004-04-13","Jordan","JOR","Jordan","JOR","Al Ramtha","Al Ramtha, Jordan","36,006944","32,559167","Right Winger","Al-Shabab Riad","Saudi Pro League","True"
"798404","Alidu Seidu","2000-06-04","Ghana","GHA","Ghana","GHA","Accra","Accra, Ghana","-0,2012376","5,5571096","Centre-Back","FC Stade Rennes","Ligue 1","True"
"877672","Ali Jasim","2004-01-20","Iraq","IRQ","Iraq","IRQ","Rusafa, Baghdad","Rusafa, Baghdad, Iraq","44,4273983","33,3315224","Left Winger","Al-Najma","Saudi Pro League","True"
"264909","Ali Lajami","1996-04-24","Saudi Arabia","SAU","Saudi Arabia","SAU","Saihat","Saihat, Saudi Arabia","50,0416329","26,475","Centre-Back","Al-Hilal Riad","Saudi Pro League","True"
"672391","Ali Majrashi","1999-10-01","Saudi Arabia","SAU","Saudi Arabia","SAU","Al-Hamimah","Al-Hamimah, Saudi Arabia","39,6321854","21,5088621","Right-Back","Al-Ahli Dschidda","Saudi Pro League","True"
"527092","Ali Nemati","1996-02-07","Iran","IRN","Iran","IRN","Nishabur, Razavi ...","Nishabur, Razavi ..., Iran","55,0591844","33,5481855","Centre-Back","Foolad FC","Persian Gulf League","True"
"664057","Ali Olwan","2000-03-26","Jordan","JOR","Jordan","JOR","Amman","Amman, Jordan","35,9239625","31,9515694","Centre-Forward","Al-Sailiya SC","Stars League","True"
"229081","Alireza Beiranvand","1992-09-21","Iran","IRN","Iran","IRN","Khorramabad, ...","Khorramabad, ..., Iran","48,3538276","33,4842109","Goalkeeper","Tractor FC","Persian Gulf League","True"
"213268","Alireza Jahanbakhsh","1993-08-11","Iran","IRN","Iran","IRN","Jirandeh, Gilan","Jirandeh, Gilan, Iran","49,7957151","36,7021301","Right Winger","FCV Dender EH","Jupiler Pro League","True"
"105470","Alisson","1992-10-02","Brazil","BRA","Brazil","BRA","Novo Hamburgo","Novo Hamburgo, Brazil","-51,1429035","-29,6905705","Goalkeeper","FC Liverpool","Premier League","True"
"637446","Alistair Johnston","1998-10-08","Canada","CAN","Canada","CAN","Vancouver, British ...","Vancouver, British ..., Canada","-123,113952","49,2608724","Right-Back","Celtic Glasgow","Premiership","True"
"576265","Ali Yousif","1996-01-19","Iraq","IRQ","Iraq","IRQ","Baghdad","Baghdad, Iraq","44,3872213","33,3061701","Centre-Forward","Al-Talaba SC","Iraq Stars League","True"
"345095","Almoez Ali","1996-08-19","Qatar","QAT","Sudan","SDN","Khartum","Khartum, Sudan","32,5349123","15,5635972","Centre-Forward","Al-Duhail SC","Stars League","True"
"424204","Alphonso Davies","2000-11-02","Canada","CAN","Ghana","GHA","Buduburam","Buduburam, Ghana","-0,4776318","5,5234971","Left-Back","FC Bayern MÃ¼nchen","Bundesliga","True"
"336077","Altay BayÄ±ndÄ±r","1998-04-14","Turkey","TUR","Turkey","TUR","Bursa","Bursa, TÃ¼rkiye","29,0675039","40,1825734","Goalkeeper","Manchester United","Premier League","True"
"261503","Ãlvaro Fidalgo","1997-04-09","Mexico","MEX","Spain","ESP","Oviedo","Oviedo, Spain","-5,8795096","43,3533452","Central Midfield","Real Betis Sevilla","LaLiga","True"
"292985","Ãlvaro Montero","1995-03-29","Colombia","COL","Colombia","COL","El Molino","El Molino, Colombia","-72,8730932","10,6284107","Goalkeeper","Club AtlÃ©tico VÃ©lez Sarsfield","Torneo Clausura","True"
"536835","Amad Diallo","2002-07-11","CÃ´te d'Ivoire","CIV","CÃ´te d'Ivoire","CIV","Abidjan","Abidjan, Cote d'Ivoire","-4,016107","5,320357","Right Winger","Manchester United","Premier League","True"
"485706","Amadou Onana","2001-08-16","Belgium","BEL","Senegal","SEN","Dakar","Dakar, Senegal","-17,447938","14,693425","Defensive Midfield","Aston Villa","Premier League","True"
"519184","Amar DediÄ","2002-08-18","Bosnia and Herz.","BIH","Austria","AUT","Zell am See","Zell am See, Austria","12,7963165","47,3239636","Right-Back","Benfica Lissabon","Liga Portugal","True"
"638990","Amar MemiÄ","2001-01-20","Bosnia and Herz.","BIH","Bosnia and Herz.","BIH","Sarajevo","Sarajevo, Bosnia-Herzegovina","18,4126147","43,8570713","Right Midfield","FC Viktoria Pilsen","Chance Liga","True"
"744040","Amer Jamous","2002-07-03","Jordan","JOR","Jordan","JOR","Sahab","Sahab, Jordan","36,0043148","31,8786659","Central Midfield","Al-Zawra'a SC","Iraq Stars League","True"
"418659","Amine Gouiri","2000-02-16","Algerije","ALG","France","FRA","Bourgoin-Jallieu","Bourgoin-Jallieu, France","5,2772265","45,5860438","Centre-Forward","Olympique Marseille","Ligue 1","True"
"303766","Amir Al-Ammari","1997-07-27","Iraq","IRQ","Sweden","SWE","JÃ¶nkÃ¶ping","JÃ¶nkÃ¶ping, Sweden","14,165719","57,7825634","Defensive Midfield","Cracovia","Ekstraklasa","True"
"293213","Amir Hadziahmetovic","1997-03-08","Bosnia and Herz.","BIH","Denmark","DNK","NexÃ¸","NexÃ¸, Denmark","15,1307273","55,0650145","Defensive Midfield","Hull City","Championship","True"
"542380","Amirhossein Hosseinzadeh","2000-10-30","Iran","IRN","Iran","IRN","Tehran","Tehran, Iran","51,3896004","35,6892523","Centre-Forward","Tractor FC","Persian Gulf League","True"
"1051591","Amirmohammad Razzaghinia","2006-04-11","Iran","IRN","Iran","IRN","Yazd","Yazd, Iran","54,6657189","32,0406164","Central Midfield","Esteghlal FC","Persian Gulf League","True"
"354482","Amir Murillo","1996-02-11","Panama","PAN","Panama","PAN","Salamanca","Salamanca, Panama","-79,6016488","9,3333926","Right-Back","Besiktas Istanbul","SÃ¼per Lig","True"
"1378902","Anas Badawi","1997-09-13","Jordan","JOR","Jordan","JOR","Amman","Amman, Jordan","35,9239625","31,9515694","Right-Back","Al-Faisaly Amman","Jordanian Pro League","True"
"485584","Anass Salah-Eddine","2002-01-18","Morocco","MAR","Netherlands","NLD","Amsterdam","Amsterdam, Netherlands","4,8924534","52,3730796","Left-Back","PSV Eindhoven","Eredivisie","True"
"670103","Andreas Schjelderup","2004-06-01","Norway","NOR","Norway","NOR","BodÃ¸","BodÃ¸, Norway","14,3817503","67,2844313","Left Winger","Benfica Lissabon","Liga Portugal","True"
"46580","Andrej Kramaric","1991-06-19","Croatia","HRV","Croatia","HRV","Zagreb","Zagreb, Croatia","15,9772795","45,8130967","Attacking Midfield","TSG 1899 Hoffenheim","Bundesliga","True"
"403808","AndrÃ©s Andrade","1998-10-16","Panama","PAN","Panama","PAN","Ciudad de PanamÃ¡","Ciudad de PanamÃ¡, Panama","-79,5341802","8,9714493","Centre-Back","LASK","Austrian Bundesliga","True"
"323872","AndrÃ©s Cubas","1996-05-22","Paraguay","PRY","Argentina","ARG","AristÃ³bulo del Valle","AristÃ³bulo del Valle, Argentina","-54,8935248","-27,099185","Defensive Midfield","Vancouver Whitecaps FC","MLS","True"
"957461","AndrÃ©s GÃ³mez","2002-09-12","Colombia","COL","Colombia","COL","QuibdÃ³","QuibdÃ³, Colombia","-76,6531337","5,6912838","Left Winger","Vasco da Gama Rio de Janeiro","SÃ©rie A","True"
"234803","Andrew Robertson","1994-03-11","Scotland","SCO","Scotland","SCO","Glasgow","Glasgow, Scotland","-4,2501687","55,861155","Left-Back","FC Liverpool","Premier League","True"
"450241","Angelo Preciado","1998-02-18","Ecuador","ECU","Ecuador","ECU","Shushufindi","Shushufindi, Ecuador","-76,5906945","-0,2885051","Right-Back","Clube AtlÃ©tico Mineiro","SÃ©rie A","True"
"443710","Angelo Stiller","2001-04-04","Germany","DEU","Germany","DEU","MÃ¼nchen","MÃ¼nchen, Germany","11,5753822","48,1371079","Defensive Midfield","VfB Stuttgart","Bundesliga","True"
"827734","Ange-Yoan Bonny","2003-10-25","CÃ´te d'Ivoire","CIV","France","FRA","Aubervilliers","Aubervilliers, France","2,3821895","48,9146078","Centre-Forward","Inter Mailand","Serie A","True"
"201574","Angus Gunn","1996-01-22","Scotland","SCO","England","ENG","Norwich","Norwich, England","1,2923954","52,6285576","Goalkeeper","Nottingham Forest","Premier League","True"
"161671","AnÃ­bal Godoy","1990-02-10","Panama","PAN","Panama","PAN","Ciudad de PanamÃ¡","Ciudad de PanamÃ¡, Panama","-79,5341802","8,9714493","Defensive Midfield","San Diego FC","MLS","True"
"546712","Anis Ben Slimane","2001-03-16","Tunisia","TUN","Denmark","DNK","Kopenhagen","Kopenhagen, Denmark","12,5700724","55,6867243","Central Midfield","Norwich City","Championship","True"
"917911","Anis Hadj Moussa","2002-02-11","Algerije","ALG","France","FRA","Paris","Paris, France","2,320041","48,8588897","Right Winger","Feyenoord Rotterdam","Eredivisie","True"
"46413","Ante Budimir","1991-07-22","Croatia","HRV","Bosnia and Herz.","BIH","Zenica","Zenica, Bosnia-Herzegovina","17,9093012","44,199828","Centre-Forward","CA Osasuna","LaLiga","True"
"583189","Anthony Elanga","2002-04-27","Sweden","SWE","Sweden","SWE","Hyllie","Hyllie, Sweden","12,9758659","55,5627474","Right Winger","Newcastle United","Premier League","True"
"503733","Anthony Gordon","2001-02-24","England","ENG","England","ENG","Liverpool","Liverpool, England","-2,9166389","53,3933411","Left Winger","Newcastle United","Premier League","True"
"388171","Anthony Ralston","1998-11-16","Scotland","SCO","Scotland","SCO","Glasgow","Glasgow, Scotland","-4,2501687","55,861155","Right-Back","Celtic Glasgow","Premiership","True"
"974374","Anthony Valencia","2003-07-21","Ecuador","ECU","Ecuador","ECU","Guayaquil","Guayaquil, Ecuador","-79,8868669","-2,1900572","Right Winger","Royal Antwerpen FC","Jupiler Pro League","True"
"891998","Antoine Mendy","2004-05-27","Senegal","SEN","France","FRA","Marseille","Marseille, France","5,3777888","43,2963986","Centre-Back","OGC Nizza","Ligue 1","True"
"583255","Antoine Semenyo","2000-01-07","Ghana","GHA","England","ENG","London","London, England","-0,1277653","51,5074456","Right Winger","Manchester City","Premier League","True"
"349701","Antonee Robinson","1997-08-08","United States of America","USA","England","ENG","Milton Keynes","Milton Keynes, England","-0,7594092","52,0406502","Left-Back","FC Fulham","Premier League","True"
"894914","Antonio Nusa","2005-04-17","Norway","NOR","Norway","NOR","Langhus","Langhus, Norway","10,836611","59,7496731","Left Winger","RasenBallsport Leipzig","Bundesliga","True"
"86202","Antonio RÃ¼diger","1993-03-03","Germany","DEU","Germany","DEU","Berlin","Berlin, Germany","13,3951309","52,5173885","Centre-Back","Real Madrid","LaLiga","True"
"234523","Antonio Sanabria","1996-03-04","Paraguay","PRY","Paraguay","PRY","San Lorenzo","San Lorenzo, Central, Paraguay","-57,5089","-25,3408","Centre-Forward","US Cremonese","Serie A","True"
"489359","Ao Tanaka","1998-09-10","Japan","JPN","Japan","JPN","Kawasaki, Kanagawa","Kawasaki, Kanagawa, Japan","139,7037668","35,5306639","Central Midfield","Leeds United","Premier League","True"
"514887","Aral ÅimÅir","2002-06-19","Turkey","TUR","Denmark","DNK","KÃ¸ge","KÃ¸ge, Denmark","12,1818964","55,4565009","Left Winger","FC Midtjylland","Superliga","False"
"861410","Arda GÃ¼ler","2005-02-25","Turkey","TUR","Turkey","TUR","Ankara","Ankara, TÃ¼rkiye","32,8540497","39,9207759","Attacking Midfield","Real Madrid","LaLiga","True"
"608172","Ardon Jashari","2002-07-30","Switzerland","CHE","Switzerland","CHE","Cham","Cham, Switzerland","8,4611036","47,1823761","Defensive Midfield","AC Mailand","Serie A","True"
"805534","Arjan Malic","2005-08-28","Bosnia and Herz.","BIH","Slovenia","SVN","Jesenice","Jesenice, Slovenia","14,0663103","46,4459152","Right-Back","SK Sturm Graz","Austrian Bundesliga","False"
"572519","Ar'jany Martha","2003-09-04","CuraÃ§ao","CUW","Netherlands","NLD","Rotterdam","Rotterdam, Netherlands","4,47775","51,9244424","Right Winger","Rotherham United","League One","True"
