Entity,Code,Year,Men,Women
Ecuador,ECU,1984,166.51704,153.55833
Ecuador,ECU,1985,166.56197,153.62054
Ecuador,ECU,1986,166.6057,153.68188
Ecuador,ECU,1987,166.64824,153.74205
Ecuador,ECU,1988,166.6906,153.79993
Ecuador,ECU,1989,166.73364,153.85606
Ecuador,ECU,1990,166.77815,153.91039
Ecuador,ECU,1991,166.82516,153.9644
Ecuador,ECU,1992,166.87436,154.01855
Ecuador,ECU,1993,166.92482,154.07228
Ecuador,ECU,1994,166.97556,154.12576
Ecuador,ECU,1995,167.02602,154.17972
Ecuador,ECU,1996,167.07661,154.23355
Egypt,EGY,1896,158.63568,148.71548
Egypt,EGY,1897,158.84126,148.90446
Egypt,EGY,1898,159.04701,149.09361
Egypt,EGY,1899,159.25322,149.2827
Egypt,EGY,1900,159.45921,149.47159
Egypt,EGY,1901,159.665,149.65997
Egypt,EGY,1902,159.87086,149.84792
Egypt,EGY,1903,160.07716,150.035
Egypt,EGY,1904,160.2835,150.22096
Egypt,EGY,1905,160.4901,150.40578
Egypt,EGY,1906,160.69662,150.58974
Egypt,EGY,1907,160.90367,150.7731
Egypt,EGY,1908,161.11139,150.95578
Egypt,EGY,1909,161.31978,151.1382
Egypt,EGY,1910,161.52948,151.32037
Egypt,EGY,1911,161.74104,151.50307
Egypt,EGY,1912,161.9552,151.68622
Egypt,EGY,1913,162.17136,151.87047
Egypt,EGY,1914,162.38922,152.05548
Egypt,EGY,1915,162.60869,152.24173
Egypt,EGY,1916,162.82979,152.42926
Egypt,EGY,1917,163.05238,152.61826
Egypt,EGY,1918,163.27707,152.80887
Egypt,EGY,1919,163.50188,152.99997
Egypt,EGY,1920,163.72598,153.1915
Egypt,EGY,1921,163.94803,153.38226
Egypt,EGY,1922,164.16605,153.57219
Egypt,EGY,1923,164.37946,153.76048
Egypt,EGY,1924,164.58746,153.94725
Egypt,EGY,1925,164.79082,154.13353
Egypt,EGY,1926,164.98969,154.31877
Egypt,EGY,1927,165.186,154.50305
Egypt,EGY,1928,165.37985,154.68636
Egypt,EGY,1929,165.5716,154.86938
Egypt,EGY,1930,165.76146,155.05261
Egypt,EGY,1931,165.9489,155.23485
Egypt,EGY,1932,166.13326,155.41661
Egypt,EGY,1933,166.31511,155.59816
Egypt,EGY,1934,166.49506,155.78006
Egypt,EGY,1935,166.67361,155.96155
Egypt,EGY,1936,166.84976,156.14182
Egypt,EGY,1937,167.02367,156.31993
Egypt,EGY,1938,167.19543,156.49472
Egypt,EGY,1939,167.36491,156.66635
Egypt,EGY,1940,167.53242,156.834
Egypt,EGY,1941,167.6982,156.99727
Egypt,EGY,1942,167.86324,157.15573
Egypt,EGY,1943,168.02805,157.31021
Egypt,EGY,1944,168.19145,157.46095
Egypt,EGY,1945,168.35243,157.60756
Egypt,EGY,1946,168.50978,157.74966
Egypt,EGY,1947,168.66135,157.88623
Egypt,EGY,1948,168.80688,158.01591
Egypt,EGY,1949,168.94485,158.13885
Egypt,EGY,1950,169.07483,158.25487
Egypt,EGY,1951,169.19632,158.36417
Egypt,EGY,1952,169.30975,158.46535
Egypt,EGY,1953,169.41747,158.55849
Egypt,EGY,1954,169.5207,158.64354
Egypt,EGY,1955,169.61917,158.72041
Egypt,EGY,1956,169.713,158.78807
Egypt,EGY,1957,169.80368,158.84789
Egypt,EGY,1958,169.89217,158.90051
Egypt,EGY,1959,169.97739,158.94499
Egypt,EGY,1960,170.05943,158.98225
Egypt,EGY,1961,170.13737,159.0124
Egypt,EGY,1962,170.20976,159.03473
Egypt,EGY,1963,170.2746,159.04819
Egypt,EGY,1964,170.33029,159.05275
Egypt,EGY,1965,170.3778,159.04846
Egypt,EGY,1966,170.41953,159.03749
Egypt,EGY,1967,170.45576,159.0212
Egypt,EGY,1968,170.48628,158.99947
Egypt,EGY,1969,170.51224,158.9719
Egypt,EGY,1970,170.53268,158.93777
Egypt,EGY,1971,170.5455,158.89752
Egypt,EGY,1972,170.54898,158.85162
Egypt,EGY,1973,170.54218,158.8012
Egypt,EGY,1974,170.52373,158.74866
Egypt,EGY,1975,170.49081,158.69322
Egypt,EGY,1976,170.44055,158.6354
Egypt,EGY,1977,170.3697,158.57407
Egypt,EGY,1978,170.27771,158.50989
Egypt,EGY,1979,170.16583,158.4436
Egypt,EGY,1980,170.03589,158.37695
Egypt,EGY,1981,169.8904,158.31114
Egypt,EGY,1982,169.73085,158.24768
Egypt,EGY,1983,169.55734,158.18686
Egypt,EGY,1984,169.37059,158.12787
Egypt,EGY,1985,169.1722,158.07045
Egypt,EGY,1986,168.96301,158.01338
Egypt,EGY,1987,168.74533,157.95525
Egypt,EGY,1988,168.52164,157.8946
Egypt,EGY,1989,168.29468,157.83092
Egypt,EGY,1990,168.06522,157.76366
Egypt,EGY,1991,167.8355,157.69455
Egypt,EGY,1992,167.60593,157.62349
Egypt,EGY,1993,167.37622,157.55118
Egypt,EGY,1994,167.14563,157.47688
Egypt,EGY,1995,166.91486,157.40187
Egypt,EGY,1996,166.68405,157.32681
El Salvador,SLV,1896,158.4736,141.20993
El Salvador,SLV,1897,158.65022,141.42099
El Salvador,SLV,1898,158.82704,141.63223
El Salvador,SLV,1899,159.00388,141.8435
El Salvador,SLV,1900,159.18042,142.05441
El Salvador,SLV,1901,159.35704,142.26518
El Salvador,SLV,1902,159.5344,142.4753
El Salvador,SLV,1903,159.71204,142.68443
El Salvador,SLV,1904,159.88954,142.8923
El Salvador,SLV,1905,160.06712,143.09941
El Salvador,SLV,1906,160.24469,143.30571
El Salvador,SLV,1907,160.4226,143.51115
El Salvador,SLV,1908,160.60193,143.71591
El Salvador,SLV,1909,160.78163,143.92004
El Salvador,SLV,1910,160.96217,144.12437
El Salvador,SLV,1911,161.14473,144.32953
El Salvador,SLV,1912,161.32964,144.53625
El Salvador,SLV,1913,161.51657,144.74493
El Salvador,SLV,1914,161.70537,144.95564
El Salvador,SLV,1915,161.89598,145.16873
El Salvador,SLV,1916,162.08806,145.38419
El Salvador,SLV,1917,162.28172,145.60211
El Salvador,SLV,1918,162.47685,145.82214
El Salvador,SLV,1919,162.6723,146.04364
El Salvador,SLV,1920,162.8676,146.26614
El Salvador,SLV,1921,163.06187,146.48854
El Salvador,SLV,1922,163.2534,146.70938
El Salvador,SLV,1923,163.44096,146.92781
El Salvador,SLV,1924,163.62451,147.14369
El Salvador,SLV,1925,163.80502,147.35776
El Salvador,SLV,1926,163.9826,147.56992
El Salvador,SLV,1927,164.1579,147.78035
El Salvador,SLV,1928,164.33072,147.98877
El Salvador,SLV,1929,164.50015,148.19533
El Salvador,SLV,1930,164.66504,148.39914
El Salvador,SLV,1931,164.82358,148.59882
El Salvador,SLV,1932,164.97556,148.79326
El Salvador,SLV,1933,165.12172,148.98338
El Salvador,SLV,1934,165.26218,149.17072
El Salvador,SLV,1935,165.39783,149.35542
El Salvador,SLV,1936,165.52834,149.53842
El Salvador,SLV,1937,165.6538,149.71912
El Salvador,SLV,1938,165.77382,149.89717
El Salvador,SLV,1939,165.88786,150.07112
El Salvador,SLV,1940,165.99657,150.24051
El Salvador,SLV,1941,166.10144,150.4047
El Salvador,SLV,1942,166.2047,150.56377
El Salvador,SLV,1943,166.30809,150.71892
El Salvador,SLV,1944,166.41151,150.87064
El Salvador,SLV,1945,166.5145,151.0196
El Salvador,SLV,1946,166.61736,151.16666
El Salvador,SLV,1947,166.71906,151.31163
El Salvador,SLV,1948,166.81935,151.45412
El Salvador,SLV,1949,166.91626,151.59386
El Salvador,SLV,1950,167.00911,151.73009
El Salvador,SLV,1951,167.09654,151.86182
El Salvador,SLV,1952,167.17857,151.98807
El Salvador,SLV,1953,167.25584,152.10855
El Salvador,SLV,1954,167.3297,152.22256
El Salvador,SLV,1955,167.40157,152.33044
El Salvador,SLV,1956,167.47206,152.43217
El Salvador,SLV,1957,167.54327,152.52852
El Salvador,SLV,1958,167.61633,152.61934
El Salvador,SLV,1959,167.69179,152.70468
El Salvador,SLV,1960,167.76973,152.78455
El Salvador,SLV,1961,167.84923,152.85936
El Salvador,SLV,1962,167.92906,152.92964
El Salvador,SLV,1963,168.0078,152.99419
El Salvador,SLV,1964,168.08356,153.05244
El Salvador,SLV,1965,168.15678,153.10397
El Salvador,SLV,1966,168.22765,153.14897
El Salvador,SLV,1967,168.29729,153.18849
El Salvador,SLV,1968,168.36684,153.22331
El Salvador,SLV,1969,168.43828,153.25554
El Salvador,SLV,1970,168.5125,153.2853
El Salvador,SLV,1971,168.58965,153.3142
El Salvador,SLV,1972,168.66841,153.34328
El Salvador,SLV,1973,168.74756,153.37288
El Salvador,SLV,1974,168.82478,153.40417
El Salvador,SLV,1975,168.89903,153.43626
El Salvador,SLV,1976,168.96822,153.46864
El Salvador,SLV,1977,169.03093,153.50157
El Salvador,SLV,1978,169.08743,153.53596
El Salvador,SLV,1979,169.13773,153.57254
El Salvador,SLV,1980,169.18333,153.61284
El Salvador,SLV,1981,169.22542,153.65768
El Salvador,SLV,1982,169.26503,153.70853
El Salvador,SLV,1983,169.30193,153.76463
El Salvador,SLV,1984,169.33661,153.82498
El Salvador,SLV,1985,169.36928,153.88773
El Salvador,SLV,1986,169.40094,153.951
El Salvador,SLV,1987,169.43192,154.01372
El Salvador,SLV,1988,169.46292,154.0748
El Salvador,SLV,1989,169.49533,154.13475
El Salvador,SLV,1990,169.53029,154.19353
El Salvador,SLV,1991,169.56772,154.25238
El Salvador,SLV,1992,169.60764,154.31177
El Salvador,SLV,1993,169.64859,154.37108
El Salvador,SLV,1994,169.6898,154.43033
El Salvador,SLV,1995,169.73062,154.48964
El Salvador,SLV,1996,169.7711,154.54884
Equatorial Guinea,GNQ,1896,162.12138,152.61037
Equatorial Guinea,GNQ,1897,162.21211,152.71529
Equatorial Guinea,GNQ,1898,162.30295,152.82033
Equatorial Guinea,GNQ,1899,162.39377,152.92554
Equatorial Guinea,GNQ,1900,162.48471,153.03009
Equatorial Guinea,GNQ,1901,162.57605,153.13446
Equatorial Guinea,GNQ,1902,162.66745,153.23865
Equatorial Guinea,GNQ,1903,162.75896,153.34167
Equatorial Guinea,GNQ,1904,162.85086,153.44351
Equatorial Guinea,GNQ,1905,162.94304,153.54468
Equatorial Guinea,GNQ,1906,163.03494,153.64508
Equatorial Guinea,GNQ,1907,163.12743,153.74449
Equatorial Guinea,GNQ,1908,163.22052,153.84277
Equatorial Guinea,GNQ,1909,163.31383,153.94019
Equatorial Guinea,GNQ,1910,163.4082,154.03745
Equatorial Guinea,GNQ,1911,163.50461,154.13556
Equatorial Guinea,GNQ,1912,163.60358,154.23535
Equatorial Guinea,GNQ,1913,163.70491,154.33646
Equatorial Guinea,GNQ,1914,163.80829,154.43907
Equatorial Guinea,GNQ,1915,163.91377,154.54341
Equatorial Guinea,GNQ,1916,164.02124,154.64941
Equatorial Guinea,GNQ,1917,164.13,154.75755
Equatorial Guinea,GNQ,1918,164.2406,154.86717
Equatorial Guinea,GNQ,1919,164.35173,154.97784
Equatorial Guinea,GNQ,1920,164.46355,155.08957
Equatorial Guinea,GNQ,1921,164.57542,155.20178
Equatorial Guinea,GNQ,1922,164.68689,155.3142
Equatorial Guinea,GNQ,1923,164.79834,155.4256
Equatorial Guinea,GNQ,1924,164.91042,155.53659
Equatorial Guinea,GNQ,1925,165.02538,155.64886
Equatorial Guinea,GNQ,1926,165.14442,155.76257
Equatorial Guinea,GNQ,1927,165.26852,155.87769
Equatorial Guinea,GNQ,1928,165.39871,155.99492
Equatorial Guinea,GNQ,1929,165.53384,156.11444
Equatorial Guinea,GNQ,1930,165.67293,156.23541
Equatorial Guinea,GNQ,1931,165.81499,156.35703
Equatorial Guinea,GNQ,1932,165.959,156.47983
Equatorial Guinea,GNQ,1933,166.10541,156.60439
Equatorial Guinea,GNQ,1934,166.25412,156.73087
Equatorial Guinea,GNQ,1935,166.4044,156.8595
Equatorial Guinea,GNQ,1936,166.55542,156.98993
Equatorial Guinea,GNQ,1937,166.7057,157.1213
Equatorial Guinea,GNQ,1938,166.85512,157.25261
Equatorial Guinea,GNQ,1939,167.00296,157.38365
Equatorial Guinea,GNQ,1940,167.1487,157.51321
Equatorial Guinea,GNQ,1941,167.29298,157.64107
Equatorial Guinea,GNQ,1942,167.43661,157.76683
Equatorial Guinea,GNQ,1943,167.58092,157.8912
Equatorial Guinea,GNQ,1944,167.7252,158.01443
Equatorial Guinea,GNQ,1945,167.86935,158.13605
Equatorial Guinea,GNQ,1946,168.01321,158.25522
Equatorial Guinea,GNQ,1947,168.15617,158.37181
Equatorial Guinea,GNQ,1948,168.2976,158.48466
Equatorial Guinea,GNQ,1949,168.43643,158.59315
Equatorial Guinea,GNQ,1950,168.57187,158.69743
Equatorial Guinea,GNQ,1951,168.70244,158.79646
Equatorial Guinea,GNQ,1952,168.82715,158.88847
Equatorial Guinea,GNQ,1953,168.94653,158.97276
Equatorial Guinea,GNQ,1954,169.05994,159.0483
Equatorial Guinea,GNQ,1955,169.16805,159.11528
Equatorial Guinea,GNQ,1956,169.2711,159.17346
Equatorial Guinea,GNQ,1957,169.37001,159.22353
Equatorial Guinea,GNQ,1958,169.46492,159.26674
Equatorial Guinea,GNQ,1959,169.55566,159.30307
Equatorial Guinea,GNQ,1960,169.64168,159.33284
Equatorial Guinea,GNQ,1961,169.72235,159.356
Equatorial Guinea,GNQ,1962,169.79518,159.37279
Equatorial Guinea,GNQ,1963,169.85849,159.38173
Equatorial Guinea,GNQ,1964,169.91045,159.3826
Equatorial Guinea,GNQ,1965,169.95172,159.37502
Equatorial Guinea,GNQ,1966,169.98346,159.36034
Equatorial Guinea,GNQ,1967,170.00667,159.33963
Equatorial Guinea,GNQ,1968,170.02269,159.31306
Equatorial Guinea,GNQ,1969,170.03284,159.281
Equatorial Guinea,GNQ,1970,170.03865,159.24292
Equatorial Guinea,GNQ,1971,170.0401,159.19908
Equatorial Guinea,GNQ,1972,170.03728,159.14963
Equatorial Guinea,GNQ,1973,170.03014,159.09488
Equatorial Guinea,GNQ,1974,170.01814,159.03572
Equatorial Guinea,GNQ,1975,169.99959,158.97215
Equatorial Guinea,GNQ,1976,169.97287,158.90413
Equatorial Guinea,GNQ,1977,169.93555,158.83153
Equatorial Guinea,GNQ,1978,169.8864,158.7543
Equatorial Guinea,GNQ,1979,169.82597,158.67317
Equatorial Guinea,GNQ,1980,169.75415,158.59062
Equatorial Guinea,GNQ,1981,169.67162,158.50821
Equatorial Guinea,GNQ,1982,169.57776,158.42754
Equatorial Guinea,GNQ,1983,169.47179,158.34933
Equatorial Guinea,GNQ,1984,169.35414,158.27296
Equatorial Guinea,GNQ,1985,169.2243,158.19728
Equatorial Guinea,GNQ,1986,169.08263,158.12152
Equatorial Guinea,GNQ,1987,168.92982,158.04446
Equatorial Guinea,GNQ,1988,168.76793,157.9658
Equatorial Guinea,GNQ,1989,168.59967,157.88618
Equatorial Guinea,GNQ,1990,168.42595,157.80592
Equatorial Guinea,GNQ,1991,168.24997,157.72606
Equatorial Guinea,GNQ,1992,168.07277,157.64653
Equatorial Guinea,GNQ,1993,167.89497,157.56676
Equatorial Guinea,GNQ,1994,167.71718,157.48651
Equatorial Guinea,GNQ,1995,167.53966,157.40637
Equatorial Guinea,GNQ,1996,167.36215,157.32634
Eritrea,ERI,1896,163.79437,152.1109
Eritrea,ERI,1897,163.886,152.22516
Eritrea,ERI,1898,163.97752,152.33975
Eritrea,ERI,1899,164.06917,152.45462
Eritrea,ERI,1900,164.16086,152.56927
Eritrea,ERI,1901,164.25278,152.68355
Eritrea,ERI,1902,164.34538,152.79727
Eritrea,ERI,1903,164.43816,152.90987
Eritrea,ERI,1904,164.53136,153.02136
Eritrea,ERI,1905,164.62477,153.13159
Eritrea,ERI,1906,164.71835,153.24031
Eritrea,ERI,1907,164.81282,153.3479
Eritrea,ERI,1908,164.90778,153.45448
Eritrea,ERI,1909,165.0033,153.56027
Eritrea,ERI,1910,165.09952,153.66579
Eritrea,ERI,1911,165.1972,153.77158
Eritrea,ERI,1912,165.29665,153.87813
Eritrea,ERI,1913,165.39801,153.98546
Eritrea,ERI,1914,165.50064,154.09367
Eritrea,ERI,1915,165.60457,154.20319
Eritrea,ERI,1916,165.70985,154.31345
Eritrea,ERI,1917,165.81607,154.42484
Eritrea,ERI,1918,165.92296,154.53706
Eritrea,ERI,1919,166.02939,154.6492
Eritrea,ERI,1920,166.13504,154.76126
Eritrea,ERI,1921,166.23901,154.8724
Eritrea,ERI,1922,166.34091,154.98228
Eritrea,ERI,1923,166.44055,155.08997
Eritrea,ERI,1924,166.53929,155.19577
Eritrea,ERI,1925,166.63916,155.30136
Eritrea,ERI,1926,166.74133,155.40671
Eritrea,ERI,1927,166.84703,155.51227
Eritrea,ERI,1928,166.95638,155.6188
Eritrea,ERI,1929,167.06842,155.7264
Eritrea,ERI,1930,167.18251,155.83464
Eritrea,ERI,1931,167.29716,155.94249
Eritrea,ERI,1932,167.41068,156.05003
Eritrea,ERI,1933,167.52396,156.15813
Eritrea,ERI,1934,167.63652,156.26755
Eritrea,ERI,1935,167.74812,156.37778
Eritrea,ERI,1936,167.8575,156.48883
Eritrea,ERI,1937,167.96378,156.59988
Eritrea,ERI,1938,168.06616,156.71037
Eritrea,ERI,1939,168.16368,156.81973
Eritrea,ERI,1940,168.25677,156.9266
Eritrea,ERI,1941,168.3457,157.03088
Eritrea,ERI,1942,168.4315,157.1327
Eritrea,ERI,1943,168.51552,157.23305
Eritrea,ERI,1944,168.5979,157.3322
Eritrea,ERI,1945,168.6777,157.4295
Eritrea,ERI,1946,168.75572,157.52533
Eritrea,ERI,1947,168.83083,157.6197
Eritrea,ERI,1948,168.90343,157.71155
Eritrea,ERI,1949,168.9732,157.8015
Eritrea,ERI,1950,169.03952,157.89021
Eritrea,ERI,1951,169.10152,157.97649
Eritrea,ERI,1952,169.15877,158.05844
Eritrea,ERI,1953,169.21202,158.1352
Eritrea,ERI,1954,169.26079,158.20552
Eritrea,ERI,1955,169.30617,158.26877
Eritrea,ERI,1956,169.34875,158.32477
Eritrea,ERI,1957,169.38976,158.37364
Eritrea,ERI,1958,169.42986,158.41591
Eritrea,ERI,1959,169.46863,158.45164
Eritrea,ERI,1960,169.50664,158.48013
Eritrea,ERI,1961,169.54245,158.50092
Eritrea,ERI,1962,169.57463,158.51385
Eritrea,ERI,1963,169.60146,158.51747
Eritrea,ERI,1964,169.62192,158.51071
Eritrea,ERI,1965,169.637,158.49422
Eritrea,ERI,1966,169.64798,158.46857
Eritrea,ERI,1967,169.65575,158.43515
Eritrea,ERI,1968,169.66231,158.39456
Eritrea,ERI,1969,169.66972,158.34715
Eritrea,ERI,1970,169.67905,158.29308
Eritrea,ERI,1971,169.69049,158.2331
Eritrea,ERI,1972,169.70453,158.16835
Eritrea,ERI,1973,169.72125,158.09972
Eritrea,ERI,1974,169.73985,158.02896
Eritrea,ERI,1975,169.75832,157.95537
Eritrea,ERI,1976,169.77396,157.87886
Eritrea,ERI,1977,169.78407,157.7997
Eritrea,ERI,1978,169.78712,157.71828
Eritrea,ERI,1979,169.78265,157.635
Eritrea,ERI,1980,169.77037,157.55136
Eritrea,ERI,1981,169.74956,157.46909
Eritrea,ERI,1982,169.71951,157.38982
Eritrea,ERI,1983,169.67819,157.3136
Eritrea,ERI,1984,169.62552,157.23985
Eritrea,ERI,1985,169.56013,157.16759
Eritrea,ERI,1986,169.48212,157.09625
Eritrea,ERI,1987,169.39177,157.02458
Eritrea,ERI,1988,169.29123,156.95267
Eritrea,ERI,1989,169.18314,156.88098
Eritrea,ERI,1990,169.069,156.809
Eritrea,ERI,1991,168.9516,156.73845
Eritrea,ERI,1992,168.83252,156.66837
Eritrea,ERI,1993,168.71324,156.59842
Eritrea,ERI,1994,168.594,156.52792
Eritrea,ERI,1995,168.47519,156.45738
Eritrea,ERI,1996,168.35645,156.38664
Estonia,EST,1896,170.87494,156.47307
Estonia,EST,1897,170.97047,156.64406
Estonia,EST,1898,171.06622,156.81514
Estonia,EST,1899,171.16202,156.98615
Estonia,EST,1900,171.2578,157.15701
Estonia,EST,1901,171.35335,157.3273
Estonia,EST,1902,171.44902,157.49715
Estonia,EST,1903,171.54501,157.66626
Estonia,EST,1904,171.64061,157.83417
Estonia,EST,1905,171.73624,158.00113
Estonia,EST,1906,171.83144,158.16681
Estonia,EST,1907,171.92683,158.33127
Estonia,EST,1908,172.02243,158.49486
Estonia,EST,1909,172.11867,158.65724
Estonia,EST,1910,172.21605,158.81923
Estonia,EST,1911,172.31538,158.98161
Estonia,EST,1912,172.41621,159.14539
Estonia,EST,1913,172.51874,159.3112
Estonia,EST,1914,172.62215,159.47855
Estonia,EST,1915,172.72682,159.64824
Estonia,EST,1916,172.83264,159.8197
Estonia,EST,1917,172.93936,159.99284
Estonia,EST,1918,173.04546,160.1663
Estonia,EST,1919,173.15007,160.33824
Estonia,EST,1920,173.25168,160.50815
Estonia,EST,1921,173.34995,160.67448
Estonia,EST,1922,173.44424,160.83669
Estonia,EST,1923,173.53542,160.99379
Estonia,EST,1924,173.62418,161.1459
Estonia,EST,1925,173.71457,161.2945
Estonia,EST,1926,173.80821,161.44052
Estonia,EST,1927,173.9079,161.58463
Estonia,EST,1928,174.0149,161.7279
Estonia,EST,1929,174.1303,161.87088
Estonia,EST,1930,174.25352,162.01517
Estonia,EST,1931,174.38397,162.15921
Estonia,EST,1932,174.52057,162.30386
Estonia,EST,1933,174.66371,162.44931
Estonia,EST,1934,174.81276,162.59644
Estonia,EST,1935,174.96823,162.74545
Estonia,EST,1936,175.12827,162.8958
Estonia,EST,1937,175.29068,163.04652
Estonia,EST,1938,175.45474,163.19664
Estonia,EST,1939,175.6197,163.34528
Estonia,EST,1940,175.78587,163.49185
Estonia,EST,1941,175.95393,163.63599
Estonia,EST,1942,176.12512,163.7775
Estonia,EST,1943,176.2997,163.9162
Estonia,EST,1944,176.47694,164.05295
Estonia,EST,1945,176.65622,164.18813
Estonia,EST,1946,176.8381,164.32205
Estonia,EST,1947,177.02083,164.4541
Estonia,EST,1948,177.20412,164.58406
Estonia,EST,1949,177.3867,164.71225
Estonia,EST,1950,177.56825,164.8396
Estonia,EST,1951,177.74803,164.96686
Estonia,EST,1952,177.92659,165.09393
Estonia,EST,1953,178.1048,165.22134
Estonia,EST,1954,178.28273,165.3489
Estonia,EST,1955,178.46031,165.47684
Estonia,EST,1956,178.63701,165.60489
Estonia,EST,1957,178.8139,165.73329
Estonia,EST,1958,178.99017,165.8622
Estonia,EST,1959,179.16534,165.99156
Estonia,EST,1960,179.3377,166.12071
Estonia,EST,1961,179.50514,166.24841
Estonia,EST,1962,179.66519,166.37361
Estonia,EST,1963,179.81488,166.49376
Estonia,EST,1964,179.9514,166.60658
Estonia,EST,1965,180.07506,166.71109
Estonia,EST,1966,180.18613,166.80759
Estonia,EST,1967,180.28502,166.89676
Estonia,EST,1968,180.37158,166.97868
Estonia,EST,1969,180.4479,167.05424
Estonia,EST,1970,180.51474,167.12355
Estonia,EST,1971,180.57231,167.18784
Estonia,EST,1972,180.62044,167.24796
Estonia,EST,1973,180.66039,167.30475
Estonia,EST,1974,180.693,167.35934
Estonia,EST,1975,180.71948,167.41208
Estonia,EST,1976,180.74005,167.463
Estonia,EST,1977,180.75592,167.51183
Estonia,EST,1978,180.76833,167.55963
Estonia,EST,1979,180.77885,167.6073
Estonia,EST,1980,180.7906,167.65709
Estonia,EST,1981,180.80646,167.71004
Estonia,EST,1982,180.82759,167.76634
Estonia,EST,1983,180.85503,167.82674
Estonia,EST,1984,180.88974,167.88998
Estonia,EST,1985,180.92929,167.95494
Estonia,EST,1986,180.97337,168.02087
Estonia,EST,1987,181.02147,168.08694
Estonia,EST,1988,181.07272,168.15184
Estonia,EST,1989,181.12788,168.21582
Estonia,EST,1990,181.18703,168.27936
Estonia,EST,1991,181.25037,168.34332
Estonia,EST,1992,181.31647,168.40816
Estonia,EST,1993,181.38489,168.47398
Estonia,EST,1994,181.45392,168.54
Estonia,EST,1995,181.52379,168.60646
Estonia,EST,1996,181.59348,168.67271
Eswatini,SWZ,1896,163.22021,152.8583
Eswatini,SWZ,1897,163.2927,152.96997
Eswatini,SWZ,1898,163.36542,153.0818
Eswatini,SWZ,1899,163.43831,153.19383
Eswatini,SWZ,1900,163.51091,153.30551
Eswatini,SWZ,1901,163.5838,153.41658
Eswatini,SWZ,1902,163.65709,153.52713
Eswatini,SWZ,1903,163.73059,153.6365
Eswatini,SWZ,1904,163.80428,153.74435
Eswatini,SWZ,1905,163.8782,153.85097
Eswatini,SWZ,1906,163.95206,153.9565
Eswatini,SWZ,1907,164.02611,154.06122
Eswatini,SWZ,1908,164.1004,154.1649
Eswatini,SWZ,1909,164.1751,154.26816
Eswatini,SWZ,1910,164.25044,154.37128
Eswatini,SWZ,1911,164.32762,154.47502
Eswatini,SWZ,1912,164.40701,154.57957
Eswatini,SWZ,1913,164.4878,154.68481
Eswatini,SWZ,1914,164.57076,154.791
Eswatini,SWZ,1915,164.65521,154.89857
Eswatini,SWZ,1916,164.7409,155.00732
Eswatini,SWZ,1917,164.82759,155.1172
Eswatini,SWZ,1918,164.91574,155.22809
Eswatini,SWZ,1919,165.00366,155.33905
Eswatini,SWZ,1920,165.0908,155.4502
Eswatini,SWZ,1921,165.17657,155.56061
Eswatini,SWZ,1922,165.26068,155.66978
Eswatini,SWZ,1923,165.3431,155.77696
Eswatini,SWZ,1924,165.42522,155.88272
Eswatini,SWZ,1925,165.50877,155.98856
Eswatini,SWZ,1926,165.59561,156.09486
Eswatini,SWZ,1927,165.68672,156.20163
Eswatini,SWZ,1928,165.78238,156.30908
Eswatini,SWZ,1929,165.88222,156.41713
Eswatini,SWZ,1930,165.98538,156.52547
Eswatini,SWZ,1931,166.09113,156.63327
Eswatini,SWZ,1932,166.1986,156.74113
Eswatini,SWZ,1933,166.3084,156.84961
Eswatini,SWZ,1934,166.42015,156.95937
Eswatini,SWZ,1935,166.53377,157.07019
Eswatini,SWZ,1936,166.64886,157.1821
Eswatini,SWZ,1937,166.76427,157.29494
Eswatini,SWZ,1938,166.8799,157.40816
Eswatini,SWZ,1939,166.99503,157.52129
Eswatini,SWZ,1940,167.1101,157.63338
Eswatini,SWZ,1941,167.2258,157.74454
Eswatini,SWZ,1942,167.34361,157.85417
Eswatini,SWZ,1943,167.46454,157.96387
Eswatini,SWZ,1944,167.58836,158.07338
Eswatini,SWZ,1945,167.7147,158.18292
Eswatini,SWZ,1946,167.84438,158.29169
Eswatini,SWZ,1947,167.9766,158.39984
Eswatini,SWZ,1948,168.11133,158.50668
Eswatini,SWZ,1949,168.24785,158.61208
Eswatini,SWZ,1950,168.3851,158.71672
Eswatini,SWZ,1951,168.52191,158.81999
Eswatini,SWZ,1952,168.65732,158.91968
Eswatini,SWZ,1953,168.79115,159.0154
Eswatini,SWZ,1954,168.92279,159.10562
Eswatini,SWZ,1955,169.05246,159.19095
Eswatini,SWZ,1956,169.17981,159.27084
Eswatini,SWZ,1957,169.30522,159.34619
Eswatini,SWZ,1958,169.42862,159.41827
Eswatini,SWZ,1959,169.54904,159.48738
Eswatini,SWZ,1960,169.66609,159.55348
Eswatini,SWZ,1961,169.7781,159.61649
Eswatini,SWZ,1962,169.88269,159.67574
Eswatini,SWZ,1963,169.97742,159.7299
Eswatini,SWZ,1964,170.06058,159.77754
Eswatini,SWZ,1965,170.13223,159.81802
Eswatini,SWZ,1966,170.19345,159.8521
Eswatini,SWZ,1967,170.24545,159.88031
Eswatini,SWZ,1968,170.29018,159.90239
Eswatini,SWZ,1969,170.32907,159.91763
Eswatini,SWZ,1970,170.3631,159.9256
Eswatini,SWZ,1971,170.39253,159.9257
Eswatini,SWZ,1972,170.41743,159.91835
Eswatini,SWZ,1973,170.43768,159.90372
