Entity,Code,Year,Men,Women
Afghanistan,AFG,1896,161.1641,149.18774
Afghanistan,AFG,1897,161.19629,149.32146
Afghanistan,AFG,1898,161.2283,149.45549
Afghanistan,AFG,1899,161.26073,149.58951
Afghanistan,AFG,1900,161.29308,149.72359
Afghanistan,AFG,1901,161.32549,149.85757
Afghanistan,AFG,1902,161.35835,149.99094
Afghanistan,AFG,1903,161.39122,150.12364
Afghanistan,AFG,1904,161.424,150.25514
Afghanistan,AFG,1905,161.45676,150.3858
Afghanistan,AFG,1906,161.48941,150.51567
Afghanistan,AFG,1907,161.52293,150.64473
Afghanistan,AFG,1908,161.5573,150.77312
Afghanistan,AFG,1909,161.5924,150.90091
Afghanistan,AFG,1910,161.62889,151.02913
Afghanistan,AFG,1911,161.66783,151.15802
Afghanistan,AFG,1912,161.70976,151.28764
Afghanistan,AFG,1913,161.7545,151.41823
Afghanistan,AFG,1914,161.80159,151.5495
Afghanistan,AFG,1915,161.85123,151.68155
Afghanistan,AFG,1916,161.90298,151.81436
Afghanistan,AFG,1917,161.95699,151.94794
Afghanistan,AFG,1918,162.01262,152.08186
Afghanistan,AFG,1919,162.06923,152.21523
Afghanistan,AFG,1920,162.12595,152.34839
Afghanistan,AFG,1921,162.18266,152.48058
Afghanistan,AFG,1922,162.23845,152.61163
Afghanistan,AFG,1923,162.29382,152.74081
Afghanistan,AFG,1924,162.34937,152.86862
Afghanistan,AFG,1925,162.40637,152.99693
Afghanistan,AFG,1926,162.4658,153.1261
Afghanistan,AFG,1927,162.52875,153.25594
Afghanistan,AFG,1928,162.59532,153.3862
Afghanistan,AFG,1929,162.66498,153.51706
Afghanistan,AFG,1930,162.73637,153.64792
Afghanistan,AFG,1931,162.80855,153.77724
Afghanistan,AFG,1932,162.88028,153.90492
Afghanistan,AFG,1933,162.95183,154.03151
Afghanistan,AFG,1934,163.0234,154.15742
Afghanistan,AFG,1935,163.09491,154.28247
Afghanistan,AFG,1936,163.16595,154.40701
Afghanistan,AFG,1937,163.2363,154.53047
Afghanistan,AFG,1938,163.30539,154.65178
Afghanistan,AFG,1939,163.373,154.77025
Afghanistan,AFG,1940,163.439,154.88445
Afghanistan,AFG,1941,163.50415,154.99435
Afghanistan,AFG,1942,163.57007,155.10002
Afghanistan,AFG,1943,163.63829,155.20287
Afghanistan,AFG,1944,163.70876,155.30278
Afghanistan,AFG,1945,163.78105,155.39987
Afghanistan,AFG,1946,163.8554,155.49445
Afghanistan,AFG,1947,163.93109,155.58578
Afghanistan,AFG,1948,164.00739,155.67381
Afghanistan,AFG,1949,164.08322,155.75842
Afghanistan,AFG,1950,164.1576,155.83998
Afghanistan,AFG,1951,164.22906,155.9181
Afghanistan,AFG,1952,164.29672,155.99117
Afghanistan,AFG,1953,164.36061,156.05959
Afghanistan,AFG,1954,164.42049,156.12288
Afghanistan,AFG,1955,164.47694,156.18112
Afghanistan,AFG,1956,164.53061,156.23419
Afghanistan,AFG,1957,164.58313,156.28256
Afghanistan,AFG,1958,164.63573,156.32692
Afghanistan,AFG,1959,164.68878,156.3675
Afghanistan,AFG,1960,164.74278,156.40425
Afghanistan,AFG,1961,164.79713,156.43686
Afghanistan,AFG,1962,164.84982,156.46487
Afghanistan,AFG,1963,164.89914,156.48643
Afghanistan,AFG,1964,164.94362,156.5002
Afghanistan,AFG,1965,164.98312,156.50537
Afghanistan,AFG,1966,165.0189,156.5027
Afghanistan,AFG,1967,165.05176,156.49269
Afghanistan,AFG,1968,165.08266,156.47575
Afghanistan,AFG,1969,165.1135,156.45206
Afghanistan,AFG,1970,165.14397,156.42195
Afghanistan,AFG,1971,165.17415,156.38596
Afghanistan,AFG,1972,165.20407,156.34517
Afghanistan,AFG,1973,165.23383,156.30034
Afghanistan,AFG,1974,165.2631,156.25273
Afghanistan,AFG,1975,165.29117,156.202
Afghanistan,AFG,1976,165.31694,156.14827
Afghanistan,AFG,1977,165.33897,156.0918
Afghanistan,AFG,1978,165.35677,156.03305
Afghanistan,AFG,1979,165.37074,155.97322
Afghanistan,AFG,1980,165.38129,155.91405
Afghanistan,AFG,1981,165.38963,155.85646
Afghanistan,AFG,1982,165.39594,155.80116
Afghanistan,AFG,1983,165.39935,155.74858
Afghanistan,AFG,1984,165.39996,155.69774
Afghanistan,AFG,1985,165.39713,155.64787
Afghanistan,AFG,1986,165.39091,155.59846
Afghanistan,AFG,1987,165.38124,155.54839
Afghanistan,AFG,1988,165.3687,155.4969
Afghanistan,AFG,1989,165.35506,155.44478
Afghanistan,AFG,1990,165.34065,155.39163
Afghanistan,AFG,1991,165.32617,155.33879
Afghanistan,AFG,1992,165.31207,155.28606
Afghanistan,AFG,1993,165.2981,155.23366
Afghanistan,AFG,1994,165.28415,155.18076
Afghanistan,AFG,1995,165.27013,155.12794
Afghanistan,AFG,1996,165.25586,155.07532
Albania,ALB,1896,163.32513,150.19614
Albania,ALB,1897,163.46643,150.41367
Albania,ALB,1898,163.60811,150.63144
Albania,ALB,1899,163.7499,150.84894
Albania,ALB,1900,163.89185,151.06659
Albania,ALB,1901,164.03418,151.28363
Albania,ALB,1902,164.17657,151.50027
Albania,ALB,1903,164.31915,151.71594
Albania,ALB,1904,164.46196,151.93056
Albania,ALB,1905,164.60474,152.14404
Albania,ALB,1906,164.74716,152.35634
Albania,ALB,1907,164.88974,152.56764
Albania,ALB,1908,165.03287,152.77797
Albania,ALB,1909,165.1759,152.9872
Albania,ALB,1910,165.31956,153.19583
Albania,ALB,1911,165.46526,153.40457
Albania,ALB,1912,165.61307,153.61423
Albania,ALB,1913,165.76205,153.82494
Albania,ALB,1914,165.91196,154.03653
Albania,ALB,1915,166.06282,154.24924
Albania,ALB,1916,166.21419,154.46326
Albania,ALB,1917,166.36543,154.67874
Albania,ALB,1918,166.51622,154.89442
Albania,ALB,1919,166.66501,155.1086
Albania,ALB,1920,166.81055,155.32117
Albania,ALB,1921,166.95186,155.53061
Albania,ALB,1922,167.08824,155.73611
Albania,ALB,1923,167.21985,155.93657
Albania,ALB,1924,167.34798,156.1322
Albania,ALB,1925,167.47528,156.32407
Albania,ALB,1926,167.60365,156.51201
Albania,ALB,1927,167.7356,156.69612
Albania,ALB,1928,167.87148,156.87703
Albania,ALB,1929,168.01146,157.05493
Albania,ALB,1930,168.15514,157.23027
Albania,ALB,1931,168.30127,157.40146
Albania,ALB,1932,168.44868,157.56914
Albania,ALB,1933,168.5976,157.73363
Albania,ALB,1934,168.74777,157.89589
Albania,ALB,1935,168.8987,158.0557
Albania,ALB,1936,169.04993,158.21255
Albania,ALB,1937,169.20078,158.3665
Albania,ALB,1938,169.35045,158.517
Albania,ALB,1939,169.49942,158.66322
Albania,ALB,1940,169.64832,158.80487
Albania,ALB,1941,169.79773,158.94093
Albania,ALB,1942,169.94933,159.07166
Albania,ALB,1943,170.10452,159.19746
Albania,ALB,1944,170.2629,159.31938
Albania,ALB,1945,170.42448,159.43802
Albania,ALB,1946,170.58963,159.55397
Albania,ALB,1947,170.7572,159.66666
Albania,ALB,1948,170.92706,159.77591
Albania,ALB,1949,171.09795,159.88222
Albania,ALB,1950,171.26854,159.98657
Albania,ALB,1951,171.43776,160.08986
Albania,ALB,1952,171.60417,160.1915
Albania,ALB,1953,171.76688,160.2919
Albania,ALB,1954,171.9262,160.39096
Albania,ALB,1955,172.08273,160.48938
Albania,ALB,1956,172.23575,160.58696
Albania,ALB,1957,172.38628,160.68433
Albania,ALB,1958,172.53468,160.7825
Albania,ALB,1959,172.68002,160.88173
Albania,ALB,1960,172.82239,160.98154
Albania,ALB,1961,172.96088,161.0817
Albania,ALB,1962,173.09407,161.18117
Albania,ALB,1963,173.21918,161.27728
Albania,ALB,1964,173.33464,161.36816
Albania,ALB,1965,173.44061,161.4527
Albania,ALB,1966,173.53783,161.5309
Albania,ALB,1967,173.6271,161.60321
Albania,ALB,1968,173.70828,161.6698
Albania,ALB,1969,173.78258,161.73083
Albania,ALB,1970,173.8503,161.78583
Albania,ALB,1971,173.91133,161.83511
Albania,ALB,1972,173.96507,161.87817
Albania,ALB,1973,174.01178,161.91576
Albania,ALB,1974,174.05055,161.94768
Albania,ALB,1975,174.08159,161.97398
Albania,ALB,1976,174.10417,161.99442
Albania,ALB,1977,174.1169,162.00835
Albania,ALB,1978,174.11992,162.01593
Albania,ALB,1979,174.11366,162.01814
Albania,ALB,1980,174.10042,162.01692
Albania,ALB,1981,174.08217,162.01312
Albania,ALB,1982,174.05902,162.00798
Albania,ALB,1983,174.03131,162.00232
Albania,ALB,1984,173.99994,161.9953
Albania,ALB,1985,173.96304,161.98642
Albania,ALB,1986,173.92117,161.97513
Albania,ALB,1987,173.87483,161.96071
Albania,ALB,1988,173.82458,161.94284
Albania,ALB,1989,173.7719,161.92265
Albania,ALB,1990,173.71786,161.90065
Albania,ALB,1991,173.66345,161.87836
Albania,ALB,1992,173.60873,161.85597
Albania,ALB,1993,173.55412,161.83398
Albania,ALB,1994,173.49892,161.81235
Albania,ALB,1995,173.4439,161.79108
Albania,ALB,1996,173.38885,161.76985
Algeria,DZA,1896,160.38808,151.86366
Algeria,DZA,1897,160.60225,152.0006
Algeria,DZA,1898,160.8165,152.13785
Algeria,DZA,1899,161.03107,152.27524
Algeria,DZA,1900,161.24605,152.4126
Algeria,DZA,1901,161.46089,152.54935
Algeria,DZA,1902,161.676,152.68596
Algeria,DZA,1903,161.89151,152.82175
Algeria,DZA,1904,162.10687,152.95651
Algeria,DZA,1905,162.32239,153.09058
Algeria,DZA,1906,162.53784,153.22397
Algeria,DZA,1907,162.75323,153.3566
Algeria,DZA,1908,162.96953,153.48831
Algeria,DZA,1909,163.18619,153.61948
Algeria,DZA,1910,163.40436,153.75018
Algeria,DZA,1911,163.62447,153.88107
Algeria,DZA,1912,163.8477,154.01276
Algeria,DZA,1913,164.07382,154.14568
Algeria,DZA,1914,164.30252,154.27948
Algeria,DZA,1915,164.53392,154.41464
Algeria,DZA,1916,164.7679,154.55098
Algeria,DZA,1917,165.00441,154.6885
Algeria,DZA,1918,165.24432,154.82748
Algeria,DZA,1919,165.48541,154.9668
Algeria,DZA,1920,165.72627,155.10594
Algeria,DZA,1921,165.96529,155.24413
Algeria,DZA,1922,166.20052,155.38106
Algeria,DZA,1923,166.43082,155.51537
Algeria,DZA,1924,166.65541,155.64755
Algeria,DZA,1925,166.87497,155.77837
Algeria,DZA,1926,167.08916,155.90758
Algeria,DZA,1927,167.29977,156.03542
Algeria,DZA,1928,167.507,156.16222
Algeria,DZA,1929,167.71063,156.28886
Algeria,DZA,1930,167.91057,156.4155
Algeria,DZA,1931,168.10625,156.54095
Algeria,DZA,1932,168.29677,156.66586
Algeria,DZA,1933,168.48294,156.79086
Algeria,DZA,1934,168.66551,156.916
Algeria,DZA,1935,168.84473,157.04062
Algeria,DZA,1936,169.01984,157.1642
Algeria,DZA,1937,169.19112,157.28606
Algeria,DZA,1938,169.35818,157.40477
Algeria,DZA,1939,169.52153,157.52087
Algeria,DZA,1940,169.68149,157.63399
Algeria,DZA,1941,169.83841,157.7437
Algeria,DZA,1942,169.99289,157.84975
Algeria,DZA,1943,170.14606,157.95346
Algeria,DZA,1944,170.2965,158.05557
Algeria,DZA,1945,170.44333,158.15645
Algeria,DZA,1946,170.5858,158.25601
Algeria,DZA,1947,170.72179,158.35385
Algeria,DZA,1948,170.85109,158.44896
Algeria,DZA,1949,170.97238,158.54149
Algeria,DZA,1950,171.08575,158.63171
Algeria,DZA,1951,171.19102,158.71994
Algeria,DZA,1952,171.28882,158.80505
Algeria,DZA,1953,171.38087,158.88733
Algeria,DZA,1954,171.46848,158.96635
Algeria,DZA,1955,171.55147,159.0424
Algeria,DZA,1956,171.63039,159.11455
Algeria,DZA,1957,171.70615,159.1833
Algeria,DZA,1958,171.7791,159.24913
Algeria,DZA,1959,171.84901,159.31123
Algeria,DZA,1960,171.91574,159.36995
Algeria,DZA,1961,171.97891,159.4248
Algeria,DZA,1962,172.03664,159.4749
Algeria,DZA,1963,172.08757,159.51878
Algeria,DZA,1964,172.13,159.55582
Algeria,DZA,1965,172.1655,159.5858
Algeria,DZA,1966,172.1964,159.61026
Algeria,DZA,1967,172.2242,159.6305
Algeria,DZA,1968,172.24902,159.6464
Algeria,DZA,1969,172.27266,159.65756
Algeria,DZA,1970,172.29498,159.66328
Algeria,DZA,1971,172.31448,159.6642
Algeria,DZA,1972,172.33012,159.66068
Algeria,DZA,1973,172.34119,159.65353
Algeria,DZA,1974,172.34625,159.64474
Algeria,DZA,1975,172.34262,159.63315
Algeria,DZA,1976,172.32774,159.61942
Algeria,DZA,1977,172.29837,159.60252
Algeria,DZA,1978,172.25401,159.58269
Algeria,DZA,1979,172.19554,159.56093
Algeria,DZA,1980,172.1244,159.53871
Algeria,DZA,1981,172.04259,159.51683
Algeria,DZA,1982,171.95108,159.4964
Algeria,DZA,1983,171.84966,159.47719
Algeria,DZA,1984,171.73882,159.4586
Algeria,DZA,1985,171.61896,159.43964
Algeria,DZA,1986,171.49075,159.41939
Algeria,DZA,1987,171.35571,159.39716
Algeria,DZA,1988,171.21628,159.37148
Algeria,DZA,1989,171.07466,159.34267
Algeria,DZA,1990,170.93129,159.31041
Algeria,DZA,1991,170.78798,159.27641
Algeria,DZA,1992,170.64537,159.24097
Algeria,DZA,1993,170.50264,159.20471
Algeria,DZA,1994,170.3593,159.16672
Algeria,DZA,1995,170.21579,159.12811
Algeria,DZA,1996,170.0718,159.08961
American Samoa,ASM,1896,169.71571,158.19739
American Samoa,ASM,1897,169.74875,158.29146
American Samoa,ASM,1898,169.78197,158.38593
American Samoa,ASM,1899,169.81567,158.48015
American Samoa,ASM,1900,169.84975,158.57399
American Samoa,ASM,1901,169.88498,158.66695
American Samoa,ASM,1902,169.92099,158.7588
American Samoa,ASM,1903,169.95824,158.84843
American Samoa,ASM,1904,169.99677,158.93596
American Samoa,ASM,1905,170.03616,159.0212
American Samoa,ASM,1906,170.07674,159.10365
American Samoa,ASM,1907,170.1187,159.18336
American Samoa,ASM,1908,170.16212,159.26068
American Samoa,ASM,1909,170.20686,159.33572
American Samoa,ASM,1910,170.25357,159.4088
American Samoa,ASM,1911,170.30305,159.48038
American Samoa,ASM,1912,170.35497,159.55121
American Samoa,ASM,1913,170.40901,159.62093
American Samoa,ASM,1914,170.46451,159.69014
American Samoa,ASM,1915,170.52173,159.75896
American Samoa,ASM,1916,170.58038,159.82793
American Samoa,ASM,1917,170.64003,159.89677
American Samoa,ASM,1918,170.7005,159.96567
American Samoa,ASM,1919,170.75932,160.03397
American Samoa,ASM,1920,170.81612,160.10207
American Samoa,ASM,1921,170.87009,160.16951
American Samoa,ASM,1922,170.91998,160.23572
American Samoa,ASM,1923,170.96536,160.30054
American Samoa,ASM,1924,171.0067,160.36438
American Samoa,ASM,1925,171.04504,160.42851
American Samoa,ASM,1926,171.08086,160.4935
American Samoa,ASM,1927,171.1153,160.55913
American Samoa,ASM,1928,171.14912,160.62497
American Samoa,ASM,1929,171.18205,160.69086
American Samoa,ASM,1930,171.21373,160.75648
American Samoa,ASM,1931,171.24371,160.82071
American Samoa,ASM,1932,171.27184,160.88318
American Samoa,ASM,1933,171.29976,160.94484
American Samoa,ASM,1934,171.32881,161.00682
American Samoa,ASM,1935,171.36015,161.0696
American Samoa,ASM,1936,171.39409,161.13374
American Samoa,ASM,1937,171.4316,161.19908
American Samoa,ASM,1938,171.47366,161.26588
American Samoa,ASM,1939,171.5202,161.33434
American Samoa,ASM,1940,171.57289,161.40439
American Samoa,ASM,1941,171.63353,161.4763
American Samoa,ASM,1942,171.70412,161.55104
American Samoa,ASM,1943,171.78651,161.62996
American Samoa,ASM,1944,171.87991,161.71307
American Samoa,ASM,1945,171.98451,161.80049
American Samoa,ASM,1946,172.09995,161.89264
American Samoa,ASM,1947,172.22467,161.98897
American Samoa,ASM,1948,172.35791,162.08806
American Samoa,ASM,1949,172.49768,162.19002
American Samoa,ASM,1950,172.64313,162.29472
American Samoa,ASM,1951,172.79256,162.40236
American Samoa,ASM,1952,172.94426,162.51164
American Samoa,ASM,1953,173.09795,162.62256
American Samoa,ASM,1954,173.25233,162.73459
American Samoa,ASM,1955,173.40671,162.84752
American Samoa,ASM,1956,173.56049,162.9611
American Samoa,ASM,1957,173.71426,163.0755
American Samoa,ASM,1958,173.86739,163.19064
American Samoa,ASM,1959,174.01866,163.30597
American Samoa,ASM,1960,174.1673,163.42119
American Samoa,ASM,1961,174.31244,163.5357
American Samoa,ASM,1962,174.4528,163.64804
American Samoa,ASM,1963,174.58615,163.75647
American Samoa,ASM,1964,174.71083,163.85953
American Samoa,ASM,1965,174.82692,163.95671
American Samoa,ASM,1966,174.93538,164.04744
American Samoa,ASM,1967,175.03746,164.13242
American Samoa,ASM,1968,175.13438,164.21123
American Samoa,ASM,1969,175.22754,164.28403
American Samoa,ASM,1970,175.31714,164.35052
American Samoa,ASM,1971,175.40335,164.41066
American Samoa,ASM,1972,175.48615,164.46422
American Samoa,ASM,1973,175.5653,164.51167
American Samoa,ASM,1974,175.64021,164.55293
American Samoa,ASM,1975,175.71034,164.58783
American Samoa,ASM,1976,175.77452,164.61615
American Samoa,ASM,1977,175.83153,164.63712
American Samoa,ASM,1978,175.88144,164.65167
American Samoa,ASM,1979,175.92442,164.66046
American Samoa,ASM,1980,175.96187,164.66522
American Samoa,ASM,1981,175.99449,164.66699
American Samoa,ASM,1982,176.02269,164.6667
American Samoa,ASM,1983,176.04608,164.66527
American Samoa,ASM,1984,176.06451,164.66243
American Samoa,ASM,1985,176.07758,164.6582
American Samoa,ASM,1986,176.08557,164.65196
American Samoa,ASM,1987,176.08882,164.64323
American Samoa,ASM,1988,176.08788,164.6321
American Samoa,ASM,1989,176.08453,164.61938
American Samoa,ASM,1990,176.07947,164.60564
American Samoa,ASM,1991,176.07353,164.5917
American Samoa,ASM,1992,176.06787,164.57776
American Samoa,ASM,1993,176.06235,164.56384
American Samoa,ASM,1994,176.0567,164.54962
American Samoa,ASM,1995,176.05118,164.53539
American Samoa,ASM,1996,176.04512,164.52136
Andorra,AND,1896,163.38768,152.43881
Andorra,AND,1897,163.47763,152.52512
Andorra,AND,1898,163.56793,152.6119
Andorra,AND,1899,163.65869,152.69876
Andorra,AND,1900,163.74939,152.78609
Andorra,AND,1901,163.84044,152.87346
Andorra,AND,1902,163.93233,152.96117
Andorra,AND,1903,164.02417,153.04865
Andorra,AND,1904,164.11642,153.1356
Andorra,AND,1905,164.20918,153.22267
Andorra,AND,1906,164.30276,153.31032
Andorra,AND,1907,164.3975,153.39926
Andorra,AND,1908,164.49542,153.4901
Andorra,AND,1909,164.59695,153.58409
Andorra,AND,1910,164.70319,153.6827
Andorra,AND,1911,164.81583,153.7876
Andorra,AND,1912,164.93675,153.89984
Andorra,AND,1913,165.06541,154.01941
Andorra,AND,1914,165.20126,154.14679
Andorra,AND,1915,165.34326,154.2819
Andorra,AND,1916,165.49057,154.4242
Andorra,AND,1917,165.64272,154.5727
Andorra,AND,1918,165.79903,154.72607
Andorra,AND,1919,165.9578,154.88298
Andorra,AND,1920,166.11914,155.04247
Andorra,AND,1921,166.2822,155.20354
Andorra,AND,1922,166.44514,155.3654
Andorra,AND,1923,166.60611,155.52602
Andorra,AND,1924,166.76547,155.68561
Andorra,AND,1925,166.9243,155.8455
Andorra,AND,1926,167.08263,156.00526
Andorra,AND,1927,167.24084,156.16405
Andorra,AND,1928,167.39862,156.32141
Andorra,AND,1929,167.5553,156.47737
Andorra,AND,1930,167.71107,156.63121
Andorra,AND,1931,167.86557,156.78123
Andorra,AND,1932,168.01831,156.9279
Andorra,AND,1933,168.17078,157.07301
Andorra,AND,1934,168.32547,157.21817
Andorra,AND,1935,168.4831,157.36342
Andorra,AND,1936,168.64189,157.50865
Andorra,AND,1937,168.80054,157.65259
Andorra,AND,1938,168.95901,157.79361
Andorra,AND,1939,169.11646,157.92992
Andorra,AND,1940,169.27202,158.05974
Andorra,AND,1941,169.42624,158.18217
Andorra,AND,1942,169.58133,158.29819
Andorra,AND,1943,169.74004,158.40952
Andorra,AND,1944,169.90282,158.5185
Andorra,AND,1945,170.07053,158.62614
Andorra,AND,1946,170.24408,158.73378
Andorra,AND,1947,170.42252,158.84282
Andorra,AND,1948,170.6059,158.95355
Andorra,AND,1949,170.79242,159.06628
Andorra,AND,1950,170.98125,159.18228
Andorra,AND,1951,171.17032,159.30148
Andorra,AND,1952,171.35902,159.42415
Andorra,AND,1953,171.5477,159.55077
Andorra,AND,1954,171.73622,159.68135
Andorra,AND,1955,171.92323,159.81618
Andorra,AND,1956,172.10759,159.95456
Andorra,AND,1957,172.29079,160.09647
Andorra,AND,1958,172.4737,160.24147
Andorra,AND,1959,172.6553,160.3882
Andorra,AND,1960,172.83472,160.53627
Andorra,AND,1961,173.01207,160.68451
Andorra,AND,1962,173.18652,160.83095
Andorra,AND,1963,173.35632,160.97258
Andorra,AND,1964,173.51843,161.10663
Andorra,AND,1965,173.67285,161.23149
Andorra,AND,1966,173.82089,161.34712
Andorra,AND,1967,173.9649,161.45526
Andorra,AND,1968,174.10667,161.55646
Andorra,AND,1969,174.24872,161.65242
Andorra,AND,1970,174.39091,161.74313
Andorra,AND,1971,174.53174,161.8292
Andorra,AND,1972,174.66975,161.91046
Andorra,AND,1973,174.80348,161.98676
Andorra,AND,1974,174.93115,162.0578
Andorra,AND,1975,175.05037,162.1229
Andorra,AND,1976,175.15926,162.18176
Andorra,AND,1977,175.25659,162.23439
Andorra,AND,1978,175.34285,162.28117
Andorra,AND,1979,175.41908,162.32338
Andorra,AND,1980,175.48686,162.36293
Andorra,AND,1981,175.54964,162.40138
Andorra,AND,1982,175.60938,162.43994
Andorra,AND,1983,175.66486,162.4792
Andorra,AND,1984,175.71513,162.51855
Andorra,AND,1985,175.75912,162.55757
Andorra,AND,1986,175.79753,162.59543
Andorra,AND,1987,175.8305,162.63173
Andorra,AND,1988,175.8594,162.6657
Andorra,AND,1989,175.88596,162.69765
Andorra,AND,1990,175.91095,162.72766
Andorra,AND,1991,175.93553,162.75739
Andorra,AND,1992,175.96007,162.78685
Andorra,AND,1993,175.98476,162.81659
Andorra,AND,1994,176.00967,162.84586
Andorra,AND,1995,176.03491,162.8753
Andorra,AND,1996,176.06017,162.90488
Angola,AGO,1896,162.17114,152.60158
Angola,AGO,1897,162.25958,152.70644
Angola,AGO,1898,162.34845,152.81165
Angola,AGO,1899,162.43738,152.91718
Angola,AGO,1900,162.52623,153.02225
Angola,AGO,1901,162.61522,153.12686
Angola,AGO,1902,162.70464,153.23149
Angola,AGO,1903,162.7942,153.3353
Angola,AGO,1904,162.88377,153.43791
Angola,AGO,1905,162.97348,153.5395
Angola,AGO,1906,163.06299,153.64005
Angola,AGO,1907,163.15283,153.73944
Angola,AGO,1908,163.2438,153.83757
Angola,AGO,1909,163.33513,153.93488
Angola,AGO,1910,163.42749,154.03227
Angola,AGO,1911,163.52188,154.13037
Angola,AGO,1912,163.61894,154.2297
Angola,AGO,1913,163.71877,154.33047
Angola,AGO,1914,163.82074,154.43288
Angola,AGO,1915,163.92442,154.537
Angola,AGO,1916,164.0301,154.64285
Angola,AGO,1917,164.13753,154.75066
Angola,AGO,1918,164.24686,154.85997
Angola,AGO,1919,164.35709,154.97049
Angola,AGO,1920,164.4681,155.08226
Angola,AGO,1921,164.57918,155.19435
Angola,AGO,1922,164.68983,155.30629
Angola,AGO,1923,164.80113,155.41725
Angola,AGO,1924,164.9132,155.5277
Angola,AGO,1925,165.02785,155.63963
Angola,AGO,1926,165.14674,155.75311
Angola,AGO,1927,165.27042,155.8682
Angola,AGO,1928,165.39966,155.98506
Angola,AGO,1929,165.53406,156.10402
Angola,AGO,1930,165.67229,156.22464
Angola,AGO,1931,165.81363,156.34612
Angola,AGO,1932,165.95665,156.46886
Angola,AGO,1933,166.1022,156.59319
Angola,AGO,1934,166.24974,156.71957
Angola,AGO,1935,166.3989,156.848
Angola,AGO,1936,166.54869,156.97806
Angola,AGO,1937,166.69772,157.10916
Angola,AGO,1938,166.84583,157.23994
Angola,AGO,1939,166.99234,157.37003
Angola,AGO,1940,167.13686,157.49834
Angola,AGO,1941,167.28004,157.62466
Angola,AGO,1942,167.4225,157.74898
Angola,AGO,1943,167.56586,157.87213
Angola,AGO,1944,167.70955,157.99403
Angola,AGO,1945,167.85297,158.11427
Angola,AGO,1946,167.99602,158.2321
Angola,AGO,1947,168.1381,158.34767
Angola,AGO,1948,168.27875,158.45958
Angola,AGO,1949,168.41689,158.56729
Angola,AGO,1950,168.55147,158.67093
Angola,AGO,1951,168.68115,158.76944
Angola,AGO,1952,168.80522,158.86092
Angola,AGO,1953,168.92407,158.94487
Angola,AGO,1954,169.03676,159.0204
Angola,AGO,1955,169.14427,159.08737
Angola,AGO,1956,169.24673,159.1455
Angola,AGO,1957,169.34485,159.19565
Angola,AGO,1958,169.43913,159.239
Angola,AGO,1959,169.52911,159.2754
Angola,AGO,1960,169.61462,159.30566
Angola,AGO,1961,169.6947,159.3295
Angola,AGO,1962,169.76698,159.34683
Angola,AGO,1963,169.82985,159.35666
Angola,AGO,1964,169.88145,159.35788
Angola,AGO,1965,169.92247,159.3508
Angola,AGO,1966,169.95425,159.33655
Angola,AGO,1967,169.97726,159.31616
Angola,AGO,1968,169.9933,159.29
Angola,AGO,1969,170.00351,159.25816
Angola,AGO,1970,170.00931,159.22044
Angola,AGO,1971,170.01062,159.17665
Angola,AGO,1972,170.00754,159.12714
Angola,AGO,1973,170.00023,159.07225
Angola,AGO,1974,169.98837,159.01328
Angola,AGO,1975,169.96954,158.9499
Angola,AGO,1976,169.94252,158.88196
Angola,AGO,1977,169.90485,158.80907
Angola,AGO,1978,169.85529,158.73183
Angola,AGO,1979,169.79422,158.65074
Angola,AGO,1980,169.72156,158.56834
Angola,AGO,1981,169.63814,158.48605
Angola,AGO,1982,169.54373,158.40533
Angola,AGO,1983,169.4371,158.32678
Angola,AGO,1984,169.3189,158.24986
Angola,AGO,1985,169.18835,158.17381
Angola,AGO,1986,169.0455,158.09776
Angola,AGO,1987,168.89178,158.02078
Angola,AGO,1988,168.7289,157.94214
Angola,AGO,1989,168.55946,157.86275
Angola,AGO,1990,168.38445,157.78268
Angola,AGO,1991,168.20657,157.7032
Angola,AGO,1992,168.02762,157.62395
Angola,AGO,1993,167.84805,157.54439
Angola,AGO,1994,167.66882,157.4644
Angola,AGO,1995,167.48993,157.3848
Angola,AGO,1996,167.31073,157.3052
Antigua and Barbuda,ATG,1896,161.71194,150.60608
Antigua and Barbuda,ATG,1897,161.88121,150.79755
Antigua and Barbuda,ATG,1898,162.05048,150.98962
Antigua and Barbuda,ATG,1899,162.21936,151.18158
Antigua and Barbuda,ATG,1900,162.38818,151.37337
Antigua and Barbuda,ATG,1901,162.55727,151.5648
Antigua and Barbuda,ATG,1902,162.72643,151.7558
Antigua and Barbuda,ATG,1903,162.89561,151.94606
Antigua and Barbuda,ATG,1904,163.06479,152.13486
Antigua and Barbuda,ATG,1905,163.2337,152.32265
Antigua and Barbuda,ATG,1906,163.40265,152.50911
Antigua and Barbuda,ATG,1907,163.57216,152.69453
Antigua and Barbuda,ATG,1908,163.74298,152.87917
Antigua and Barbuda,ATG,1909,163.9141,153.0629
Antigua and Barbuda,ATG,1910,164.08662,153.24644
Antigua and Barbuda,ATG,1911,164.26146,153.43031
Antigua and Barbuda,ATG,1912,164.4384,153.61494
Antigua and Barbuda,ATG,1913,164.6177,153.80109
Antigua and Barbuda,ATG,1914,164.79904,153.98851
Antigua and Barbuda,ATG,1915,164.98251,154.17764
Antigua and Barbuda,ATG,1916,165.16809,154.3682
Antigua and Barbuda,ATG,1917,165.35564,154.5603
Antigua and Barbuda,ATG,1918,165.54498,154.75351
