id,name,rank,ocupacion,lugar,lon,lat,fuente,iso3,iso3_geometria,pais,region
2331583,Godfrey the Bearded,56338,NOBLEMAN,,,,sin dato en Wikidata,,,,
3558786,Alexander I of Georgia,56347,POLITICIAN,,,,sin dato en Wikidata,,,,
900271,Namhae of Silla,56380,POLITICIAN,,,,sin dato en Wikidata,,,,
27476660,Isetnofret II,56383,POLITICIAN,,,,sin dato en Wikidata,,,,
19623186,"Isabella of France, Queen of Navarre",56407,POLITICIAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
9997435,Luciano Favero,56418,SOCCER PLAYER,Santa Maria di Sala,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
8203152,Wai Ren,56428,POLITICIAN,China,105.0,35.0,coordenada Wikidata,CHN,CHN,China,Asia Oriental
1305093,Agnes of Babenberg,56456,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
2033501,Toktu of Bulgaria,56470,POLITICIAN,,,,sin dato en Wikidata,,,,
1394743,Helvius Cinna,56494,POLITICIAN,Brixia,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
1977675,Pellegrino Tibaldi,56499,PAINTER,Puria,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
5919837,Maurilio De Zolt,56503,SKIER,San Pietro di Cadore,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
3982752,"Gisela, Abbess of Chelles",56511,RELIGIOUS FIGURE,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
12351377,Bako Sahakyan,56514,POLITICIAN,Stepanakert,46.75194444,39.81527778,coordenada Pantheon,AZE,AZE,Azerbaijan,Europa del Este/Asia Central
24448512,Denis Tsargush,56525,WRESTLER,Gudauta,40.6248,43.10198889,coordenada Pantheon,GEO,GEO,Georgia,Europa del Este/Asia Central
10369275,Lucius Cornelius Scipio,56531,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
3799361,Cleopatra of Pontus,56545,COMPANION,,,,sin dato en Wikidata,,,,
11883550,Kilij Arslan III,56562,POLITICIAN,,,,sin dato en Wikidata,,,,
24333107,Yahya ibn Ali ibn Hammud al-Mu'tali,56564,POLITICIAN,Califato de Córdoba,,,ciudadania (Wikidata),ESP,ESP,Spain,Europa Occidental
2715923,Sedjefakare,56584,POLITICIAN,,,,sin dato en Wikidata,,,,
5810399,Quintus Labienus,56586,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
5798319,"Robert II, Count of Dreux",56609,POLITICIAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
637178,"John II, Duke of Brittany",56613,POLITICIAN,,,,sin dato en Wikidata,,,,
24967743,Chabi,56615,COMPANION,,,,sin dato en Wikidata,,,,
2592347,Mario Santana,56656,SOCCER PLAYER,Argentina,,,ciudadania (Wikidata),ARG,ARG,Argentina,America Latina
13525326,Achillas,56661,MILITARY PERSONNEL,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
24388508,Kawab,56726,NOBLEMAN,,,,sin dato en Wikidata,,,,
5562470,"Waleran III, Duke of Limburg",56745,POLITICIAN,,,,sin dato en Wikidata,,,,
4248715,Yeongnyu of Goguryeo,56754,POLITICIAN,,,,sin dato en Wikidata,,,,
590389,Baibars II,56768,POLITICIAN,sultanato mameluco de Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
1842192,Gnaeus Domitius Calvinus,56769,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
4512901,Bogud,56780,POLITICIAN,,,,sin dato en Wikidata,,,,
32480653,Nedjemibre,56788,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
41207444,Ahmed Qurei,56801,POLITICIAN,Abu Dis,35.26583333,31.7625,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
1158881,Tituba,56805,OCCULTIST,,,,sin dato en Wikidata,,,,
2901216,Pehr Henrik Ling,56813,WRITER,Suecia,,,ciudadania (Wikidata),SWE,SWE,Sweden,Europa Occidental
41461277,Roque Mesa,56839,SOCCER PLAYER,Telde,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
14586031,Alcetas II of Macedon,56844,POLITICIAN,,,,sin dato en Wikidata,,,,
11787040,Sigobert the Lame,56848,POLITICIAN,,,,sin dato en Wikidata,,,,
6168279,Marco Rossi,56900,SOCCER PLAYER,Seravezza,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
3849521,Gautamiputra Satakarni,56903,POLITICIAN,,,,sin dato en Wikidata,,,,
418170,Emperor Cheng of Jin,56909,POLITICIAN,,,,sin dato en Wikidata,,,,
3246013,Mihailo Vojislavljević,56912,POLITICIAN,,,,sin dato en Wikidata,,,,
36897260,Hanna Rizatdinova,56929,POLITICIAN,Simferopol,34.10222222,44.95194444,coordenada Pantheon,UKR,UKR,Ukraine,Europa del Este/Asia Central
3042047,"Albert I, Duke of Brunswick-Lüneburg",56959,NOBLEMAN,,,,sin dato en Wikidata,,,,
5449575,Firmus,56970,POLITICIAN,,,,sin dato en Wikidata,,,,
5965014,Blagoy Georgiev,56982,SOCCER PLAYER,Sofía,,,pais del lugar (Wikidata),BGR,BGR,Bulgaria,Europa del Este/Asia Central
761730,Gennadius of Massilia,57010,WRITER,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
4764992,Garibald,57022,POLITICIAN,,,,sin dato en Wikidata,,,,
2152617,Hypatius,57027,POLITICIAN,,,,sin dato en Wikidata,,,,
1005592,"Philip de Montmorency, Count of Horn",57028,POLITICIAN,,,,sin dato en Wikidata,,,,
12278913,Tiye,57032,POLITICIAN,,,,sin dato en Wikidata,,,,
8203294,Nan Geng,57042,POLITICIAN,,,,sin dato en Wikidata,,,,
32861605,Vithimiris,57043,POLITICIAN,,,,sin dato en Wikidata,,,,
12647947,Aretas III,57047,POLITICIAN,,,,sin dato en Wikidata,,,,
2031212,"Bruno, Duke of Saxony",57058,NOBLEMAN,,,,sin dato en Wikidata,,,,
9664129,"Otto I, Margrave of Brandenburg",57059,POLITICIAN,,,,sin dato en Wikidata,,,,
46258473,Linda Thomas-Greenfield,57060,POLITICIAN,Baker,,,pais del lugar (Wikidata),USA,USA,United States,Norteamerica/Aus/NZ
29764278,Waleed Al-Husseini,57061,WRITER,Qalqilya,34.96861111,32.19027778,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
2675836,Fran Krsto Frankopan,57084,WRITER,Bosiljevo,,,pais del lugar (Wikidata),HRV,HRV,Croatia,Europa del Este/Asia Central
14054605,"Gisela, daughter of Louis the Pious",57096,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
4121904,Gagik II of Armenia,57104,POLITICIAN,,,,sin dato en Wikidata,,,,
10147512,Urraca Fernández,57123,POLITICIAN,Condado de Castilla,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
2911755,Amalafrida,57129,POLITICIAN,,,,sin dato en Wikidata,,,,
70518426,Alan Gagloev,57147,POLITICIAN,Tskhinvali,43.97,42.225,coordenada Pantheon,GEO,GEO,Georgia,Europa del Este/Asia Central
2859976,"Berenguer Ramon I, Count of Barcelona",57151,NOBLEMAN,,,,sin dato en Wikidata,,,,
3434589,Basil of Trebizond,57168,POLITICIAN,,,,sin dato en Wikidata,,,,
2524843,Emperor Xingzong of Liao,57172,POLITICIAN,Dinastía Liao,,,ciudadania (Wikidata),CHN,CHN,China,Asia Oriental
16174049,Setut,57215,POLITICIAN,,,,sin dato en Wikidata,,,,
633124,"Alan I, King of Brittany",57220,POLITICIAN,,,,sin dato en Wikidata,,,,
45223291,Érick Gutiérrez,57221,SOCCER PLAYER,Los Mochis,,,pais del lugar (Wikidata),MEX,MEX,Mexico,America Latina
5414518,John VII of Constantinople,57237,POLITICIAN,,,,sin dato en Wikidata,,,,
1133128,"Geoffrey I, Count of Anjou",57255,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
6002428,Giustiniano Participazio,57263,POLITICIAN,,,,sin dato en Wikidata,,,,
1397117,Aspelta,57266,POLITICIAN,,,,sin dato en Wikidata,,,,
4312471,Charaton,57267,POLITICIAN,,,,sin dato en Wikidata,,,,
986103,Raymond du Puy,57271,POLITICIAN,Le Puy-en-Velay,,,pais del lugar (Wikidata),FRA,FRA,France,Europa Occidental
8202941,Wo Ding,57278,POLITICIAN,,,,sin dato en Wikidata,,,,
12777529,Semenre,57284,POLITICIAN,,,,sin dato en Wikidata,,,,
70165546,Lykourgos,57299,POLITICIAN,,,,sin dato en Wikidata,,,,
29530829,Tullia Minor,57305,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
2436661,François Bernier,57306,PHILOSOPHER,,,,sin dato en Wikidata,,,,
6307010,Frederick of Luxembourg,57339,NOBLEMAN,Luxemburgo,,,ciudadania (Wikidata),LUX,LUX,Luxembourg,Europa Occidental
5260876,Zuo Qiuming,57346,HISTORIAN,,,,sin dato en Wikidata,,,,
4890449,Borna,57358,POLITICIAN,Croacia,,,ciudadania (Wikidata),HRV,HRV,Croatia,Europa del Este/Asia Central
4259326,Pyeongwon of Goguryeo,57363,POLITICIAN,,,,sin dato en Wikidata,,,,
5044741,Sweyn Haakonsson,57368,POLITICIAN,Noruega,,,ciudadania (Wikidata),NOR,NOR,Norway,Europa Occidental
12761921,Bebiankh,57396,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
3801797,"Henry V, Count Palatine of the Rhine",57397,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
62354536,Ion Chicu,57414,POLITICIAN,Moldavia,,,ciudadania (Wikidata),MDA,MDA,Moldova,Europa del Este/Asia Central
4353458,Kurunta,57433,POLITICIAN,,,,sin dato en Wikidata,,,,
1407917,Boiorix,57449,POLITICIAN,,,,sin dato en Wikidata,,,,
5320110,Tvrtko II of Bosnia,57455,POLITICIAN,Reino de Bosnia,,,ciudadania (Wikidata),BIH,BIH,Bosnia and Herzegovina,Europa del Este/Asia Central
13774949,Aedesia,57470,PHILOSOPHER,,,,sin dato en Wikidata,,,,
33559182,Anatoly Logunov,57495,PHYSICIST,Obsharovka,,,pais del lugar (Wikidata),RUS,RUS,Russia,Europa del Este/Asia Central
27769762,Yizhixie,57500,POLITICIAN,,,,sin dato en Wikidata,,,,
28583021,Christopher Lekapenos,57515,POLITICIAN,,,,sin dato en Wikidata,,,,
46353403,Sextus Julius Caesar,57524,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
2632919,Sehetepkare Intef,57535,POLITICIAN,,,,sin dato en Wikidata,,,,
3594525,George VIII of Georgia,57564,POLITICIAN,Georgia,,,ciudadania (Wikidata),GEO,GEO,Georgia,Europa del Este/Asia Central
595610,Emperor Wu of Southern Qi,57568,POLITICIAN,,,,sin dato en Wikidata,,,,
17408355,"Ermesinde, Countess of Luxembourg",57571,POLITICIAN,,,,sin dato en Wikidata,,,,
42200258,Nebkaure Khety,57577,POLITICIAN,,,,sin dato en Wikidata,,,,
9581066,Mithridates I of the Bosporus,57582,POLITICIAN,,,,sin dato en Wikidata,,,,
8202912,Zhong Ren,57600,POLITICIAN,,,,sin dato en Wikidata,,,,
2757278,Arsinoe of Macedon,57618,POLITICIAN,,,,sin dato en Wikidata,,,,
17361905,Jonatan Cristaldo,57623,SOCCER PLAYER,Buenos Aires,,,pais del lugar (Wikidata),ARG,ARG,Argentina,America Latina
11479086,Quintus Lutatius Catulus,57634,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
8433469,Fabia Eudokia,57650,POLITICIAN,,,,sin dato en Wikidata,,,,
4161811,Temur Ketsbaia,57672,SOCCER PLAYER,Gali (town),41.73333333,42.63333333,coordenada Pantheon,GEO,GEO,Georgia,Europa del Este/Asia Central
1598737,Urien,57700,POLITICIAN,,,,sin dato en Wikidata,,,,
5272276,Lal Shahbaz Qalandar,57703,RELIGIOUS FIGURE,Marwand,,,pais del lugar (Wikidata),AFG,AFG,Afghanistan,Asia del Sur
727508,Gaius Antonius,57709,POLITICIAN,,,,sin dato en Wikidata,,,,
23493907,Spurius Lucretius Tricipitinus,57715,POLITICIAN,,,,sin dato en Wikidata,,,,
6404947,Muhammad I of Khwarazm,57763,POLITICIAN,,,,sin dato en Wikidata,,,,
254645,Quintus Fufius Calenus,57783,MILITARY PERSONNEL,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
2748785,Lagus,57792,POLITICIAN,,,,sin dato en Wikidata,,,,
51431172,Marc Roca,57803,SOCCER PLAYER,Barcelona,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
4317658,Anjang of Goguryeo,57807,POLITICIAN,,,,sin dato en Wikidata,,,,
2075229,Amenirdis I,57809,POLITICIAN,,,,sin dato en Wikidata,,,,
29678724,Bruno Henrique,57820,SOCCER PLAYER,Brasil,,,ciudadania (Wikidata),BRA,BRA,Brazil,America Latina
5339072,Lupus II of Gascony,57824,POLITICIAN,,,,sin dato en Wikidata,,,,
3505384,Koriun,57832,WRITER,,,,sin dato en Wikidata,,,,
13863966,T. B. Joshua,57834,RELIGIOUS FIGURE,Nigeria,,,ciudadania (Wikidata),NGA,NGA,Nigeria,Africa Subsahariana
422026,Emperor Kang of Jin,57850,POLITICIAN,,,,sin dato en Wikidata,,,,
10186370,Eberhard of Friuli,57855,POLITICIAN,,,,sin dato en Wikidata,,,,
666557,Queen Gwendolen,57858,POLITICIAN,,,,sin dato en Wikidata,,,,
10961552,Anna of Hohenstaufen,57895,POLITICIAN,,,,sin dato en Wikidata,,,,
12010471,"Conrad I, Count of Auxerre",57917,POLITICIAN,,,,sin dato en Wikidata,,,,
12770590,Nebiryraw I,57931,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
4490831,Leontion,57954,PHILOSOPHER,,,,sin dato en Wikidata,,,,
9997686,Angelo Colombo,57963,SOCCER PLAYER,Mezzago,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
33560141,Danashri,57968,COMPANION,,,,sin dato en Wikidata,,,,
8359514,Sancha of Aragon,57988,NOBLEMAN,Nápoles,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
1743565,"Hugh, Count of Champagne",57997,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
10552201,"Reginald I, Count of Burgundy",58006,NOBLEMAN,,,,sin dato en Wikidata,,,,
14708489,Cunimund,58027,POLITICIAN,,,,sin dato en Wikidata,,,,
2793079,Wahibre Ibiau,58032,POLITICIAN,,,,sin dato en Wikidata,,,,
1105287,Galindo Aznárez II,58033,POLITICIAN,,,,sin dato en Wikidata,,,,
6054534,Igor Chugainov,58035,SOCCER PLAYER,Moscú,37.6175,55.75055555555556,coordenada Wikidata,RUS,RUS,Russia,Europa del Este/Asia Central
347998,Quintus Fabius Maximus Rullianus,58079,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
15111290,Sarolt,58080,COMPANION,Hungría,,,ciudadania (Wikidata),HUN,HUN,Hungary,Europa del Este/Asia Central
50662000,Rotrude of Hesbaye,58081,COMPANION,,,,sin dato en Wikidata,,,,
5881134,Sallustia Orbiana,58109,COMPANION,,,,sin dato en Wikidata,,,,
10926938,Ankhhaf,58111,POLITICIAN,,,,sin dato en Wikidata,,,,
15180847,"Richeza of Poland, Queen of Hungary",58128,COMPANION,,,,sin dato en Wikidata,,,,
17631346,Hantili II,58148,POLITICIAN,,,,sin dato en Wikidata,,,,
263471,"Thomas, 2nd Earl of Lancaster",58151,POLITICIAN,,,,sin dato en Wikidata,,,,
391503,Gilukhipa,58198,POLITICIAN,Mitani,,,pais del lugar (Wikidata),TUR,TUR,Türkiye,Europa del Este/Asia Central
1741615,Ingvar the Far-Travelled,58215,EXPLORER,,,,sin dato en Wikidata,,,,
3133626,"Dirk VI, Count of Holland",58226,POLITICIAN,,,,sin dato en Wikidata,,,,
17386711,Gregory the Patrician,58227,POLITICIAN,Imperio bizantino,28.98,41.0125,coordenada Wikidata,TUR,TUR,Türkiye,Europa del Este/Asia Central
806389,Giuseppe Saracco,58235,POLITICIAN,Bistagno,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
14032637,Qul Ghali,58241,WRITER,Bulgaria del Volga,49.03333333333333,54.96666666666667,coordenada Wikidata,RUS,RUS,Russia,Europa del Este/Asia Central
2612009,Lucius Papirius Cursor,58250,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
1888033,Bertrand de Blanchefort,58254,POLITICIAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
1484056,Noman Çelebicihan,58256,POLITICIAN,Perekop,33.69277778,46.16166667,coordenada Pantheon,UKR,UKR,Ukraine,Europa del Este/Asia Central
10344717,"Joan, Countess of Ponthieu",58293,COMPANION,,,,sin dato en Wikidata,,,,
3460657,"Stephen III, Duke of Bavaria",58294,POLITICIAN,,,,sin dato en Wikidata,,,,
2470187,Publius Mucius Scaevola,58311,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
1040688,Marcus Caelius Rufus,58312,POLITICIAN,Teramo,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
9978955,"Odo I, Count of Orléans",58332,POLITICIAN,,,,sin dato en Wikidata,,,,
6124510,Rotrude,58336,POLITICIAN,,,,sin dato en Wikidata,,,,
4832277,"Agnes of Burgundy, Duchess of Bourbon",58338,POLITICIAN,,,,sin dato en Wikidata,,,,
16174058,Meryibre Khety,58340,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
546842,Nicetas of Remesiana,58343,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
32481655,Pietro Terracciano,58388,SOCCER PLAYER,San Felice a Cancello,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
11218239,Aemilia Lepida,58397,POLITICIAN,,,,sin dato en Wikidata,,,,
5018801,Bongsang of Goguryeo,58412,POLITICIAN,,,,sin dato en Wikidata,,,,
3921566,Shaushtatar,58415,POLITICIAN,,,,sin dato en Wikidata,,,,
2726857,Victor of Marseilles,58424,RELIGIOUS FIGURE,Alto Egipto,,,pais del lugar (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
481987,Ecgfrith of Mercia,58445,POLITICIAN,,,,sin dato en Wikidata,,,,
4690646,Bertrada of Prüm,58450,NOBLEMAN,,,,sin dato en Wikidata,,,,
7463505,"Otto, Count of Ballenstedt",58467,NOBLEMAN,,,,sin dato en Wikidata,,,,
214078,Arabella Churchill,58479,POLITICIAN,,,,sin dato en Wikidata,,,,
192974,Áedán mac Gabráin,58486,POLITICIAN,Reino de Dalriada,,,ciudadania (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
1252445,Pierre Basile,58490,POLITICIAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
1351174,Antipope Theodore,58500,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
308479,Verrius Flaccus,58530,WRITER,Palestrina,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
3834499,Otfrid of Weissenburg,58577,WRITER,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
1909365,Butigeidis,58585,POLITICIAN,,,,sin dato en Wikidata,,,,
37733711,Badi' al-Zaman Mirza,58590,POLITICIAN,,,,sin dato en Wikidata,,,,
5929881,Khizr Khan,58595,POLITICIAN,,,,sin dato en Wikidata,,,,
16174048,Wahkare Khety,58601,POLITICIAN,,,,sin dato en Wikidata,,,,
12020612,Ahmose Inhapy,58610,POLITICIAN,,,,sin dato en Wikidata,,,,
26917372,Nofret,58621,NOBLEMAN,,,,sin dato en Wikidata,,,,
4969603,"Philip I, Count of Boulogne",58622,POLITICIAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
18475,Lucius Afranius,58624,WRITER,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
6844447,Andronicus of Pannonia,58639,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
934176,Giovanni Francesco Straparola,58647,WRITER,Caravaggio,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
4835384,"Berthold, Duke of Bavaria",58662,POLITICIAN,,,,wd_id inexistente,,,,
3224988,Arybbas of Epirus,58668,POLITICIAN,Epiro,,,pais del lugar (Wikidata),GRC,GRC,Greece,Europa Occidental
41382588,Rubén Yáñez,58679,SOCCER PLAYER,Lloret de Mar,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
15876029,Audata,58681,POLITICIAN,Iliria,19.8,40.8,coordenada Wikidata,ALB,ALB,Albania,Europa del Este/Asia Central
1567968,Sitalces,58696,POLITICIAN,,,,sin dato en Wikidata,,,,
628815,Hugh the Black,58702,NOBLEMAN,,,,sin dato en Wikidata,,,,
28820945,Sergi Enrich,58718,SOCCER PLAYER,Ciudadela,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
7716459,Ameny Qemau,58719,POLITICIAN,,,,sin dato en Wikidata,,,,
328788,Christina Gyllenstierna,58741,NOBLEMAN,Suecia,,,ciudadania (Wikidata),SWE,SWE,Sweden,Europa Occidental
8730261,Da Ding,58748,POLITICIAN,,,,sin dato en Wikidata,,,,
692953,Ceolwulf I of Mercia,58751,POLITICIAN,,,,sin dato en Wikidata,,,,
6429853,Gaius Julius Verus Maximus,58758,POLITICIAN,,,,sin dato en Wikidata,,,,
957758,"Leofric, Earl of Mercia",58778,POLITICIAN,,,,sin dato en Wikidata,,,,
2213698,Qutbuddin Mubarak Shah,58780,POLITICIAN,,,,sin dato en Wikidata,,,,
628848,"Hugh II, Duke of Burgundy",58790,POLITICIAN,,,,sin dato en Wikidata,,,,
56446346,Lu Andrade,58791,MUSICIAN,Varginha,,,pais del lugar (Wikidata),BRA,BRA,Brazil,America Latina
2076095,Nitocris I,58798,POLITICIAN,,,,sin dato en Wikidata,,,,
941157,Ingvar of Kiev,58804,POLITICIAN,,,,sin dato en Wikidata,,,,
1926496,Umor of Bulgaria,58836,POLITICIAN,,,,sin dato en Wikidata,,,,
17561412,Ælfflæd,58838,NOBLEMAN,,,,sin dato en Wikidata,,,,
5148055,Aelius Gallus,58855,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
3010685,Bagrat V of Georgia,58856,POLITICIAN,,,,sin dato en Wikidata,,,,
2265554,Alaksandu,58875,POLITICIAN,Wilusa,,,ciudadania (Wikidata),TUR,TUR,Türkiye,Europa del Este/Asia Central
3546383,George VII of Georgia,58876,POLITICIAN,,,,sin dato en Wikidata,,,,
5135625,"Conrad, Count Palatine of the Rhine",58880,COMPANION,,,,sin dato en Wikidata,,,,
4478870,Gulab Singh,58890,POLITICIAN,Jammu,74.87,32.73,coordenada Pantheon (sin pais),,,,
2278939,Charibert of Laon,58902,POLITICIAN,,,,sin dato en Wikidata,,,,
1926242,"William V, Marquess of Montferrat",58907,COMPANION,Monferrato,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
503139,Wiglaf of Mercia,58930,POLITICIAN,,,,sin dato en Wikidata,,,,
4329425,Muwatalli I,58953,POLITICIAN,,,,sin dato en Wikidata,,,,
3139935,Constantine Doukas,58975,POLITICIAN,,,,sin dato en Wikidata,,,,
42518163,Goiswintha,58988,COMPANION,,,,sin dato en Wikidata,,,,
56099419,Ahed Tamimi,58989,SOCIAL ACTIVIST,Nabi Salih,35.12472222,32.01666667,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
2832783,Coenus,59003,MILITARY PERSONNEL,Elimia,,,pais del lugar (Wikidata),GRC,GRC,Greece,Europa Occidental
26837207,Meresankh I,59035,COMPANION,,,,sin dato en Wikidata,,,,
11392999,Alessandro Fei,59062,VOLLEYBALL PLAYER,Saronno,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
3577397,Barbara Fusar-Poli,59066,ATHLETE,Sesto San Giovanni,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
2669561,Sancho of Majorca,59083,POLITICIAN,Montpellier,,,pais del lugar (Wikidata),FRA,FRA,France,Europa Occidental
25839038,"Matilda of Germany, Countess Palatine of Lotharingia",59088,COMPANION,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
33314945,Nubnefer,59099,POLITICIAN,,,,sin dato en Wikidata,,,,
11604779,Sennedjem,59109,ARTIST,,,,sin dato en Wikidata,,,,
25730316,Infanta Maria Josefa of Spain,59119,NOBLEMAN,Gaeta,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
5530532,"Werner I, Count of Klettgau",59126,POLITICIAN,,,,sin dato en Wikidata,,,,
1444468,Scribonius Largus,59133,PHYSICIAN,,,,sin dato en Wikidata,,,,
3393069,Polemon II of Pontus,59139,POLITICIAN,,,,sin dato en Wikidata,,,,
4672585,Anna Komnene Angelina,59140,POLITICIAN,,,,sin dato en Wikidata,,,,
2524816,Hugh X of Lusignan,59141,POLITICIAN,,,,sin dato en Wikidata,,,,
4754670,"Herman II, Duke of Swabia",59144,POLITICIAN,,,,sin dato en Wikidata,,,,
163634,Servius Sulpicius Rufus,59145,WRITER,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
19609508,"Beatrice of Bourbon, Queen of Bohemia",59148,POLITICIAN,,,,sin dato en Wikidata,,,,
485202,Creoda of Mercia,59152,POLITICIAN,,,,sin dato en Wikidata,,,,
669253,"Frederick IV, Duke of Swabia",59154,POLITICIAN,,,,wd_id inexistente,,,,
24746230,Tardu,59164,POLITICIAN,,,,sin dato en Wikidata,,,,
7544709,Andrés Silvera,59170,SOCCER PLAYER,Argentina,,,ciudadania (Wikidata),ARG,ARG,Argentina,America Latina
1759881,Abū Ja'far al-Khāzin,59179,MATHEMATICIAN,Jorasán,,,pais del lugar (Wikidata),IRN,IRN,Iran,Medio Oriente/N. Africa
51095233,Vincenzo Alberto Annese,59188,SOCCER PLAYER,Bisceglie,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
546131,Ineni,59208,ARCHITECT,Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
67669263,Claude Joseph,59212,POLITICIAN,Haití,,,ciudadania (Wikidata),HTI,HTI,Haiti,America Latina
17631329,Tahurwaili,59221,POLITICIAN,,,,sin dato en Wikidata,,,,
377294,"Pons, Count of Tripoli",59224,POLITICIAN,,,,sin dato en Wikidata,,,,
2900204,Antigenes,59232,POLITICIAN,,,,sin dato en Wikidata,,,,
708314,Macarius of Jerusalem,59245,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
2783990,Marcus Livius Salinator,59253,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
