id,name,rank,ocupacion,lugar,lon,lat,fuente,iso3,iso3_geometria,pais,region
8551,David,35,POLITICIAN,Bethlehem,35.20638889,31.70444444,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
28329,Solomon,36,RELIGIOUS FIGURE,Palestine (region),35.1453,31.6253,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
31665644,Saint Peter,39,RELIGIOUS FIGURE,Bethsaida,35.63055556,32.91,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
16118,Jacob,59,RELIGIOUS FIGURE,Canaan,35.0,32.0,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
357200,Queen of Sheba,178,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
53617,Methuselah,242,RELIGIOUS FIGURE,Antiguo Oriente Próximo,,,entidad historica (mapeo manual),,,,Medio Oriente/N. Africa
31663669,Andrew the Apostle,255,RELIGIOUS FIGURE,Bethsaida,35.63055556,32.91,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
38938,John the Apostle,321,RELIGIOUS FIGURE,Bethsaida,35.63055556,32.91,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
28354,Samuel,351,RELIGIOUS FIGURE,Ramathaim-Zophim,35.181,31.833,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
171625,"James, son of Zebedee",356,RELIGIOUS FIGURE,Bethsaida,35.63055556,32.91,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
6860726,Jack the Ripper,375,EXTREMIST,Reino Unido,,,pais del lugar (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
45597,Henry V of England,401,POLITICIAN,Castillo de Monmouth,,,pais del lugar (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
143102,Saint Anne,426,RELIGIOUS FIGURE,Bethlehem,35.20638889,31.70444444,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
75143,Jeremiah,473,RELIGIOUS FIGURE,Anathoth,35.2647,31.8141,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
155730,Thutmose III,605,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
32802,Vercingetorix,639,MILITARY PERSONNEL,Gergovia,,,pais del lugar (Wikidata),FRA,FRA,France,Europa Occidental
3587416,Lazarus of Bethany,670,RELIGIOUS FIGURE,Bethany,35.26444444,31.77,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
411551,Narmer,782,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
18390,Lavrentiy Beria,821,POLITICIAN,Merkheuli,41.164296,42.991825,coordenada Pantheon,GEO,GEO,Georgia,Europa del Este/Asia Central
739857,Ögedei Khan,870,POLITICIAN,Khamag Mongol,,,entidad historica (mapeo manual),,,,Asia Oriental
245437,Saint Christopher,906,RELIGIOUS FIGURE,Canaan,35.0,32.0,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
147219,Philip the Apostle,1159,RELIGIOUS FIGURE,Bethsaida,35.63055556,32.91,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
68849,Zechariah,1219,RELIGIOUS FIGURE,Hebron,35.09694444,31.52861111,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
38203876,Rebecca,1223,RELIGIOUS FIGURE,Arán Naharáin,42.43333333,36.53333333,coordenada Wikidata,IRQ,IRQ,Iraq,Medio Oriente/N. Africa
73384,Gideon,1238,POLITICIAN,,,,sin dato en Wikidata,,,,
419058,Al-Shafi‘i,1254,LAWYER,Gaza City,34.45,31.51666667,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
4607,Barnabas,1283,RELIGIOUS FIGURE,"Salamis, Cyprus",33.9,35.18333333,coordenada Pantheon (sin pais),,,,
113093,Djoser,1443,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
56599840,Javier Milei,1487,POLITICIAN,Buenos Aires,,,pais del lugar (Wikidata),ARG,ARG,Argentina,America Latina
650896,Elizabeth,1558,RELIGIOUS FIGURE,Hebron,35.09694444,31.52861111,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
1168295,Merneptah,1661,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
68697,Artaxerxes I of Persia,1708,POLITICIAN,,,,sin dato en Wikidata,,,,
23671899,Elisha,1914,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
245189,Menes,1993,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
389504,Caiaphas,2022,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
7963394,Baibars,2155,POLITICIAN,Crimea,34.4,45.3,coordenada Pantheon,UKR,UKR,Ukraine,Europa del Este/Asia Central
1507905,Balian of Ibelin,2173,POLITICIAN,Tierra Santa,,,pais del lugar (Wikidata),ISR,ISR,Israel,Medio Oriente/N. Africa
18507,Lucretia,2193,NOBLEMAN,,,,sin dato en Wikidata,,,,
92459,Antiochus IV Epiphanes,2252,POLITICIAN,,,,sin dato en Wikidata,,,,
16403,Justin Martyr,2350,RELIGIOUS FIGURE,Nablus,35.26111111,32.22222222,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
32634,Saint Veronica,2462,RELIGIOUS FIGURE,Banias,35.69444444,33.24861111,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
158412,Igor of Kiev,2541,POLITICIAN,,,,sin dato en Wikidata,,,,
397997,Deborah,2866,JUDGE,Ramah in Benjamin,35.2317,31.85,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
16021671,Oleksandr Usyk,2882,BOXER,Simferopol,34.10222222,44.95194444,coordenada Pantheon,UKR,UKR,Ukraine,Europa del Este/Asia Central
2741,Abigail,2920,COMPANION,,,,sin dato en Wikidata,,,,
41207463,Ismail Haniyeh,3165,POLITICIAN,Al-Shati refugee camp,34.44539444,31.53219722,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
742592,Güyük Khan,3247,POLITICIAN,Khamag Mongol,,,entidad historica (mapeo manual),,,,Asia Oriental
68601,Herod Agrippa,3249,POLITICIAN,,,,sin dato en Wikidata,,,,
44510,Childeric I,3463,POLITICIAN,,,,sin dato en Wikidata,,,,
80047,Diogenes Laërtius,3570,WRITER,,,,sin dato en Wikidata,,,,
316217,Jethro,3652,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
607834,Qa'a,3678,PHYSICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
164281,Cassander,3691,POLITICIAN,,,,sin dato en Wikidata,,,,
172472,Kaspar Hauser,3729,CELEBRITY,,,,sin dato en Wikidata,,,,
34468,Zechariah,3820,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
2054328,Saint Spyridon,3854,RELIGIOUS FIGURE,"Asha, Cyprus",33.61,35.15916667,coordenada Pantheon (sin pais),,,,
730423,Ish-bosheth,3937,POLITICIAN,,,,sin dato en Wikidata,,,,
1407041,Amos,3978,RELIGIOUS FIGURE,Teqoa,35.21444444,31.63638889,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
16239,Jordanes,4046,WRITER,Imperio romano,12.5,41.9,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
1811064,Crixus,4065,POLITICIAN,Galia,,,pais del lugar (Wikidata),FRA,FRA,France,Europa Occidental
13966,Hosea,4168,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
763478,Ivan Aivazovsky,4203,PAINTER,Feodosia,35.37916667,45.03416667,coordenada Pantheon,UKR,UKR,Ukraine,Europa del Este/Asia Central
362321,Pepi II Neferkare,4230,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
47153,Louis the German,4368,POLITICIAN,,,,sin dato en Wikidata,,,,
506052,Thutmose II,4438,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
167861,Decebalus,4487,POLITICIAN,Dacia,,,ciudadania (Wikidata),ROU,ROU,Romania,Europa del Este/Asia Central
1606,Alexander Jannaeus,4679,POLITICIAN,,,,sin dato en Wikidata,,,,
28018,Simon Magus,4730,RELIGIOUS FIGURE,Samaria,35.18333333,32.26666667,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
549418,Thutmose IV,4782,PHYSICIAN,,,,sin dato en Wikidata,,,,
53195047,Yahya Sinwar,4800,POLITICIAN,Khan Yunis,34.30305556,31.34444444,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
1623622,Michal,4844,POLITICIAN,,,,sin dato en Wikidata,,,,
13967,Habakkuk,4908,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
1064114,Halfdan Ragnarsson,4953,POLITICIAN,Escandinavia,,,pais del lugar (Wikidata),DNK,DNK,Denmark,Europa Occidental
979371,Lü Buwei,5021,POLITICIAN,,,,sin dato en Wikidata,,,,
1313441,Qutuz,5085,POLITICIAN,Samarcanda,,,pais del lugar (Wikidata),UZB,UZB,Uzbekistan,Europa del Este/Asia Central
298248,James the Less,5096,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
10419,Empress Suiko,5101,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
27786,Simon bar Kokhba,5150,SOCIAL ACTIVIST,,,,sin dato en Wikidata,,,,
9275243,Sporus,5169,POLITICIAN,Imperio romano,12.5,41.9,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
23815052,Louis the Stammerer,5236,POLITICIAN,,,,sin dato en Wikidata,,,,
347408,Emperor Wu of Jin,5509,POLITICIAN,,,,sin dato en Wikidata,,,,
545982,Amenhotep I,5544,RELIGIOUS FIGURE,Imperio Nuevo de Egipto,,,pais del lugar (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
23758,Pseudo-Dionysius the Areopagite,5567,PHILOSOPHER,,,,sin dato en Wikidata,,,,
84075,Demetrius I of Macedon,5719,POLITICIAN,,,,sin dato en Wikidata,,,,
23502341,Monster of Florence,5744,EXTREMIST,Italia,,,ciudadania (Wikidata),ITA,ITA,Italy,Europa Occidental
113297,Odo of France,5788,NOBLEMAN,Neustria,,,pais del lugar (Wikidata),FRA,FRA,France,Europa Occidental
40624887,Halime Sultan,5818,POLITICIAN,Abkhazia,41.0,43.0,coordenada Pantheon,GEO,GEO,Georgia,Europa del Este/Asia Central
293942,Louis V of France,5845,POLITICIAN,,,,sin dato en Wikidata,,,,
43441431,Khaled Mashal,5906,POLITICIAN,Silwad,35.26111111,31.97944444,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
93506,Artaxerxes II of Persia,6141,POLITICIAN,,,,sin dato en Wikidata,,,,
981895,Devadatta,6209,RELIGIOUS FIGURE,Sakia,,,ciudadania (Wikidata),IND,IND,India,Asia del Sur
757421,Salome,6270,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
6667852,King Zhaoxiang of Qin,6424,POLITICIAN,,,,sin dato en Wikidata,,,,
3664180,Mara Branković,6484,POLITICIAN,Vushtrri,20.96944444,42.82222222,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
36297604,Yesugei,6540,POLITICIAN,Khamag Mongol,,,entidad historica (mapeo manual),,,,Asia Oriental
62558,Merovech,6550,POLITICIAN,Tournai,,,pais del lugar (Wikidata),BEL,BEL,Belgium,Europa Occidental
396431,Athaliah,6552,COMPANION,Samaria (ancient city),35.195,32.27638889,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
730866,Asa of Judah,6569,POLITICIAN,,,,sin dato en Wikidata,,,,
45158,Tatian,6570,WRITER,,,,sin dato en Wikidata,,,,
2067284,Cleopatra of Macedon,6676,NOBLEMAN,,,,sin dato en Wikidata,,,,
508853,King Zhuangxiang of Qin,6686,POLITICIAN,,,,sin dato en Wikidata,,,,
10452,Emperor Keikō,6798,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
1983704,Shajar al-Durr,6820,POLITICIAN,sultanato mameluco de Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
311469,Asparuh of Bulgaria,6884,POLITICIAN,,,,sin dato en Wikidata,,,,
61979540,Vjosa Osmani,6888,POLITICIAN,"Mitrovica, Kosovo",20.86666667,42.88333333,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
69446333,Oleksandr Syrskyi,6984,MILITARY PERSONNEL,Novinki,,,pais del lugar (Wikidata),RUS,RUS,Russia,Europa del Este/Asia Central
46047,Pope Evaristus,7052,RELIGIOUS FIGURE,Bethlehem,35.20638889,31.70444444,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
622837,Hannah,7075,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
50114216,Francis Ngannou,7162,MARTIAL ARTS,Batié,,,pais del lugar (Wikidata),CMR,CMR,Cameroon,Africa Subsahariana
11308999,Li Mu,7231,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
875991,Sobekneferu,7335,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
43927266,Halime Hatun,7346,COMPANION,,,,sin dato en Wikidata,,,,
6664565,Wang Jian,7422,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
305634,Zhao Gao,7431,POLITICIAN,,,,sin dato en Wikidata,,,,
106345,Childeric III,7641,POLITICIAN,,,,sin dato en Wikidata,,,,
22798,Omri,7714,POLITICIAN,,,,sin dato en Wikidata,,,,
89603,Joanna Lumley,7883,ACTOR,Srinagar,74.79,34.09,coordenada Pantheon (sin pais),,,,
25877,Anastasios II,7886,POLITICIAN,,,,sin dato en Wikidata,,,,
630989,Sima Zhao,7907,POLITICIAN,China,105.0,35.0,coordenada Wikidata,CHN,CHN,China,Asia Oriental
15933512,Nilüfer Hatun,7921,COMPANION,Imperio bizantino,28.98,41.0125,coordenada Wikidata,TUR,TUR,Türkiye,Europa del Este/Asia Central
1769682,Mary of Clopas,7932,POLITICIAN,,,,sin dato en Wikidata,,,,
584009,Muhammad II of Khwarazm,7939,POLITICIAN,,,,sin dato en Wikidata,,,,
426023,Queen Seondeok of Silla,7961,POLITICIAN,,,,sin dato en Wikidata,,,,
250613,Clovis II,7972,POLITICIAN,,,,sin dato en Wikidata,,,,
326125,Lazar of Serbia,7985,POLITICIAN,Prilepac (fortress),21.52115556,42.54013889,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
3826,Bumin Qaghan,8015,POLITICIAN,,,,sin dato en Wikidata,,,,
151043,Adolf of Germany,8132,POLITICIAN,,,,sin dato en Wikidata,,,,
137473,Maximus the Confessor,8141,RELIGIOUS FIGURE,Haspin,35.7925,32.845,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
344484,Cao Fang,8158,POLITICIAN,,,,sin dato en Wikidata,,,,
10415,Emperor Kinmei,8292,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
3626980,Hashim Thaçi,8293,POLITICIAN,Skenderaj,20.78333333,42.73333333,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
384512,"Francis, Duke of Anjou",8319,POLITICIAN,Saint-Germain-en-Laye,,,pais del lugar (Wikidata),FRA,FRA,France,Europa Occidental
20285,Malachi,8330,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
437566,Musa ibn Nusayr,8418,POLITICIAN,Hebron,35.09694444,31.52861111,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
37795274,Gannicus,8429,POLITICIAN,Galia,,,pais del lugar (Wikidata),FRA,FRA,France,Europa Occidental
1998565,Jamukha,8472,POLITICIAN,Mongolia,,,ciudadania (Wikidata),MNG,MNG,Mongolia,Asia Oriental
160315,Taharqa,8475,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
54262531,Domenico Tedesco,8502,COACH,Rossano,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
43641983,Rabia Bala Hatun,8506,COMPANION,,,,sin dato en Wikidata,,,,
2078130,King Xiaowen of Qin,8509,POLITICIAN,,,,sin dato en Wikidata,,,,
66761188,Bajram Begaj,8607,POLITICIAN,Rrogozhinë,,,pais del lugar (Wikidata),ALB,ALB,Albania,Europa del Este/Asia Central
58810,Gaius Marcius Coriolanus,8671,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
179601,Tullus Hostilius,8905,POLITICIAN,,,,sin dato en Wikidata,,,,
1543783,King Huiwen of Qin,9043,POLITICIAN,,,,sin dato en Wikidata,,,,
241828,Mamai,9075,MILITARY PERSONNEL,Staryi Krym,35.08861111,45.02916667,coordenada Pantheon,UKR,UKR,Ukraine,Europa del Este/Asia Central
762802,Gamaliel,9087,RELIGIOUS FIGURE,Gamla,35.74055556,32.90277778,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
46196834,Bezalel Smotrich,9095,POLITICIAN,Haspin,35.7925,32.845,coordenada Pantheon,ISR,ISR,Israel,Medio Oriente/N. Africa
344516,Cao Mao,9111,POLITICIAN,,,,sin dato en Wikidata,,,,
22565,Obadiah,9216,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
10421,Empress Kōgyoku,9228,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
1131588,Amel-Marduk,9239,POLITICIAN,,,,sin dato en Wikidata,,,,
140497,Peroz I,9400,POLITICIAN,,,,sin dato en Wikidata,,,,
1492603,Emperor Wu of Liang,9451,POLITICIAN,,,,sin dato en Wikidata,,,,
32480513,Xin Zhui,9466,POLITICIAN,,,,sin dato en Wikidata,,,,
1444310,Duke Wen of Jin,9490,POLITICIAN,,,,sin dato en Wikidata,,,,
68606,Ahaz,9546,POLITICIAN,,,,sin dato en Wikidata,,,,
304041,Artaxerxes III,9558,POLITICIAN,,,,sin dato en Wikidata,,,,
1351032,Duke of Zhou,9608,POLITICIAN,,,,sin dato en Wikidata,,,,
5750495,Scorpion I,9669,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
703386,"Robert, Count of Clermont",9725,POLITICIAN,,,,sin dato en Wikidata,,,,
992200,Abdullah Yusuf Azzam,9749,POLITICIAN,Silat al-Harithiya,35.2275,32.50805556,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
5747637,Nathan,9816,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
77871,Carinus,9820,POLITICIAN,,,,sin dato en Wikidata,,,,
1586815,Huni,9844,POLITICIAN,,,,sin dato en Wikidata,,,,
10466,Emperor Keitai,9908,POLITICIAN,Takashima district,,,pais del lugar (Wikidata),JPN,JPN,Japan,Asia Oriental
16120,Jehu,9941,POLITICIAN,Samaria,35.18333333,32.26666667,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
188740,Esarhaddon,9961,POLITICIAN,,,,sin dato en Wikidata,,,,
308199,"Raymond III, Count of Tripoli",10087,NOBLEMAN,,,,wd_id inexistente,,,,
252772,Burebista,10134,POLITICIAN,Dacia,,,ciudadania (Wikidata),ROU,ROU,Romania,Europa del Este/Asia Central
323483,Fusu,10200,POLITICIAN,,,,sin dato en Wikidata,,,,
171638,Minamoto no Yoshinaka,10225,MILITARY PERSONNEL,Provincia de Musashi,,,pais del lugar (Wikidata),JPN,JPN,Japan,Asia Oriental
424449,Deioces,10269,POLITICIAN,,,,sin dato en Wikidata,,,,
2361955,Harald II of Denmark,10278,NOBLEMAN,Reino de Dinamarca,,,ciudadania (Wikidata),DNK,DNK,Denmark,Europa Occidental
566279,Onjo of Baekje,10287,POLITICIAN,,,,sin dato en Wikidata,,,,
812677,Bimbisara,10303,POLITICIAN,,,,sin dato en Wikidata,,,,
11627830,Darya Nikolayevna Saltykova,10357,EXTREMIST,Moscú,37.6175,55.75055555555556,coordenada Wikidata,RUS,RUS,Russia,Europa del Este/Asia Central
1447695,Goujian,10538,POLITICIAN,,,,sin dato en Wikidata,,,,
27899755,Movses Khorenatsi,10591,HISTORIAN,Harman,,,pais del lugar (Wikidata),TUR,TUR,Türkiye,Europa del Este/Asia Central
98550,Oda Nobuhide,10602,MILITARY PERSONNEL,Provincia de Owari,,,pais del lugar (Wikidata),JPN,JPN,Japan,Asia Oriental
2151580,Halimah bint Abi Dhuayb,10628,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
49620123,Kamaru Usman,10651,WRESTLER,Ciudad de Benín,,,pais del lugar (Wikidata),NGA,NGA,Nigeria,Africa Subsahariana
9639239,Qin Hui,10778,POLITICIAN,Jiankang,118.79647,32.05837,coordenada Wikidata,CHN,CHN,China,Asia Oriental
3227512,Cornelius the Centurion,10794,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
11619411,Bahira,10852,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
1921374,Cao Zhen,10858,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
2115987,Zagan Pasha,10942,POLITICIAN,,,,sin dato en Wikidata,,,,
2061457,Artaxias I,10980,POLITICIAN,Reino de Armenia,,,ciudadania (Wikidata),TUR,TUR,Türkiye,Europa del Este/Asia Central
84560,Perdiccas,11014,MILITARY PERSONNEL,Oréstide,21.1624,40.4903,coordenada Wikidata,GRC,GRC,Greece,Europa Occidental
457949,Jehoram of Judah,11023,POLITICIAN,,,,sin dato en Wikidata,,,,
10436,Emperor Junna,11040,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
4599350,Bhāsa,11058,WRITER,,,,sin dato en Wikidata,,,,
29010132,Mahmud Pasha Angelović,11059,POLITICIAN,Novo Brdo,21.43333333,42.6,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
1652425,Nitocris,11105,POLITICIAN,,,,sin dato en Wikidata,,,,
10431,Empress Kōken,11133,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
357760,Isabella I of Jerusalem,11184,NOBLEMAN,Nablus,35.26111111,32.22222222,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
72384124,Abu al-Hussein al-Husseini al-Qurashi,11267,EXTREMIST,,,,sin dato en Wikidata,,,,
2517493,Empress Genmei,11291,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
93943,Bessus,11341,POLITICIAN,,,,sin dato en Wikidata,,,,
1817044,Gad,11355,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
730749,Eli,11380,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
195013,Emperor Go-Yōzei,11416,POLITICIAN,Shogunato Ashikaga,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
4257889,Çandarlı Halil Pasha the Younger,11479,POLITICIAN,,,,sin dato en Wikidata,,,,
70394,Chlothar II,11566,POLITICIAN,,,,sin dato en Wikidata,,,,
152533,Athaulf,11605,POLITICIAN,Panonia,19.02,44.9,coordenada Wikidata,SRB,SRB,Serbia,Europa del Este/Asia Central
12511023,Clarice Orsini,11624,COMPANION,Monterotondo,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
1719,Ambrosius Aurelianus,11648,POLITICIAN,Reino Unido,,,ciudadania (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
366854,Takeda Katsuyori,11782,POLITICIAN,Provincia de Kai,,,pais del lugar (Wikidata),JPN,JPN,Japan,Asia Oriental
2450140,Roman the Great,11991,POLITICIAN,,,,sin dato en Wikidata,,,,
373942,Joe Masseria,12006,MAFIOSO,Menfi,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
344539,Cao Huan,12022,POLITICIAN,,,,sin dato en Wikidata,,,,
10435,Emperor Saga,12069,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
1245280,Svatopluk I of Moravia,12094,POLITICIAN,,,,sin dato en Wikidata,,,,
72206,Ricimer,12096,POLITICIAN,,,,sin dato en Wikidata,,,,
312694,"Cornelia, mother of the Gracchi",12119,WRITER,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
92892,Tostig Godwinson,12127,POLITICIAN,,,,sin dato en Wikidata,,,,
34677899,Iliana Iotova,12261,POLITICIAN,Sofía,,,pais del lugar (Wikidata),BGR,BGR,Bulgaria,Europa del Este/Asia Central
2183969,Loredana Bertè,12325,SINGER,Bagnara Calabra,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
2085143,Hōjō Yoshitoki,12415,POLITICIAN,Provincia de Izu,,,pais del lugar (Wikidata),JPN,JPN,Japan,Asia Oriental
19461323,King Wu of Qin,12495,POLITICIAN,,,,sin dato en Wikidata,,,,
66479130,Yulia Navalnaya,12601,ECONOMIST,Moscú,37.6175,55.75055555555556,coordenada Wikidata,RUS,RUS,Russia,Europa del Este/Asia Central
356352,Sanada Masayuki,12663,MILITARY PERSONNEL,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
2966032,Adem Jashari,12696,MILITARY PERSONNEL,Prekaz i Epërm,20.82898,42.782274,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
40338648,Thomas Partey,12706,SOCCER PLAYER,Odumase Krobo,,,pais del lugar (Wikidata),GHA,GHA,Ghana,Africa Subsahariana
60195,Karmapa,12796,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
23292496,Emperor Kōgon,12837,POLITICIAN,Shogunato Ashikaga,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
679740,Anna the Prophetess,12864,RELIGIOUS FIGURE,Palestine (region),35.1453,31.6253,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
1651682,Kitbuqa,12869,POLITICIAN,Imperio mongol,109.16666666666669,47.1,coordenada Wikidata,MNG,MNG,Mongolia,Asia Oriental
10417,Emperor Yōmei,12901,POLITICIAN,Japón,,,ciudadania (Wikidata),JPN,JPN,Japan,Asia Oriental
85775,Justin,12929,HISTORIAN,,,,sin dato en Wikidata,,,,
161354,Shahrbaraz,12940,POLITICIAN,,,,sin dato en Wikidata,,,,
344866,Conrad I of Germany,12975,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
3214522,Demetrius Zvonimir of Croatia,13019,NOBLEMAN,Croacia,,,ciudadania (Wikidata),HRV,HRV,Croatia,Europa del Este/Asia Central
2322632,Hōjō Tokimasa,13120,POLITICIAN,Provincia de Izu,,,pais del lugar (Wikidata),JPN,JPN,Japan,Asia Oriental
