country_code,country_name,region_code,region_name,reporting_level,year,welfare_type,mean,gini,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10
ALB,Albania,ECS,Europe & Central Asia,national,2020,consumption,14.847157013642,.294196298171,.034180198398,.050261743249,.060896200226,.071092496205,.08109745104,.092200084527,.105630868773,.124418394428,.152666423481,.227556139673
ARE,United Arab Emirates,MEA,"Middle East, North Africa, Afghanistan & Pakistan",national,2013,income,74.662923293034,.325104208858,.023497326715,.038642840655,.053066228261,.06738315328,.082186395891,.098176619988,.11635509094,.138427579795,.167911609882,.214353154593
ARE,United Arab Emirates,MEA,"Middle East, North Africa, Afghanistan & Pakistan",national,2018,income,81.180980235912,.263990043944,.028349685726,.053640054156,.068373005876,.079582257661,.089456065811,.099174768633,.109823265722,.123123811597,.143671643942,.204805440877
ARG,Argentina,LCN,Latin America & Caribbean,urban,1980,income,35.479446619368,.408308603303,.020098563654,.032864354828,.044929877051,.056978585226,.069689033571,.083945640613,.10122462704,.124679981781,.163835630394,.301753705842
ARG,Argentina,LCN,Latin America & Caribbean,urban,1986,income,38.42675119772,.427975056465,.017775245166,.033569337319,.043552513928,.055175765396,.066639816972,.0798478296,.097334433922,.120926932774,.163270049848,.321908075075
ARG,Argentina,LCN,Latin America & Caribbean,urban,1987,income,35.124087323009,.452672895742,.015683744926,.030154684975,.041190907448,.051914356101,.06345038962,.077232987499,.095154653674,.119496158631,.163303275445,.342418841682
ARG,Argentina,LCN,Latin America & Caribbean,urban,1991,income,24.924353575138,.467542730349,.017507449463,.03055301594,.040586253526,.049992469453,.060608696314,.07238894704,.088960182082,.114114858166,.159224444297,.366063683719
ARG,Argentina,LCN,Latin America & Caribbean,urban,1992,income,25.136711189839,.454548422205,.016106317184,.030003139753,.04070203877,.051215941093,.062101474557,.076568848325,.09413032129,.120722265466,.165611009654,.342838643907
ARG,Argentina,LCN,Latin America & Caribbean,urban,1993,income,25.189574508465,.448430965506,.014935487413,.029657409574,.040989268328,.052187865887,.064167877386,.078969886139,.096698282733,.123451698537,.167092132279,.331850091724
ARG,Argentina,LCN,Latin America & Caribbean,urban,1994,income,24.886272559669,.458980401029,.015096901864,.028806027721,.039567104709,.050678223284,.063134824081,.077171894131,.094989224056,.121058331831,.165160664695,.344336803628
ARG,Argentina,LCN,Latin America & Caribbean,urban,1995,income,23.641156785338,.488780965104,.0115024114,.026301477462,.03685284973,.047332987641,.059122060583,.073580127938,.090705079171,.116850645112,.168141262093,.36961109887
ARG,Argentina,LCN,Latin America & Caribbean,urban,1996,income,23.16050303639,.49490517276,.010571454196,.024805129779,.03555060459,.046428516032,.058318604831,.073007987693,.091961918021,.11978085037,.170956958662,.368617975826
ARG,Argentina,LCN,Latin America & Caribbean,urban,1997,income,24.266980229005,.490852412111,.010994912248,.024661893533,.035171906912,.046867869082,.059359860436,.073082134813,.092749025466,.120743063895,.172765821159,.363603512458
ARG,Argentina,LCN,Latin America & Caribbean,urban,1998,income,23.563653220415,.507127070218,.010789993397,.023426550117,.033656995867,.044342998367,.056366621478,.070634124737,.090512523711,.11957685191,.170239613985,.380453726431
ARG,Argentina,LCN,Latin America & Caribbean,urban,1999,income,22.461814150087,.497656214795,.010884709051,.024181726395,.034633072925,.045214038002,.057957967214,.072896078722,.091842407633,.120954722486,.171037644525,.370397633045
ARG,Argentina,LCN,Latin America & Caribbean,urban,2000,income,21.970245451115,.510379630116,.009657948175,.022372580002,.0324878856,.043271029929,.055972728458,.0717454581,.091097455225,.122054836852,.174440382954,.376899694704
ARG,Argentina,LCN,Latin America & Caribbean,urban,2001,income,20.234463728236,.532930387521,.006856287929,.019289760274,.030165941558,.0407274698,.053432560655,.069154936399,.089951408309,.120602802496,.175205516581,.394613315999
ARG,Argentina,LCN,Latin America & Caribbean,urban,2002,income,14.212212159114,.537595534479,.00895545822,.018848180003,.028988163709,.040440661135,.05327596554,.068435756003,.08683024336,.116631976701,.172622885229,.404970710099
ARG,Argentina,LCN,Latin America & Caribbean,urban,2003,income,20.091430485449,.509944563324,.010675478237,.022175544534,.032116821955,.043586499885,.055681204054,.071183182075,.092434307268,.1225399994,.172135416278,.377471546314
ARG,Argentina,LCN,Latin America & Caribbean,urban,2004,income,21.657000031543,.484835313699,.011980749157,.02380789943,.034664446142,.046334332018,.060004047141,.075639138553,.095640841874,.12545925015,.173478539939,.352990755597
ARG,Argentina,LCN,Latin America & Caribbean,urban,2005,income,23.822049826545,.478102856679,.012544285569,.024917854751,.035695411342,.047581461945,.06086113995,.076405858998,.096366867947,.124527186634,.171466476144,.34963345672
ARG,Argentina,LCN,Latin America & Caribbean,urban,2006,income,26.409047558129,.464444955968,.012867053144,.026185523762,.037457343888,.049415219886,.062910185778,.078956353488,.099322850278,.125642470179,.169270481046,.33797251855
ARG,Argentina,LCN,Latin America & Caribbean,urban,2007,income,27.240919458448,.462825850232,.013920508054,.026676933082,.037135068691,.049283823939,.062915828443,.078841057125,.099171354201,.125222312624,.169467017239,.337366096602
ARG,Argentina,LCN,Latin America & Caribbean,urban,2008,income,27.881386720002,.449867631554,.014039694463,.027722951564,.039417247649,.051436465413,.064606706117,.080358234265,.099960972922,.127461091448,.170333108294,.324663527864
ARG,Argentina,LCN,Latin America & Caribbean,urban,2009,income,28.855805976745,.437589391039,.014450953534,.02851845882,.040701605219,.053151851923,.066960900451,.082606065346,.101656860377,.128110053608,.170666455791,.313176794932
ARG,Argentina,LCN,Latin America & Caribbean,urban,2010,income,29.738611530075,.436765554228,.015853424115,.029582981653,.040885066325,.052955864083,.066422958261,.082150040099,.100511010275,.125224050867,.168796743913,.317617860409
ARG,Argentina,LCN,Latin America & Caribbean,urban,2011,income,31.632317997224,.42737920566,.017040349927,.03064398708,.041962816253,.054124688649,.067217173278,.082868463731,.101077980492,.126373055201,.168624826203,.310066659185
ARG,Argentina,LCN,Latin America & Caribbean,urban,2012,income,31.34879534497,.414373630402,.017337557583,.032209902249,.043596663428,.055575213399,.068838283791,.084848417536,.103550914075,.128141661373,.168309310568,.297592075998
ARG,Argentina,LCN,Latin America & Caribbean,urban,2013,income,31.374293031142,.410864592041,.017712206278,.032231170522,.04373391814,.056054581329,.069787007045,.085556554913,.104133625187,.128464373981,.167677029962,.294649532643
ARG,Argentina,LCN,Latin America & Caribbean,urban,2014,income,29.261862047149,.418224839868,.018167654807,.032001663682,.042966945796,.054200285801,.06796279352,.083480063392,.10268866594,.128308280366,.169482403814,.300741242883
ARG,Argentina,LCN,Latin America & Caribbean,urban,2016,income,30.362976941679,.423450069977,.017404024098,.031273698828,.042649890606,.054474059989,.067715257504,.083041984074,.101214289127,.127032673065,.168162674137,.307031448573
ARG,Argentina,LCN,Latin America & Caribbean,urban,2017,income,31.788854208343,.4143479755,.017549101778,.032566020554,.04395954219,.055716826091,.068951710128,.084142369292,.102492538068,.127281642607,.167812806466,.299527442827
ARG,Argentina,LCN,Latin America & Caribbean,urban,2018,income,28.64973842895,.417189679234,.017158391556,.031782051749,.043693612033,.055548829504,.068642434191,.084405847024,.102365223481,.127631660323,.16728906461,.301482885529
ARG,Argentina,LCN,Latin America & Caribbean,urban,2019,income,27.900270274585,.433141336452,.016201292664,.029993520603,.041477160861,.053145770045,.066536443288,.082255210875,.10086903535,.126989041364,.16908521533,.313447309621
ARG,Argentina,LCN,Latin America & Caribbean,urban,2020,income,24.338792587059,.427436845715,.017139232921,.030252480415,.041501993185,.052909598704,.066882020412,.082770976502,.103158363796,.128358608365,.170736505225,.306290220475
ARG,Argentina,LCN,Latin America & Caribbean,urban,2021,income,26.444706442799,.42445560063,.017948573725,.032305540654,.043177216213,.054524050352,.066751200012,.082031794017,.100454470033,.12494378894,.165385826388,.312477539666
ARG,Argentina,LCN,Latin America & Caribbean,urban,2022,income,24.976164922728,.407364607084,.020078092806,.034320539121,.045113705068,.056079979617,.068483158697,.083247033153,.101138095675,.125835561063,.167513090972,.298190743829
ARG,Argentina,LCN,Latin America & Caribbean,urban,2023,income,25.002166109898,.423909765973,.018959882164,.031580090601,.042382171724,.053611500382,.066978391245,.081977976094,.100876883355,.125939632232,.167753162868,.309940309336
