country_code,country_name,region_code,region_name,reporting_level,year,welfare_type,mean,gini,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10
CIV,C̫te d'Ivoire,SSF,Sub-Saharan Africa,national,2015,consumption,4.394959875312,.414688393391,.021175879098,.036000271228,.046195205254,.056268214744,.066614476388,.079714111317,.096394365179,.120158694859,.158214874088,.319263907845
CIV,C̫te d'Ivoire,SSF,Sub-Saharan Africa,national,2018,consumption,6.31312047601,.371688738801,.028956902779,.041361182056,.050553010348,.059721461384,.070928352149,.083320050515,.098391574228,.120134571215,.156846437774,.289786457551
CIV,C̫te d'Ivoire,SSF,Sub-Saharan Africa,national,2021,consumption,6.07773744427,.352753624351,.031499845099,.04405896912,.053570256142,.062756292874,.072697317214,.084022171529,.09826904498,.119718161709,.154999676115,.278408265219
CMR,Cameroon,SSF,Sub-Saharan Africa,national,1996,consumption,4.215739087732,.444467469688,.024851010055,.036357697945,.044062924407,.052078037604,.058921250052,.071196952362,.084226752636,.111796697832,.155211517429,.361297159676
CMR,Cameroon,SSF,Sub-Saharan Africa,national,2001,consumption,5.966826360758,.421367940958,.025104597252,.0366095674,.045506601127,.054378682577,.065160996089,.077130111449,.092224889976,.113860161404,.153726042317,.336298350408
CMR,Cameroon,SSF,Sub-Saharan Africa,national,2007,consumption,5.637676559647,.428200629169,.024578915664,.033729679294,.042627197448,.052251507139,.063049563219,.077146130368,.095178793283,.120118737496,.160966429668,.33035304642
CMR,Cameroon,SSF,Sub-Saharan Africa,national,2014,consumption,7.33791255991,.466408737571,.017214820767,.027928989915,.036857643614,.047806406345,.06081555564,.076046750984,.095334553971,.120801494131,.166796620758,.350397163875
CMR,Cameroon,SSF,Sub-Saharan Africa,national,2021,consumption,6.853787582747,.421760724554,.021266279862,.032776848499,.042218565127,.053282747701,.065957001784,.080983737691,.09942550217,.125141872955,.167473699307,.311473744904
COD,"Congo, Dem. Rep.",SSF,Sub-Saharan Africa,national,2004,consumption,1.124521392422,.416338964091,.025854823496,.034656559412,.044561412441,.054056860862,.064950755011,.077743046052,.095855643546,.119224670098,.160427159925,.322669069158
COD,"Congo, Dem. Rep.",SSF,Sub-Saharan Africa,national,2012,consumption,2.265979166154,.420751208312,.021067660178,.034494322386,.044719855387,.055100919749,.066019063404,.078827865918,.09609403025,.120110982976,.163686721816,.319878577936
COD,"Congo, Dem. Rep.",SSF,Sub-Saharan Africa,national,2020,consumption,1.950706381598,.446732410079,.021284226945,.033578883638,.043302815455,.052697335658,.062553248973,.074064396535,.089536183737,.112134278558,.154115885811,.356732744689
COG,"Congo, Rep.",SSF,Sub-Saharan Africa,national,2005,consumption,4.282213098245,.473298739787,.019666132354,.029473142255,.03860192106,.047696756831,.05751901062,.070799078015,.089082002443,.114779380804,.164539846505,.367842729112
COG,"Congo, Rep.",SSF,Sub-Saharan Africa,national,2011,consumption,5.800060931552,.489376934903,.01561151423,.02635870883,.03571725143,.046569739079,.059008352368,.072671102934,.090156757454,.116567804516,.158107885932,.379230883228
COL,Colombia,LCN,Latin America & Caribbean,urban,1980,income,9.691464382095999,.550912406657,.010179245011,.018439766391,.027580832404,.037980004808,.050230847025,.065351335324,.085304890924,.114616630856,.167734198945,.422582248313
COL,Colombia,LCN,Latin America & Caribbean,urban,1988,income,11.044853495421,.531061631079,.01217845151,.021167401724,.030748633558,.041293778308,.05335664411,.067859438035,.0865539593,.113449380747,.161330044945,.412062267762
COL,Colombia,LCN,Latin America & Caribbean,urban,1989,income,10.809743962273,.528437953057,.013659800516,.022146757315,.031281918674,.041422098405,.053108821555,.067252938736,.085593840076,.112123431877,.159592882552,.413817510294
COL,Colombia,LCN,Latin America & Caribbean,urban,1991,income,11.168243697174,.513188979178,.013365265763,.022723712028,.032594351648,.043359978506,.055577959223,.070164595212,.08884855962,.115570494369,.162854665113,.394940418518
COL,Colombia,LCN,Latin America & Caribbean,national,1992,income,11.06895846526,.5134726136360001,.011296419674,.026175635725,.035400024133,.044531956727,.054936524506,.0673438037,.084149001219,.109889255422,.16199259847,.404284780425
COL,Colombia,LCN,Latin America & Caribbean,national,1996,income,10.046429567646,.567719289852,.005685090677,.019647964097,.030125357906,.039685155,.050245106524,.063086238423,.079671636889,.104770244541,.151206554091,.455876651852
COL,Colombia,LCN,Latin America & Caribbean,national,1999,income,9.612114918585,.585262317498,.004831550684,.016910731555,.027560073754,.037301764856,.048105180111,.060785784837,.077812038041,.103662778811,.154660493328,.468369604023
COL,Colombia,LCN,Latin America & Caribbean,national,2000,income,10.726032364427,.583799587618,.003334476724,.017656915378,.029058738151,.038236705373,.048458605151,.061050993896,.077979397049,.103032934034,.152117798454,.469073435788
COL,Colombia,LCN,Latin America & Caribbean,national,2001,income,8.929258084929,.57319846538,.006183255074,.018550336791,.029681707827,.03913104958,.049428669927,.061301135064,.078255540835,.103677283081,.151060693267,.462730328554
COL,Colombia,LCN,Latin America & Caribbean,national,2002,income,11.253095816401,.560067279399,.010873168375,.021106009873,.030084748531,.038375554139,.048501411809,.060915757146,.07919430481,.104810434253,.154293110904,.45184550016
COL,Colombia,LCN,Latin America & Caribbean,national,2003,income,10.674379143103,.535727694532,.011533155641,.023281828772,.032598945171,.042076827447,.052078067509,.064557785504,.081310441154,.106776114493,.158019687106,.427767147203
COL,Colombia,LCN,Latin America & Caribbean,national,2004,income,11.319006900176,.54974465056,.012474532462,.022979879897,.031237545609,.039609857983,.049350996204,.06138976073,.078374383044,.104136974553,.155191693046,.445254376472
COL,Colombia,LCN,Latin America & Caribbean,national,2005,income,11.933693491383,.539076099592,.012248131533,.02335110245,.032174093136,.041251241364,.051127459371,.063525530621,.080607587489,.105768674231,.158055681274,.431890498531
COL,Colombia,LCN,Latin America & Caribbean,national,2008,income,13.517472631915,.549507672228,.009765080952,.020985703541,.030060971286,.039631461097,.050638255565,.064318409816,.082171226149,.108970400893,.159881370997,.433577119704
COL,Colombia,LCN,Latin America & Caribbean,national,2009,income,13.585250140062,.54083610469,.010847687316,.021956895287,.031109098624,.040500405077,.051574993341,.065163152851,.083286684288,.109932307449,.158948379901,.426680395866
COL,Colombia,LCN,Latin America & Caribbean,national,2010,income,14.620916458621,.544486922137,.010872663459,.021995677295,.030924048737,.040207620874,.05075503406,.064160009774,.082160796317,.108642717847,.158695009123,.431586422514
COL,Colombia,LCN,Latin America & Caribbean,national,2011,income,15.249918313331,.533068863875,.011829367097,.023042437409,.032200652211,.041600566529,.052138787605,.065710567204,.083570091651,.11004824121,.158368341264,.42149094782
COL,Colombia,LCN,Latin America & Caribbean,national,2012,income,15.394890542769,.535712096142,.010257054033,.021572306078,.030878915879,.041052034182,.052452144953,.066837850379,.085674723634,.113464591308,.161944940597,.415865438957
COL,Colombia,LCN,Latin America & Caribbean,national,2013,income,16.129349742802,.535305173668,.010314456916,.021773856137,.031079479564,.041047004775,.052658993651,.06689342663,.085417948882,.112634273106,.161998811043,.416181749296
COL,Colombia,LCN,Latin America & Caribbean,national,2014,income,16.909920002328,.535502053266,.010390187818,.021685670007,.031060252785,.041293881339,.052833102791,.066802056537,.085146879001,.11236467328,.161148708004,.417274588437
COL,Colombia,LCN,Latin America & Caribbean,national,2015,income,16.47244664106,.520195969084,.011045762339,.023167216674,.032604079201,.043172128687,.05484727798,.069444950302,.087731085477,.114568994117,.160710721031,.402707784192
COL,Colombia,LCN,Latin America & Caribbean,national,2016,income,16.264948077437,.517219896118,.011172351085,.023567210229,.033338193291,.043742982576,.055414426365,.069833491779,.087738145788,.114014061768,.159658912765,.401520224353
COL,Colombia,LCN,Latin America & Caribbean,national,2017,income,16.175830045145,.50921570237,.011840415807,.024328793193,.03423562598,.044708730225,.056361690992,.070577930672,.088540479731,.114886424085,.160648100016,.3938718093
COL,Colombia,LCN,Latin America & Caribbean,national,2018,income,16.407413015261,.516397268195,.011201206036,.023609406393,.033452727775,.043818078947,.055518818006,.0698657993,.087809650076,.113947707837,.160368068308,.400408537323
COL,Colombia,LCN,Latin America & Caribbean,national,2019,income,16.387458345114,.525001617828,.01022012142,.022147422404,.032260605014,.042833363822,.054789098747,.069083625558,.087220657387,.113995509228,.161069370552,.406380225869
COL,Colombia,LCN,Latin America & Caribbean,national,2020,income,14.426977324425,.544328718562,.007505828551,.019896479906,.030310474976,.040761904871,.052808537203,.067149092959,.085433209939,.113123365506,.162988869761,.420022236327
COL,Colombia,LCN,Latin America & Caribbean,national,2021,income,17.01993727038,.551170224126,.009936510956,.021429044182,.030501450085,.039413441239,.049985561518,.062818124343,.080513623666,.107522249121,.16064708211,.437232912779
COL,Colombia,LCN,Latin America & Caribbean,national,2022,income,18.495402367667,.548185795627,.010334964003,.021859784867,.030841397604,.03983703641,.050177839019,.063055176898,.080552578565,.107601621684,.160618770966,.435120829984
COL,Colombia,LCN,Latin America & Caribbean,national,2023,income,18.981452868896,.545797108184,.010485951935,.021883279134,.030650316397,.039739196868,.050230569072,.063542704623,.08161476449,.109395632389,.161617411317,.430840173776
COL,Colombia,LCN,Latin America & Caribbean,national,2024,income,19.713593391908,.543778252591,.010282214531,.021584716943,.030705157799,.040062686253,.050804112095,.064599819568,.08277336472,.110433395176,.161279478664,.427475054251
COM,Comoros,SSF,Sub-Saharan Africa,national,2004,consumption,9.445812891413,.5592428930360001,.015458519082,.024744029246,.032354596553,.040275354993,.048350452461,.059510310439,.07287955616,.092460487744,.133164963764,.480801729558
COM,Comoros,SSF,Sub-Saharan Africa,national,2014,consumption,6.393367775616,.453321861568,.016177150462,.028591952137,.03967009797,.051114198428,.062567194169,.076576685839,.098558269531,.123364799923,.166889475775,.336490175766
COM,Comoros,SSF,Sub-Saharan Africa,national,2020,consumption,7.464325028849,.341839740007,.033485938507,.046634228466,.055489867385,.064746126659,.073666956011,.084414041904,.0982242159,.116317886032,.148522668321,.278498070816
COM,Comoros,SSF,Sub-Saharan Africa,national,2024,consumption,7.785107747374,.303126913392,.037058066195,.050881991433,.060485280062,.06910601811,.078519167665,.088912737795,.101859227313,.120073477883,.147131549364,.24597248418
CPV,Cabo Verde,SSF,Sub-Saharan Africa,national,2001,consumption,6.79086961555,.524952313789,.015902289099,.025669796922,.033519281871,.042366629671,.052213945026,.064839959842,.080935424752,.104494790646,.153697161393,.426360720778
CPV,Cabo Verde,SSF,Sub-Saharan Africa,national,2007,consumption,7.581385274859,.471873889199,.019545091057,.030266905989,.038684750628,.048733671293,.059191910123,.071258741877,.087098071824,.112647137914,.161187687895,.371386031401
CPV,Cabo Verde,SSF,Sub-Saharan Africa,national,2015,consumption,8.725672958986999,.423810873608,.022185574175,.034402553609,.043643796199,.053619656734,.064784605056,.078251592262,.09538924155,.120583411947,.164245121389,.322894447079
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1981,income,6.509536903486,.474947621448,.010654622674,.022819668079,.035141106384,.048121623181,.062408154249,.078987900807,.099638995832,.128265716213,.176638408546,.337323804036
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1986,income,6.742378341727,.344132504888,.015423687884,.036785161893,.053713330115,.068623261241,.082903938663,.097668459688,.114239319463,.134889898201,.165235656946,.230517285906
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1989,income,10.861182239113,.454649390622,.009714061162,.028253866641,.040872564778,.052924518367,.065899579863,.081181001275,.098639374796,.123532245079,.166759834299,.332222953739
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1990,income,11.204918452115,.452139245162,.010124345161,.028083063216,.041618924576,.053373782153,.065617845611,.080496763195,.09948771211,.125263664836,.166110030304,.329823868838
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1991,income,10.277798150448,.465531643346,.010320580215,.026258286884,.039188765314,.051524399857,.064266621047,.079365324376,.098475485359,.122283455596,.165595374657,.342721706695
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1992,income,10.918873002201,.45639221485,.011252862722,.028905786044,.041168452572,.052332336861,.06474263927,.078974309119,.097223367385,.122758562255,.165494592415,.337147091358
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1993,income,12.650491447494,.459263629097,.010584172609,.028458311115,.040564799842,.051623943149,.064394486397,.078280578172,.097068570469,.123681188735,.168501407432,.33684254208
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1994,income,14.287482621404,.46701846857,.011593564563,.02846221798,.040354304953,.050854021914,.062705439826,.077025074456,.094312303839,.119671073831,.162617670859,.352404327779
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1995,income,13.631563286901,.45658924914,.011561167099,.028725864605,.040758801363,.052433938449,.064712608961,.078362591233,.097402994435,.122562230213,.165969182595,.337510621046
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1996,income,12.916783615071,.464776807055,.01092397675,.027527514479,.039824429826,.051082070754,.062945645347,.077409886979,.096295060584,.122518584125,.168687528795,.342785302362
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1997,income,13.62618246793,.455781661619,.013063800263,.029332798329,.040641243052,.051405818862,.063930609737,.07844485407,.096306487789,.121222978555,.167290096927,.338361312416
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1998,income,15.312146494948,.456373989737,.013819881509,.029669932673,.040461178815,.051085203758,.063332292986,.077177062081,.095298511211,.121155540975,.167922176077,.340078219916
CRI,Costa Rica,LCN,Latin America & Caribbean,national,1999,income,14.917072464963,.476306159796,.011870515456,.027709280499,.038628592636,.049201262641,.060648114859,.07435995412,.092126824864,.119158508795,.167683613662,.358613332468
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2000,income,14.792913063747,.474094826283,.011604445426,.027269942554,.038895195543,.049663130264,.06097879278,.07568377436,.094664884478,.120192174197,.164400746619,.356646913779
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2001,income,20.159628182354,.515059603208,.010612104884,.024080996491,.034297554665,.044026290624,.054813854378,.068730466594,.087125257842,.114282284974,.165103532207,.39692765734
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2002,income,20.488050135974,.518125307523,.011126789957,.024362982994,.034131902076,.043914840777,.054665784686,.067679942151,.08492053642,.112026367414,.162899286511,.404271567013
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2003,income,20.081057206284,.493003219443,.01146889705,.025249019778,.035869724877,.046515497757,.057982666353,.072336596477,.091807554742,.119188924557,.169677922463,.369903195946
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2004,income,18.771276166232,.484175190659,.012819456141,.027009701121,.037271686074,.04742238686,.058853880875,.072461374121,.090851722164,.119556541115,.168024696832,.365728554697
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2005,income,19.511437417691,.475102577711,.014479471008,.027935950488,.038100873358,.048587538092,.059597263546,.072916911888,.091348287027,.119012580202,.169190606816,.358830517575
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2006,income,20.30820710476,.492804838979,.013816146781,.027340263889,.036860361136,.046509918453,.057097171793,.070555875384,.087302473095,.113563798005,.164197293732,.382756697733
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2007,income,22.610240392084,.493128130121,.015345683425,.027948559615,.037355569284,.046873410798,.056963052442,.069032994327,.085426739373,.111093102818,.160993172766,.388967715152
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2008,income,22.77008832413,.486407713802,.015042319824,.028218856788,.037912451448,.046772821556,.057345786819,.070690457354,.088552664354,.11417076152,.164705708249,.376588172087
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2009,income,24.889691471423,.505546529148,.013491055924,.026109767322,.03518938571,.04444834647,.054805581655,.068652570423,.086054751911,.112626288693,.164354753111,.394267498781
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2010,income,25.404159577086,.480430384444,.015696409626,.028728221896,.037944967325,.047121519586,.057686024946,.071291841587,.089149679932,.116075645807,.168591408814,.36771428048
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2011,income,26.204993943194,.487592020933,.014645516228,.027062931359,.036297446017,.046138007391,.057441869245,.07121385802,.089761939217,.118067843296,.17025188919,.369118700038
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2012,income,27.067058450498,.484173003445,.014726824849,.02729240154,.036827780939,.046794184438,.057997134867,.071709249923,.089825583463,.118719435338,.17002322721,.366084177433
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2013,income,27.898031652848,.491518093329,.014274883006,.026332212748,.036133570511,.04537134244,.055895548761,.069768236386,.089371355058,.121076199995,.172145097127,.369631553966
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2014,income,27.261946861097,.486320898036,.014812365662,.027213020937,.036685622917,.046019649511,.056937670356,.071290141445,.090124132718,.117431473573,.170375534767,.369110388113
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2015,income,27.280005469463,.483739483157,.01478166546,.027737933102,.037521690706,.046908954165,.057530926781,.070836440122,.088931923109,.117007414939,.170760087393,.367982964222
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2016,income,28.323266247382,.487041126933,.014808830313,.027362458565,.036686957045,.046356974811,.057242078861,.070904113623,.089246689496,.117197926467,.167451046146,.372742924672
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2017,income,28.774330455388,.483452017139,.015858386492,.028104498075,.037336750216,.04668365679,.057054792235,.070519799683,.0882759348,.116398004249,.170183242673,.369584934787
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2018,income,28.103540964089,.479699610477,.014797462111,.027870904567,.03802526844,.047142925209,.058107851595,.072064097675,.090319665571,.118479389627,.169722895136,.36346954007
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2019,income,27.978696482693,.481898524497,.015909056632,.02801916771,.037177965974,.046612911062,.057118475539,.070834115534,.089370449062,.117892272575,.170493087481,.366572498432
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2020,income,24.271103694186,.492450432233,.013934688675,.026356818306,.035704607241,.045098085432,.056090142609,.069842963884,.089070302569,.119777772704,.174212683877,.369911934704
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2021,income,27.598305758115,.48678028297,.015595432437,.027624402319,.036479738999,.045767617386,.056914040946,.070846168503,.089133302117,.116469271951,.16942106715,.371748958192
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2022,income,26.809498526519,.471512971317,.016617184516,.02888182273,.038308845656,.047834724275,.058611471386,.072050305944,.09131533863,.119395689123,.17040429209,.356580325649
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2023,income,28.578073819034,.467293307037,.016389277377,.02853419009,.038386080527,.04847406058,.059763462226,.073831565611,.092815610458,.120940756866,.170339333565,.3505256627
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2024,income,30.734329529664,.45829142291,.01683336031,.029418153123,.038757806013,.049059480302,.06170213507,.075859788309,.095253471329,.122348496478,.168499547653,.342267761412
CRI,Costa Rica,LCN,Latin America & Caribbean,national,2025,income,34.095992155515,.454567124176,.017634519431,.029574957164,.039657196654,.050528340817,.06222097545,.076188759687,.094733718636,.120280130064,.166454869352,.342726532744
CYP,Cyprus,ECS,Europe & Central Asia,national,2004,income,49.881984453909,.300890548784,.036549270469,.051287058007,.060299375261,.069506010821,.079592377308,.090145954109,.102660580858,.120369200583,.146724974734,.24286519785
CYP,Cyprus,ECS,Europe & Central Asia,national,2005,income,53.259906587679,.302594126943,.037970540923,.051408636244,.060072419224,.068749542218,.078894940223,.090023056104,.101722578973,.117825015105,.144782446949,.248550824038
CYP,Cyprus,ECS,Europe & Central Asia,national,2006,income,58.503530468984,.311259618393,.037465503053,.050703387723,.05926518134,.068865062946,.07828705722,.088624385671,.100098983988,.115979115037,.140529170074,.260182152949
CYP,Cyprus,ECS,Europe & Central Asia,national,2007,income,58.615228213005,.311132722599,.037021481647,.050375377941,.058756843615,.067349344826,.077996005698,.089418867035,.101628085163,.117437322979,.145358085616,.254658585481
CYP,Cyprus,ECS,Europe & Central Asia,national,2008,income,58.163618292475,.317086080583,.036722740462,.049823902858,.058199226511,.067187773153,.077164959658,.088491203804,.100393725231,.116028768884,.143962219403,.262025480037
CYP,Cyprus,ECS,Europe & Central Asia,national,2009,income,57.52999696001,.321082613769,.035010611684,.049723596216,.058461995422,.066518349502,.076142676145,.087695846053,.100994277581,.117853744471,.145890514296,.26170838863
CYP,Cyprus,ECS,Europe & Central Asia,national,2010,income,58.433057188291,.314577890712,.035607508886,.050370544862,.060081168828,.067641975119,.076753658378,.087500187584,.100240508272,.117376570431,.147510994954,.256916882688
CYP,Cyprus,ECS,Europe & Central Asia,national,2011,income,58.164213951939,.326254980735,.034220004414,.04969406164,.058352635343,.066293543691,.075455425514,.086282904023,.099646008641,.116832577806,.146352012474,.266870826455
CYP,Cyprus,ECS,Europe & Central Asia,national,2012,income,54.931915458522,.343124334354,.032892069701,.047027625145,.056557123093,.064562028202,.073517913394,.084502303879,.097667146947,.115919295216,.147131673356,.280222821067
CYP,Cyprus,ECS,Europe & Central Asia,national,2013,income,52.722413791275,.370418334491,.031475671055,.045288573124,.053208016258,.060855407552,.069992246806,.081115439145,.094261992156,.112449225703,.142703065366,.308650362835
CYP,Cyprus,ECS,Europe & Central Asia,national,2014,income,49.13696095971,.355652848506,.030203056757,.045369683974,.05466403926,.063213061741,.073380553803,.084403758809,.097644604072,.115146358168,.147868622866,.28810626055
CYP,Cyprus,ECS,Europe & Central Asia,national,2015,income,50.065902748054,.339663779961,.031944007917,.046565852335,.056193976721,.065235258311,.075057037975,.08673408668,.099752535582,.117174569096,.146782438223,.274560237159
CYP,Cyprus,ECS,Europe & Central Asia,national,2016,income,51.739862203064,.328916821996,.034132748387,.048126347358,.057584262577,.06618123456,.075997163784,.086822128858,.099590127939,.117147275997,.146461106924,.267957603616
CYP,Cyprus,ECS,Europe & Central Asia,national,2017,income,52.814042998818,.314162340009,.034495115819,.049034132232,.059832162883,.068991681694,.078251448049,.088919807962,.10068977837,.118184690129,.147068551313,.254532631549
CYP,Cyprus,ECS,Europe & Central Asia,national,2018,income,56.864968725652,.327397530763,.034671827034,.049195626937,.057968149689,.067008946618,.076594650972,.086015565262,.098903749169,.115471750029,.142589859741,.27157987455
CYP,Cyprus,ECS,Europe & Central Asia,national,2019,income,57.267392404312,.312232412644,.034975877424,.050191956156,.059822819116,.068568712087,.078854167305,.088623766611,.100373270912,.117941020154,.146008809128,.254639601106
CYP,Cyprus,ECS,Europe & Central Asia,national,2020,income,58.770130626172,.317279431157,.035535399835,.049842160572,.060017936997,.068154639763,.076823616137,.087748208829,.100108638118,.115600502399,.143384850588,.262784046762
CYP,Cyprus,ECS,Europe & Central Asia,national,2021,income,60.301764638203,.312517709648,.035470922564,.050052885485,.05974273846,.06811780544,.078577640805,.089315316329,.100969172072,.117024579923,.14416307898,.256565859942
CYP,Cyprus,ECS,Europe & Central Asia,national,2022,income,59.539417457103,.315340754776,.03626900749,.050429324156,.059389808277,.067875087097,.077209906647,.088279923917,.100495734049,.115756405175,.14197048949,.262324313702
CYP,Cyprus,ECS,Europe & Central Asia,national,2023,income,63.375191395619,.31838399725,.03570158309,.050162508072,.059167726726,.067490626095,.076917919101,.087870900759,.099987476462,.116616152132,.142942038757,.263143068807
CZE,Czechia,ECS,Europe & Central Asia,national,1992,income,20.85575491968,.207041882855,.051085007951,.065823120739,.074571096884,.081812542754,.088484450928,.095363006097,.103330172654,.113539291561,.13004439694,.195946913491
CZE,Czechia,ECS,Europe & Central Asia,national,1993,income,22.596851146909,.265534908588,.047876675089,.057079239383,.065207237075,.072945536816,.080828229033,.089443098274,.099690570962,.113444568668,.136437836688,.237047008012
CZE,Czechia,ECS,Europe & Central Asia,national,1996,income,25.581857121794,.258000815527,.040261016955,.05801726196,.068445857421,.077154221724,.084726150029,.092565224373,.102429728062,.116299648153,.138489841444,.22161104988
CZE,Czechia,ECS,Europe & Central Asia,national,2002,income,28.256495859067,.265561768302,.039501527139,.055389160525,.066682790875,.077197805103,.085183152979,.092666554915,.102158702371,.115983969345,.139511557381,.225724779366
CZE,Czechia,ECS,Europe & Central Asia,national,2004,income,30.410891413419,.275331800108,.035861835956,.054608296614,.066341300089,.076541396658,.084595147925,.092676341459,.102610889815,.116853900813,.138930497798,.230980392872
CZE,Czechia,ECS,Europe & Central Asia,national,2005,income,31.224788840093,.269460167374,.03773083298,.055131310237,.067232477678,.07738355753,.085156832932,.092559570603,.102115490973,.115277408769,.138059619001,.229352899296
CZE,Czechia,ECS,Europe & Central Asia,national,2006,income,32.946776871353,.267441173219,.037275948517,.0559074525,.067693719974,.077197202551,.084944977719,.092546252278,.102736005052,.116282808896,.139260080134,.226155552379
CZE,Czechia,ECS,Europe & Central Asia,national,2007,income,34.688734164813,.259986475759,.039175816574,.058125457256,.068765011627,.077268248549,.084638911468,.092449396483,.102092114944,.115695845519,.138619114187,.223170083395
CZE,Czechia,ECS,Europe & Central Asia,national,2008,income,35.541934474066,.262802117269,.039168802472,.058682875111,.068896835124,.077009806746,.083833261027,.091792510398,.101332762527,.114321401986,.136130360443,.228831384165
CZE,Czechia,ECS,Europe & Central Asia,national,2009,income,36.056555841289,.261566745986,.038349296656,.057913451151,.068746622417,.077199954326,.084551011867,.092900701481,.102505009872,.116099613153,.13807461156,.223659727517
CZE,Czechia,ECS,Europe & Central Asia,national,2010,income,35.992207546814,.266235137503,.037132541205,.056624210809,.068103307132,.076747121281,.084452211395,.092842365001,.102699745436,.117043378892,.139925823014,.224429295835
CZE,Czechia,ECS,Europe & Central Asia,national,2011,income,35.95390242581,.263812746221,.036975928639,.056413599653,.068420460053,.077502719415,.085484053453,.093583773824,.10302136515,.116741623672,.139521900158,.222334575982
CZE,Czechia,ECS,Europe & Central Asia,national,2012,income,35.348246891535,.261099385622,.038855891663,.056802582762,.067751055163,.077417431278,.085537688163,.093408535087,.102682893789,.116545922565,.139374561084,.221623438446
CZE,Czechia,ECS,Europe & Central Asia,national,2013,income,35.582391620483,.264739033497,.037800374462,.056686119147,.06816886853,.077163211857,.085184178134,.093043883941,.102395922312,.115507771033,.138126130422,.225923540162
CZE,Czechia,ECS,Europe & Central Asia,national,2014,income,36.412864736385,.259232208967,.038509973261,.05811019225,.069083336124,.077230953903,.084933036846,.092796978655,.102715734754,.116292818501,.138908123361,.221418852345
CZE,Czechia,ECS,Europe & Central Asia,national,2015,income,37.915297506905,.258674265173,.038520182416,.058146129278,.069294579849,.077467914073,.084790642195,.093123199275,.102979588698,.116258499805,.138166657766,.221252606644
CZE,Czechia,ECS,Europe & Central Asia,national,2016,income,39.322012731691,.254063329165,.040217146014,.059365430564,.070063202491,.077283213911,.084197656595,.092559868053,.102511028073,.115926118991,.138505866021,.219370469287
CZE,Czechia,ECS,Europe & Central Asia,national,2017,income,40.643772613692,.248522097465,.042026808223,.06000741111,.069966059494,.077467156965,.084313226122,.092242989519,.102649726799,.117241076296,.139589847226,.214495698247
CZE,Czechia,ECS,Europe & Central Asia,national,2018,income,42.567108478199,.249903408011,.041717014665,.060077824673,.069630262696,.077134669634,.084044302822,.092239493579,.102755716134,.117329965306,.139994470047,.215076280444
CZE,Czechia,ECS,Europe & Central Asia,national,2019,income,44.544341559863,.252621968501,.041610631664,.059546985288,.068482246512,.076243601101,.083942047738,.092500111269,.103007931669,.117632491545,.142171082593,.214862870621
CZE,Czechia,ECS,Europe & Central Asia,national,2020,income,45.302657010159,.262451315599,.039727436426,.058152092624,.067977485587,.076156771322,.084019255974,.091961164737,.101510156152,.115746931646,.139930092133,.224818613398
CZE,Czechia,ECS,Europe & Central Asia,national,2021,income,47.783066438343,.262021042363,.038934525484,.058493783479,.068437160688,.075807631128,.083351970315,.091685374388,.102562741023,.117645876818,.141259674656,.22182126202
CZE,Czechia,ECS,Europe & Central Asia,national,2022,income,44.756200012944,.258703900355,.03824007541,.059265453362,.068476247964,.076759607705,.08434595729,.09261945915,.102501158954,.118006431322,.141853409341,.217932199501
